"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57"
"1956",1,2,1,2,1,1,1,2,1,2,1,1,1,2,1,2,1,1,1,1,1,1,2,2,1,2,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2,1,2,2,2,2
"1957",1,2,2,1,1,2,2,1,1,2,2,1,2,1,2,1,1,1,1,1,1,1,1,2,1,2,1,1,2,1,1,2,2,2,2,2,2,1,1,2,2,1,2,2,2,1,2,1,1,1,2,2,1,2,2,2,2
"1958",1,1,2,1,1,1,1,2,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,1,1,1,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,1,2,1,2,1,2,1,1,1,2
"1959",1,2,1,2,1,1,2,2,2,2,1,1,1,1,2,1,1,1,1,1,1,2,2,2,1,2,1,1,2,1,2,2,1,1,2,1,1,2,1,2,1,1,2,2,2,1,2,1,1,1,2,2,2,1,2,2,2
"1960",1,2,1,1,2,2,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,1,2,1,1,2,2,2,2,2,1,1,2
"1961",1,1,1,1,1,1,2,2,2,2,1,1,1,1,2,2,1,1,2,2,1,1,1,2,1,2,1,1,2,1,1,2,1,1,2,2,2,2,1,2,2,2,2,2,2,1,2,1,1,2,2,2,1,1,1,1,1
"1962",1,1,1,2,1,1,2,2,1,2,1,1,1,2,2,2,1,2,1,1,2,1,2,2,1,2,1,2,2,1,1,2,2,1,2,1,2,2,1,1,2,2,2,2,2,1,2,1,1,2,2,2,2,2,1,2,2
"1963",2,2,2,1,1,2,1,2,1,2,1,1,2,1,2,1,1,1,1,1,1,1,1,2,1,1,2,2,1,1,1,2,1,2,2,2,2,2,2,1,2,1,2,2,2,2,2,1,1,1,2,1,2,2,2,2,1
"1964",2,2,1,2,1,1,2,2,2,1,2,2,1,2,2,2,1,1,1,1,1,2,2,1,1,2,1,2,2,1,1,2,2,1,2,1,2,2,1,2,2,1,2,1,2,2,2,1,1,2,2,2,1,1,1,1,2
"1965",1,1,1,1,1,2,1,1,2,2,1,1,1,1,2,1,1,1,1,1,2,1,2,2,1,1,1,1,2,1,1,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,1,1,1,2,2,1,1,2,2,2
"1966",1,2,2,2,2,1,2,2,2,1,2,2,1,2,2,2,1,1,1,1,1,2,2,2,1,1,1,1,2,1,1,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,1,2,2,2,1,1,1,1,2
"1967",2,1,1,1,1,2,2,2,1,2,1,2,2,1,2,2,1,1,1,1,1,2,1,1,2,2,1,1,2,2,1,1,1,1,2,1,1,2,1,2,1,1,2,2,2,1,2,1,1,1,1,2,1,1,2,2,2
"1968",1,2,1,2,1,2,2,2,2,2,1,2,1,2,2,2,1,1,1,1,2,2,2,1,2,2,1,2,1,2,1,1,2,1,2,2,2,2,1,2,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2
"1969",1,1,1,2,1,1,1,1,2,2,1,1,2,1,NA,1,1,2,1,1,1,1,1,2,1,1,2,1,1,1,1,2,1,1,1,2,2,1,1,1,2,2,1,2,1,2,1,1,2,1,2,2,2,2,1,1,1
"1970",1,2,1,1,1,1,2,2,1,2,1,1,2,1,2,1,1,1,1,2,1,1,2,2,1,2,1,1,2,1,1,2,1,1,2,2,2,2,2,1,2,1,2,2,1,1,2,1,1,1,2,1,2,1,1,2,2
"1971",1,2,1,2,1,1,1,2,1,2,1,2,2,1,2,2,1,1,1,1,1,2,2,1,1,2,1,2,1,1,2,2,2,1,2,1,1,2,2,1,2,2,2,2,1,2,2,2,2,1,2,1,2,2,2,2,2
"1972",1,1,1,2,2,1,1,2,2,1,1,1,1,2,2,1,1,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,2,2,2,1,2,1,2,2,1,2,2,2,2,2,1,1,2,2,2,1,1,2,1,2
"1973",1,1,2,1,1,1,2,2,1,1,2,2,2,1,2,2,1,1,1,1,1,2,1,1,1,1,1,1,2,2,2,1,2,1,2,2,2,1,2,2,2,2,2,2,1,1,2,1,1,1,2,1,1,1,1,1,2
"1974",2,1,2,2,1,1,2,2,2,2,1,1,2,1,2,2,2,1,1,1,2,1,1,2,2,1,2,1,1,2,2,2,2,1,2,1,1,1,1,1,2,2,2,2,2,2,2,1,1,2,1,2,2,1,1,2,2
"1975",1,1,2,2,1,2,1,2,1,2,1,1,2,1,2,2,1,1,1,1,1,2,1,2,2,1,2,1,1,1,1,1,1,1,2,2,2,2,2,2,1,1,2,2,2,1,1,1,1,2,1,1,2,1,1,1,1
"1976",1,1,1,2,1,2,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,2,1,1,2,1,1,2,2,2,1,1,2,2,1,1,2,1,2,2,2,2,2,1,1,1,2,1,1,1,2,1,2
"1977",2,2,1,2,1,1,1,2,2,2,1,1,1,1,1,1,2,2,1,1,1,1,1,2,1,2,1,2,1,2,1,1,1,1,1,2,1,2,1,1,2,1,2,2,2,2,1,2,1,1,2,2,2,2,1,2,2
"1978",2,2,1,1,2,2,2,1,2,2,2,1,1,1,2,1,1,2,1,1,1,1,2,2,1,2,2,2,2,1,2,2,2,1,2,2,1,2,1,1,2,1,2,2,2,1,2,2,1,1,2,2,2,2,1,2,2
"1979",2,2,2,2,1,1,2,1,1,2,2,1,1,1,2,1,1,2,1,1,1,1,1,2,1,2,1,1,2,1,1,2,1,1,1,2,2,1,1,1,2,1,1,1,1,2,1,1,1,1,2,2,2,2,1,1,2
"1980",1,2,1,2,1,1,2,2,1,2,2,1,2,2,2,2,1,1,2,1,2,2,2,2,1,2,1,1,2,2,2,1,2,1,2,2,2,2,1,2,2,1,2,2,2,1,2,2,1,2,2,2,1,2,2,2,2
"1981",2,1,2,2,1,1,2,2,2,2,1,1,2,1,2,1,2,2,2,1,2,1,2,2,2,2,1,2,2,1,2,2,2,2,2,1,1,2,2,2,1,1,2,2,2,1,2,1,1,2,1,2,2,1,1,2,2
"1982",1,2,1,2,1,1,1,2,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,2,1,1,NA,2,1,2,1,2,2,1,2,2,1,2,2,1,1,2,1,1,1,2,1,1,1,2,1,1
"1983",1,1,1,1,1,2,1,2,1,2,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,1,2,1,2,1,2,1,2,1,2,2,1
"1984",2,2,2,2,1,2,2,2,1,2,1,1,2,1,1,1,2,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,2,1,2,2,1,2,2,1,1,1,1,2,2,1,2,1,1,1,2,2,2,1,1,2,2
"1985",2,2,1,1,1,2,1,2,1,2,1,1,1,1,1,2,2,1,1,1,1,1,2,2,2,1,NA,1,1,1,2,2,2,NA,2,2,2,2,1,2,1,1,2,2,2,2,2,1,1,2,1,NA,2,1,1,1,2
"1986",1,2,2,2,1,1,2,2,2,2,1,1,1,1,2,1,1,1,1,1,1,2,1,2,2,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,2,1,1,2,1,2,1,2
"1987",1,1,2,1,1,1,1,2,1,2,1,1,2,2,2,1,1,2,1,1,1,1,2,2,1,2,1,2,2,1,1,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,1,1,1,2,2,2,2,2,1,1
"1988",1,2,2,1,1,1,1,1,2,1,1,1,1,2,1,2,1,1,1,1,1,1,2,2,1,2,1,1,NA,1,1,2,1,1,1,1,2,2,1,1,2,1,1,1,2,2,2,1,1,1,2,2,1,1,1,1,2
"1989",2,2,1,NA,1,2,1,1,1,2,1,1,1,1,2,2,1,1,2,1,2,1,2,2,1,2,1,NA,2,1,NA,2,1,1,1,2,2,1,1,1,2,1,1,2,2,2,2,1,1,1,2,2,1,2,2,2,2
"1990",1,2,2,1,1,1,1,1,2,2,2,1,1,1,2,2,1,1,1,1,1,1,1,2,1,2,1,2,2,1,1,2,1,1,2,2,1,2,1,1,2,1,1,2,2,2,2,1,1,2,2,2,1,2,1,2,2
"1991",1,1,1,2,1,2,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,2,1,2,2,2,2,1,1,2,1,2,2,2,1,2,1,1,2,2,2,2,2,2,1,2
"1992",2,2,1,2,1,2,1,1,1,2,2,2,2,2,2,2,1,2,1,1,1,2,2,1,1,2,1,2,2,2,2,2,2,1,2,2,1,2,1,2,2,2,2,2,2,2,2,1,1,2,2,2,1,2,2,2,2
"1993",2,2,2,2,1,1,2,2,1,2,2,1,2,2,2,2,2,1,1,1,2,2,2,2,1,2,2,1,1,1,1,1,1,1,2,1,1,2,1,2,1,1,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2
"1994",1,2,2,2,1,1,1,2,1,2,1,1,2,1,1,1,2,1,2,1,1,2,1,2,2,2,1,1,1,1,1,NA,2,1,2,2,2,2,2,1,2,1,1,2,2,2,2,2,2,1,1,1,2,2,1,1,1
"1995",2,2,1,2,1,1,1,2,1,2,1,1,2,1,1,1,1,1,1,1,1,2,2,2,1,2,1,1,2,1,1,2,2,2,2,2,2,1,1,2,2,1,2,2,2,2,2,1,1,1,2,2,1,2,1,1,2
"1996",1,2,1,1,1,2,2,1,2,2,2,1,1,2,2,2,2,1,1,1,2,2,2,2,2,2,1,2,1,1,1,2,2,1,2,2,1,2,1,2,2,1,2,2,2,2,2,1,1,2,1,2,2,1,2,2,1
"1997",1,1,2,1,1,1,1,2,2,2,1,2,1,1,2,1,2,1,1,1,2,2,2,2,2,2,2,1,1,2,1,2,1,1,1,1,2,2,2,1,1,1,2,2,1,2,2,1,2,1,2,1,2,1,1,1,1
"1998",1,2,1,2,1,2,2,1,2,2,1,1,1,2,2,1,1,1,1,1,1,2,2,2,1,2,1,1,2,1,1,2,2,2,2,2,1,2,2,2,1,1,2,2,2,1,2,1,1,2,2,2,2,1,2,1,1
"1999",1,1,2,2,1,1,1,2,2,2,1,1,1,1,2,1,2,1,1,1,2,1,1,2,2,NA,1,2,2,1,1,2,1,2,1,2,2,1,1,1,2,1,2,1,2,2,1,1,2,1,1,1,1,1,2,2,1
"2000",1,1,1,2,1,1,2,2,1,2,1,1,1,1,2,1,1,2,1,2,1,1,2,2,1,2,1,2,2,1,1,2,1,2,2,2,2,2,2,1,2,1,2,2,2,1,2,1,1,1,2,2,1,2,1,2,2
"2001",1,2,2,2,1,1,2,2,2,2,1,2,2,1,2,1,1,1,1,1,1,2,1,2,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,1,1,2,2,2,1,1,2,1,2
"2002",2,2,1,2,1,1,2,2,2,2,1,1,2,2,2,2,1,2,2,1,2,1,2,2,1,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,1,1,2,2,2,2,2,2,1,1
"2003",1,2,1,1,1,2,2,2,2,2,1,2,2,1,2,2,1,1,1,1,1,2,2,1,1,2,2,1,1,1,1,2,2,1,2,2,1,2,1,2,2,1,2,2,2,2,2,1,1,2,2,2,2,1,1,2,2
"2004",2,1,2,1,1,2,1,2,1,2,1,1,2,1,2,1,1,1,1,1,2,2,2,1,2,2,2,1,1,2,1,2,1,1,2,2,2,1,2,2,2,1,1,2,2,1,2,1,2,1,2,2,2,2,2,1,1
"2005",2,1,2,2,2,2,1,1,1,2,1,2,2,1,2,2,1,1,1,1,1,1,2,2,2,2,2,1,2,1,2,2,2,2,2,1,2,1,2,1,2,1,2,2,2,2,2,1,2,2,1,2,2,1,1,1,2
"2006",1,1,2,2,2,1,1,2,2,2,2,1,1,1,2,1,1,2,2,1,1,1,2,1,1,2,1,2,1,1,2,2,1,2,2,2,1,1,2,2,1,1,1,2,1,1,1,1,2,1,2,1,2,2,1,2,2
"2007",1,2,1,1,1,1,1,2,2,2,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,2,2,1,1,1,1,2,1,1,2,2,2,2,1,2,1,2,2,2,1,2,2,1,1,2,2,2,1,1,1,1,2
"2008",1,1,1,1,1,2,2,1,2,2,1,1,1,2,2,1,1,1,1,1,2,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,2,2,1,1,2,2,2,2,2,1,2,1,1,1,1,2,1,1,2,2,2
"2009",1,1,2,2,2,1,1,2,2,2,2,1,2,2,2,2,1,2,1,2,2,1,1,1,1,2,2,1,1,1,2,2,2,1,2,1,2,1,1,2,2,1,2,1,2,1,2,2,1,2,2,1,1,2,1,2,2
"2010",1,1,2,2,1,2,1,2,1,2,1,1,1,1,2,2,1,1,1,1,2,1,2,2,1,2,1,2,2,1,1,2,2,2,2,1,2,2,1,2,2,1,2,2,2,1,2,1,1,1,2,1,1,1,1,1,2
"2011",1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,1,1,1,2,1,1,2,1,1,2,1,2,1,1,2,2,1,2,2,2,2,1,1,1,1,1,1,1,1,2,1,2
"2012",2,1,2,2,1,2,2,2,2,2,1,1,2,1,1,1,2,1,2,1,2,2,2,1,1,2,1,1,1,2,2,2,2,1,2,1,1,2,2,2,2,2,2,2,1,2,2,1,1,1,2,1,2,2,1,2,2
"2013",2,2,2,1,1,1,1,1,2,2,1,1,1,2,2,2,2,1,1,1,1,2,2,2,1,2,2,1,2,1,1,2,NA,1,2,2,2,2,1,1,2,1,2,2,2,1,2,1,1,2,2,1,2,1,2,1,2
"2014",1,2,1,1,1,2,2,2,1,2,1,1,2,1,2,2,1,1,1,1,1,1,2,2,1,2,1,2,2,1,1,2,1,2,2,2,1,2,2,1,2,1,2,2,2,2,2,1,1,1,2,2,2,1,1,2,2
"2015",1,1,1,1,2,1,1,1,1,1,2,1,1,2,2,2,1,1,1,1,1,1,2,2,1,2,1,1,2,1,1,1,2,1,2,2,2,2,1,2,2,1,2,2,2,2,2,1,1,2,2,2,1,1,2,1,1
"2016",1,1,1,1,1,2,1,1,1,2,1,1,1,1,2,2,1,1,1,2,1,NA,2,2,1,1,1,1,2,1,1,2,2,1,2,2,2,2,1,2,2,1,1,2,1,2,2,1,1,2,2,2,1,1,1,1,1
"2017",1,2,2,2,1,1,2,2,1,2,1,1,2,2,2,2,1,1,1,2,1,1,2,2,1,2,1,2,2,1,2,2,2,1,2,1,2,2,2,2,1,1,2,2,2,1,2,1,1,2,2,2,1,1,2,1,2
"2018",2,2,2,1,1,1,2,2,2,2,1,2,2,1,2,2,1,1,1,1,1,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,1,1,2,1,2,2,1,2,2,2
"2019",2,1,1,2,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,2,2,1,2,2,2,1,1,1,2,1,2,2,2,1,2,2,2,1,1,2,2,2,1,2,2,1,1,2,1,2,1,2,2,2
"2020",1,1,2,1,1,1,1,1,1,2,1,1,1,1,2,2,1,1,1,2,1,1,2,2,1,2,1,1,2,1,2,2,2,1,2,1,2,2,2,2,2,1,2,2,2,1,2,1,1,1,2,2,1,1,2,1,2
"2021",1,1,2,2,1,1,2,2,1,2,1,1,2,1,2,1,1,1,2,1,1,1,2,1,1,2,2,2,2,1,1,2,2,1,2,1,1,2,1,1,2,1,2,2,2,2,2,1,1,1,2,2,1,2,2,2,2
"2022",1,1,2,2,1,1,1,2,1,2,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,2,1,2,2,1,2,2,1,1,1,2,2,2,2,2,1,1,2,2,2,1,1,1,2,1
"2023",1,1,2,2,1,2,1,2,1,2,1,1,2,1,2,2,1,1,1,1,1,2,1,2,1,2,2,1,1,1,1,2,2,1,2,2,1,2,2,1,2,1,2,2,2,2,2,1,2,2,2,2,1,1,1,2,1
"2024",1,2,2,1,1,1,2,2,2,2,2,1,2,2,2,2,1,2,1,1,2,1,2,1,1,1,1,1,2,1,1,2,2,1,1,1,2,2,1,1,2,1,2,1,2,2,2,1,1,2,2,2,1,1,2,1,1
"2025",2,2,2,2,1,1,1,2,1,2,1,1,1,1,1,1,2,1,1,1,2,2,1,2,1,2,2,2,1,2,1,1,1,1,2,1,1,2,2,1,1,2,2,2,2,1,2,2,1,1,2,1,2,2,2,2,2
"2026",1,2,1,2,1,2,2,2,2,2,1,2,1,2,2,1,1,2,1,1,1,1,2,2,1,2,1,2,2,1,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,1,2,1,1,1,2,2,1,1,1,2,2
"2027",1,1,2,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,NA,2,1,1,2,1,1,2,1,2,1,1,1,1,1,1,1,2,1,2,1,2,2,1,1,1,1,1,1,2,2
"2028",1,2,2,1,1,1,2,2,2,2,1,1,2,2,2,2,1,1,1,1,2,1,2,1,1,2,1,1,2,1,2,1,2,1,2,2,2,1,1,2,2,1,2,2,2,2,2,1,1,2,2,2,2,1,1,1,2
"2029",1,1,1,1,1,1,1,1,1,2,2,1,1,2,2,1,1,1,1,1,1,1,2,2,1,1,1,2,2,1,1,2,1,1,2,2,2,1,1,1,2,1,2,2,2,2,1,1,1,2,2,2,2,1,1,2,1
"2030",1,1,2,1,1,2,2,2,1,2,1,1,2,1,2,1,1,1,1,2,2,2,1,2,2,1,1,1,2,1,1,2,1,1,1,2,2,2,1,2,2,1,2,1,2,1,1,1,1,1,1,1,1,1,2,2,2
"2031",1,2,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2032",1,2,1,2,1,1,2,1,1,2,1,1,1,2,2,2,2,1,1,1,1,2,2,2,1,2,1,1,1,1,1,1,2,2,1,1,2,2,1,2,1,1,2,2,1,2,2,1,1,2,2,2,2,1,1,1,2
"2033",1,2,2,1,1,1,1,2,1,1,2,1,1,2,1,2,1,2,1,1,1,1,2,2,1,1,1,2,2,1,2,2,1,1,2,2,2,2,1,2,1,1,2,2,2,2,2,1,1,2,2,2,2,1,2,1,2
"2034",1,2,1,1,1,2,2,2,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,2,1,2,1,1,2,1,2,2,2,2,2,2,1,2,1,2,1,1,2,2,2,1,2,2,1,2,2,2,2,1,1,2,2
"2035",1,1,1,1,1,1,1,2,1,2,1,1,1,2,2,2,1,2,1,1,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,2,2,2,1,2,2,1,2,2,2,1,2,2,2,2
"2036",1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,2,1,1,1,2,1,2,1,2,2,2,1,2,1,1,2,1,2,2,2,1,1,2,1,2,1,2,2,1,2,2,1,1,1,1,2,2,1,2,1,1
"2037",NA,NA,1,2,1,2,1,1,1,2,2,1,1,1,2,NA,1,1,1,1,2,2,NA,2,1,2,1,2,2,1,2,2,2,2,2,2,1,2,1,1,NA,1,2,2,1,1,2,2,1,2,2,2,2,1,1,2,2
"2038",2,2,1,2,1,NA,2,2,2,2,NA,1,1,2,2,2,1,1,1,1,2,NA,2,2,1,2,1,NA,2,1,NA,NA,2,1,2,1,2,2,1,1,2,1,2,2,1,1,2,1,1,2,2,2,NA,1,1,2,2
"2039",1,1,1,2,1,1,1,2,1,2,1,1,1,1,2,2,1,2,1,1,1,2,2,2,1,2,1,2,2,1,1,2,2,1,1,2,2,2,1,2,2,1,2,2,2,1,2,1,1,2,2,1,1,1,1,1,1
"2040",1,1,1,1,2,1,1,1,1,1,2,1,1,1,2,2,1,1,1,2,1,1,2,2,1,2,1,1,2,1,1,2,2,2,2,2,2,2,1,1,1,1,1,2,1,1,2,1,1,2,2,2,1,2,2,1,1
"2041",1,2,1,1,2,1,1,1,2,1,2,1,1,2,2,2,1,1,1,2,1,NA,2,NA,1,2,1,2,2,1,2,2,2,1,2,2,1,2,1,2,2,1,2,2,2,1,2,1,1,2,2,2,1,1,2,2,2
"2042",2,2,1,1,1,1,2,2,1,2,2,1,2,2,2,2,2,1,2,1,2,2,2,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,1,1,2,2,2,2,2,2,1,2,2,2,1,1,1,1,2
"2043",2,2,2,2,1,1,1,2,1,2,1,1,1,1,2,1,1,2,2,2,2,2,2,2,2,1,1,2,2,1,1,1,1,1,2,2,1,2,1,2,2,1,2,2,1,2,1,1,1,1,2,2,2,1,1,2,2
"2044",1,1,1,1,1,2,2,1,1,2,1,2,2,1,1,2,1,1,1,2,1,1,2,2,1,1,1,1,2,1,1,1,2,2,2,2,1,2,1,1,2,2,2,2,2,1,2,1,1,1,2,1,1,1,2,2,2
"2045",1,2,1,1,2,2,1,1,2,2,1,1,1,1,2,1,1,1,1,1,1,2,2,2,1,2,1,1,2,1,1,1,1,2,2,2,2,2,1,1,2,1,2,2,2,2,2,1,1,1,2,2,1,1,2,1,2
"2046",2,2,2,2,1,1,1,2,1,2,1,1,1,1,2,1,1,1,1,1,2,2,1,2,1,1,1,1,1,1,1,2,2,1,2,1,2,2,1,1,2,1,1,2,1,2,2,1,1,2,2,2,1,1,1,2,1
"2047",1,1,1,2,1,2,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,2,2,1,1,2,1,2,2,1,1,2,1,1,1,2,2,2,1,1,2,1,2,2,2,2,1,1,1,1,2,1,2,1,2,2,1
"2048",1,2,1,2,2,1,1,1,1,2,2,1,1,2,1,2,1,1,1,1,1,1,2,2,1,2,1,1,2,2,2,1,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,1,1,2,2,2,1,1,2,2,2
"2049",1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,1,1,1,1,1,2,1,2,1,2,1,2,2,1,1,2,1,2,2,2,1,1,1,2,1,2,2,1,1,1,1,2
"2050",1,1,1,1,1,2,1,1,1,1,2,2,1,1,2,1,1,1,1,2,1,2,2,2,1,2,1,2,2,1,1,2,2,2,2,2,2,2,1,2,1,1,2,2,2,1,2,1,1,1,2,2,1,1,2,1,1
"2051",1,1,1,2,1,2,1,2,2,2,2,1,2,2,2,2,1,1,1,1,2,1,2,2,1,2,NA,1,2,1,1,2,1,2,2,2,2,2,2,2,1,1,2,2,1,2,2,1,1,2,2,2,2,1,1,2,2
"2052",1,2,2,1,2,1,1,2,1,2,1,1,1,2,2,2,1,1,1,1,1,2,2,2,1,2,1,2,1,2,1,2,2,1,2,2,2,2,1,2,2,2,1,2,2,2,2,1,1,2,2,2,2,1,1,1,2
"2053",2,2,1,2,1,1,2,2,2,2,1,1,1,2,2,2,1,1,1,2,1,2,2,2,1,2,1,1,2,2,2,1,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,1,1,2,2,2
"2054",1,1,1,1,2,2,1,1,1,2,1,1,2,1,2,1,2,1,1,2,1,1,2,2,1,2,1,1,2,1,1,1,1,2,2,2,2,1,1,1,2,1,2,2,2,1,2,1,1,1,2,1,1,1,2,1,1
"2055",1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,2,1,1,1,1,1,1,2,2,2,2,1,1,1,2,1,2,1,2,2,1,2,2,1,2,1,2,2,2,2,1,1,1,2,1,1,2,2,1,1,1
"2056",2,1,2,2,1,1,1,2,2,2,1,1,1,1,2,2,1,1,1,1,1,1,1,2,1,2,2,1,2,1,2,2,2,1,2,2,1,2,1,1,2,1,1,2,2,2,2,1,1,2,2,1,2,1,1,2,2
"2057",1,2,2,1,1,2,1,2,2,2,1,1,2,1,2,2,1,1,1,2,2,2,2,1,2,2,1,1,1,1,2,2,2,1,2,2,1,2,1,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2
"2058",1,1,1,2,1,1,1,1,1,2,1,1,1,1,2,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,2,2,1,2,1,1,2,1,2,2,1,1,1,1,1,2,2,2,2,1,1,1,1
"2059",2,1,2,2,1,1,1,1,1,2,1,1,2,1,2,1,2,1,1,2,1,2,1,2,2,1,2,1,1,1,1,NA,1,1,1,1,1,1,2,1,2,1,2,2,1,1,1,1,2,1,1,1,2,2,1,2,2
"2060",1,1,1,2,1,1,NA,2,1,2,1,1,2,2,2,2,1,1,1,1,1,1,1,2,1,2,1,2,2,1,2,2,2,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1
"2061",1,2,1,2,1,1,2,2,1,2,1,2,2,1,2,2,1,1,1,2,1,2,2,2,1,2,1,1,2,1,2,1,2,2,2,1,1,2,2,2,2,1,2,2,2,1,2,1,1,2,2,2,2,2,2,1,2
"2062",1,2,1,2,1,1,2,2,2,2,1,1,1,1,2,2,2,1,1,1,1,1,2,1,2,1,2,1,2,1,1,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,1,1,1,2,1,2,2,1,2,1,2
"2063",1,2,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,1,1,1,2,1,2,2,2,1,2
"2064",1,1,2,2,1,1,1,2,1,2,1,1,2,1,2,1,1,2,1,1,2,1,1,2,1,2,1,1,2,1,1,2,1,1,2,2,1,1,2,1,2,1,2,2,2,2,2,1,2,1,2,1,2,2,1,2,1
"2065",1,2,1,2,1,1,2,2,2,2,1,1,1,1,2,2,1,2,1,1,2,2,2,1,1,2,1,1,2,1,1,2,2,1,2,2,1,2,1,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,1,2,2
"2066",1,1,1,2,1,1,2,1,2,2,1,1,2,1,2,1,1,1,2,1,1,1,2,1,1,2,2,1,1,1,1,2,2,1,2,2,2,2,1,2,2,2,2,2,2,1,2,1,1,2,2,2,2,2,2,2,2
"2067",1,2,2,1,1,2,2,2,2,2,1,1,2,1,2,1,1,2,2,2,1,1,1,2,2,1,1,1,2,1,2,2,1,2,1,2,2,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,2
"2068",1,2,2,2,1,2,1,2,1,2,1,1,2,1,2,1,2,1,1,1,2,2,2,1,1,2,2,1,2,2,2,2,2,2,2,1,2,1,1,1,1,2,2,2,2,1,1,1,1,2,1,1,2,1,2,1,2
"2069",1,1,1,2,1,1,1,2,1,2,1,1,1,1,2,1,1,1,1,1,2,2,2,1,1,2,1,2,2,1,1,2,1,1,2,2,2,2,2,2,2,1,2,2,2,1,2,1,1,1,2,1,1,2,1,1,1
"2070",1,1,2,1,1,1,2,2,1,2,1,1,2,1,1,2,1,1,1,1,1,1,2,1,1,1,2,1,1,1,2,2,2,1,2,2,2,2,2,1,1,1,2,2,2,1,2,1,1,1,2,1,2,2,2,1,2
"2071",1,1,2,1,1,2,1,2,1,2,1,1,1,1,1,1,2,2,1,1,1,1,1,2,1,1,2,1,1,1,2,2,2,2,2,2,1,1,1,2,2,1,2,2,2,2,1,1,2,1,2,1,2,2,2,2,2
