"","reason.4","reason.16","reason.17","reason.19","letter.7","letter.33","letter.34","letter.58","matrix.45","matrix.46","matrix.47","matrix.55","rotate.3","rotate.4","rotate.6","rotate.8"
"988",1,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA,0
"989",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"990",1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,0
"991",1,0,NA,0,0,0,1,0,0,0,0,0,0,0,0,0
"992",1,1,1,1,1,0,1,0,0,1,1,1,0,1,1,1
"993",1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0
"995",1,1,1,0,NA,1,1,1,1,0,1,1,1,0,1,1
"996",1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0
"997",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"998",1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0
"1000",0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"1001",0,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0
"1002",1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
"1003",1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
"1004",1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0
"1005",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1006",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
"1007",0,1,1,0,1,NA,1,NA,0,1,0,0,0,0,0,0
"1008",1,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"1009",1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,0
"1010",1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0
"1011",0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0
"1012",1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1
"1013",1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"1014",1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0
"1015",1,1,1,1,0,1,0,0,1,1,1,0,0,0,1,0
"1016",1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
"1017",1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1
"1018",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1019",0,1,0,1,0,NA,0,1,1,0,0,0,0,0,1,0
"1020",1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
"1021",0,1,NA,1,0,0,0,1,1,1,0,1,0,0,1,1
"1022",0,0,1,1,0,1,0,0,1,0,1,1,0,0,0,0
"1023",0,0,1,0,1,1,1,0,0,0,1,1,1,1,0,1
"1024",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"1026",1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
"1028",1,0,NA,NA,0,NA,0,0,1,NA,NA,1,NA,0,NA,1
"1029",0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
"1030",1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
"1031",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"1033",1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1
"1034",1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1
"1035",1,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0
"1036",1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,0
"1037",0,1,1,1,0,1,1,1,0,0,0,0,0,0,1,1
"1038",1,NA,1,1,1,1,0,1,0,0,1,0,1,1,1,1
"1039",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
"1040",0,1,0,1,1,0,1,0,1,1,1,0,0,0,0,0
"1042",0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,1
"1043",0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
"1044",1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"1045",1,1,1,1,0,1,0,1,1,0,1,0,0,0,1,0
"1046",0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
"1048",1,1,1,1,1,0,1,1,1,0,0,1,0,0,1,0
"1049",0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0
"1050",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1051",1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,0
"1053",0,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0
"1055",1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0
"1056",0,1,0,0,1,0,1,0,1,1,0,0,1,0,0,0
"1057",0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"1058",0,1,0,1,1,1,1,0,1,0,1,1,0,0,0,0
"1059",0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0
"1060",1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0
"1061",NA,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0
"1062",0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0
"1063",0,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0
"1064",1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0
"1065",0,1,1,0,1,0,NA,0,1,0,0,0,0,0,0,0
"1066",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"1067",1,1,1,1,0,1,1,1,1,0,1,1,0,0,1,0
"1068",NA,NA,0,0,1,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"1069",1,0,0,1,1,1,1,0,1,1,1,1,0,0,0,0
"1070",0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1
"1071",1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1
"1072",0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"1073",0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1
"1074",1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0
"1075",1,0,NA,1,1,0,1,1,0,0,0,0,0,0,0,0
"1076",1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0
"1077",0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0
"1078",1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0
"1079",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0
"1080",0,0,0,0,0,0,0,1,0,0,0,0,1,NA,0,0
"1081",1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0
"1082",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1083",1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0
"1084",1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
"1085",1,1,0,1,1,1,NA,0,1,0,1,0,0,0,0,0
"1086",0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0
"1087",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"1088",0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0
"1089",0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
"1090",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"1091",1,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0
"1092",1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
"1093",0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0
"1094",1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
"1095",1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0
"1096",0,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0
"1097",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"1098",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1099",1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0
"1100",1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0
"1102",0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0
"1103",0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0
"1105",1,1,1,1,0,1,0,1,0,1,0,1,0,0,0,0
"1106",0,1,0,1,1,1,1,0,0,1,1,0,0,0,0,0
"1107",0,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0
"1108",1,1,1,1,NA,0,0,NA,0,0,0,0,0,0,0,0
"1109",0,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0
"1110",1,1,1,0,1,1,1,0,0,0,0,1,1,0,0,0
"1111",0,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0
"1112",1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0
"1113",0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
"1115",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1116",0,0,0,1,1,0,0,0,0,1,0,1,0,1,1,0
"1117",0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1
"1118",1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1
"1121",0,0,NA,1,0,1,1,0,1,1,1,1,0,0,0,0
"1123",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"1125",1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,0
"1126",NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,0,NA,NA,NA
"1128",1,1,1,0,1,1,1,0,1,1,1,1,0,1,0,0
"1129",1,0,1,0,1,1,1,0,1,1,1,0,1,0,1,1
"1130",0,0,1,1,0,1,1,0,1,1,1,0,0,0,1,0
"1131",1,0,0,0,0,0,1,0,1,0,0,0,0,0,NA,1
"1132",NA,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0
"1133",0,0,0,0,0,0,NA,0,NA,0,0,1,0,0,NA,0
"1136",1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1
"1137",1,1,1,1,1,0,0,0,1,1,1,0,0,0,1,0
"1138",1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1
"1139",1,1,0,0,1,0,0,0,1,1,1,1,0,0,0,0
"1140",0,0,1,1,0,1,1,0,1,1,0,1,0,0,0,0
"1141",1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
"1142",1,1,1,1,0,1,1,1,0,1,1,0,0,0,0,0
"1143",1,1,1,0,1,0,0,1,1,0,0,0,0,0,1,1
"1144",1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1
"1145",0,1,0,0,1,1,1,0,1,1,1,1,0,0,0,0
"1146",1,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0
"1147",1,1,NA,1,1,1,1,1,0,0,1,1,0,0,0,0
"1148",0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
"1149",0,1,1,0,1,1,1,1,1,0,1,1,0,1,0,0
"1150",1,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0
"1152",1,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0
"1153",0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0
"1154",1,1,1,1,0,1,1,0,1,1,1,1,0,1,0,0
"1155",1,1,0,1,1,0,1,0,1,0,1,1,0,0,0,0
"1156",1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0
"1158",1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0
"1160",1,1,1,1,0,1,1,1,0,0,1,1,0,1,1,1
"1161",1,1,1,1,0,1,0,1,1,1,1,0,0,0,0,0
"1162",1,1,1,0,1,1,1,0,0,1,0,1,0,0,0,0
"1163",0,0,NA,1,1,0,1,0,1,1,0,0,0,0,0,NA
"1164",1,1,1,1,1,1,1,1,1,1,1,1,0,0,NA,0
"1165",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1166",1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"1167",1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,1
"1168",0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0
"1169",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA
"1170",0,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0
"1171",1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0
"1172",1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1
"1174",0,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1
"1176",0,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0
"1177",1,1,0,1,1,1,1,0,1,1,1,0,0,0,1,0
"1178",0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0
"1179",1,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0
"1181",1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0
"1182",1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0
"1183",1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
"1184",1,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0
"1185",0,1,1,0,0,0,0,NA,0,0,1,0,0,0,NA,0
"1186",0,1,1,1,NA,0,1,0,0,0,1,0,1,1,1,0
"1187",0,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0
"1188",1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0
"1189",0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0
"1190",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"1191",1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
"1192",0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0
"1193",0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0
"1194",0,1,1,1,1,0,1,0,0,0,1,1,0,0,0,0
"1195",1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
"1196",1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1
"1197",1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
"1198",1,1,1,1,0,0,1,1,1,1,1,0,0,0,1,0
"1199",0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,1
"1200",0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
"1203",1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
"1204",1,0,1,0,1,1,0,1,1,1,1,0,0,0,0,0
"1205",1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0
"1206",1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
"1207",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"1208",1,1,1,1,0,0,0,0,1,1,1,0,0,0,1,0
"1209",1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0
"1210",1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0
"1211",1,1,1,0,1,0,1,0,1,1,1,0,0,0,0,0
"1212",0,0,1,1,1,0,1,0,1,1,0,1,0,0,1,0
"1213",1,1,1,0,0,0,1,0,1,0,1,0,1,0,1,0
"1214",0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0
"1215",0,1,1,1,1,1,0,1,1,1,1,0,1,0,1,0
"1216",1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0
"1217",1,NA,1,1,0,0,0,0,0,0,1,0,0,0,1,0
"1218",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1219",0,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0
"1220",1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0
"1222",1,1,0,1,1,0,1,1,0,0,1,0,0,0,0,0
"1223",1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0
"1224",1,1,0,1,1,1,1,0,1,1,1,0,1,0,1,1
"1225",1,0,1,1,0,1,1,0,0,0,1,0,0,0,0,1
"1226",1,1,0,1,0,0,1,0,1,1,1,0,0,0,0,0
"1227",1,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0
"1228",1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0
"1229",1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1
"1230",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"1231",1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0
"1232",1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"1233",1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"1234",1,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0
"1235",1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1
"1237",1,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0
"1238",1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
"1239",1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0
"1240",0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
"1241",1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0
"1242",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
"1243",1,1,1,0,1,1,1,0,1,1,1,0,0,0,1,0
"1244",1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1
"1245",1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0
"1247",1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
"1248",0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0
"1249",1,NA,1,NA,1,1,1,0,0,0,0,0,0,0,0,0
"1250",1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0
"1251",1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
"1252",0,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0
"1253",1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0
"1254",1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,1
"1255",1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1
"1256",1,0,1,1,0,0,1,0,1,1,1,0,0,0,1,0
"1257",NA,NA,1,NA,1,1,1,1,NA,1,1,NA,0,0,NA,0
"1258",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"1259",0,0,0,0,0,0,1,1,0,NA,0,0,0,0,0,0
"1260",0,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0
"1262",1,1,1,0,0,1,1,NA,1,1,1,1,1,1,1,1
"1265",1,0,1,1,1,0,0,1,0,1,0,0,1,1,1,0
"1266",1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1
"1267",1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,0
"1269",1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0
"1270",0,0,0,1,1,0,0,0,0,0,0,0,NA,0,0,0
"1271",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"1272",1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
"1273",1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0
"1274",1,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0
"1275",1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,0
"1276",1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1
"1277",0,0,1,0,1,1,1,0,0,1,1,0,0,0,1,0
"1278",0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
"1279",1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0
"1282",1,1,0,1,0,1,1,0,1,0,1,0,0,0,0,NA
"1283",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1284",1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0
"1285",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1286",1,1,1,1,0,1,1,0,1,0,0,1,0,0,0,0
"1287",1,1,1,1,1,0,1,0,1,1,1,0,1,1,0,1
"1288",1,1,1,1,1,0,0,1,0,1,1,1,0,0,0,0
"1289",1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0
"1290",1,1,1,1,1,0,1,0,1,1,1,1,0,0,0,0
"1292",1,0,1,0,1,1,1,0,1,0,1,1,0,0,0,0
"1293",1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1
"1294",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
"1295",1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1
"1296",1,1,1,0,1,1,1,0,0,1,1,0,0,1,1,0
"1297",1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0
"1298",1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1
"1299",1,1,1,1,1,0,1,0,0,1,0,0,0,0,1,0
"1300",1,1,0,0,1,0,1,0,1,0,1,1,1,0,0,0
"1301",1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,0
"1302",1,0,1,1,1,1,1,0,1,1,1,1,0,0,0,0
"1303",1,1,1,1,1,1,0,0,1,1,1,NA,0,0,0,0
"1304",0,1,1,1,1,1,1,0,0,0,1,0,0,0,1,0
"1305",1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0
"1306",0,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0
"1307",1,1,1,1,0,0,0,0,1,1,1,0,1,0,0,1
"1308",1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
"1309",0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0
"1311",1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,0
"1313",1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
"1314",1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1
"1315",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"1316",1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0
"1317",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1318",0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"1319",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1320",1,1,1,1,0,1,1,0,1,0,1,0,0,0,0,0
"1321",0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
"1322",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"1323",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1325",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1326",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1327",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1328",0,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0
"1329",0,1,0,1,1,0,0,1,1,0,1,1,0,1,0,0
"1330",1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
"1331",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1332",1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0
"1333",1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1
"1335",1,1,1,1,0,0,1,0,1,1,1,0,0,1,0,0
"1336",1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
"1337",1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0
"1338",1,1,1,1,NA,0,1,NA,1,0,0,NA,0,NA,NA,NA
"1340",1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0
"1341",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"1343",1,1,1,1,NA,NA,NA,NA,0,1,1,0,0,0,0,0
"1344",1,1,1,1,1,NA,1,1,1,0,1,0,0,0,0,0
"1346",1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
"1347",1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1
"1348",0,1,1,1,0,0,0,0,0,1,1,1,0,0,1,0
"1349",1,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0
"1350",1,1,1,1,1,0,1,1,1,0,1,1,0,0,0,0
"1352",0,1,1,1,1,0,1,0,0,0,0,0,0,1,1,1
"1353",1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
"1354",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"1355",0,1,1,1,1,1,1,1,0,1,0,0,0,1,1,0
"1356",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"1357",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,0
"1358",1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0
"1359",1,0,1,0,1,0,1,0,1,1,0,0,0,0,1,0
"1360",NA,1,1,1,0,1,1,0,1,0,0,0,0,0,1,1
"1361",0,1,0,0,1,NA,1,0,1,1,1,1,0,0,0,0
"1362",0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
"1364",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"1365",1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0
"1366",1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0
"1368",0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,1
"1369",1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0
"1370",0,1,1,0,0,1,1,0,1,0,1,1,0,0,0,0
"1371",0,0,0,0,NA,1,0,0,0,0,1,0,1,1,0,0
"1372",0,1,1,0,1,0,0,0,0,0,1,0,0,NA,0,0
"1373",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
"1374",1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1
"1375",1,1,1,0,0,0,1,0,1,1,1,1,0,0,0,1
"1377",1,NA,NA,NA,NA,NA,1,0,1,1,1,NA,NA,NA,0,0
"1378",0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0
"1379",1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0
"1380",1,0,1,1,0,0,0,0,1,0,0,NA,0,0,0,0
"1381",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1382",1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0
"1383",1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0
"1384",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1385",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1386",1,1,1,1,0,1,0,0,1,1,1,0,0,0,0,0
"1387",1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,1
"1388",1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1
"1389",0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
"1390",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1391",1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0
"1392",0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0
"1394",0,NA,1,NA,NA,0,NA,NA,NA,1,0,0,1,NA,NA,NA
"1395",1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1
"1396",1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0
"1397",0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
"1398",0,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0
"1399",1,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0
"1400",1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0
"1401",1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"1402",1,0,1,1,0,0,1,0,1,1,1,0,1,0,0,0
"1403",1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
"1404",1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0
"1405",0,1,1,0,1,1,1,1,0,1,0,0,0,0,0,1
"1406",1,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0
"1407",1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,0
"1408",0,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0
"1409",1,1,1,0,0,0,0,0,1,1,1,0,0,0,1,0
"1410",0,1,NA,0,0,1,0,0,0,0,1,0,0,0,1,0
"1411",1,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0
"1412",1,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0
"1413",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1414",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1416",1,0,1,1,0,NA,0,0,0,0,0,0,0,0,0,0
"1417",1,1,1,1,0,1,1,0,1,1,1,1,0,0,1,0
