"","active","afraid","alert","angry","anxious","aroused","ashamed","astonished","at.ease","at.rest","attentive","blue","bored","calm","cheerful","clutched.up","confident","content","delighted","depressed","determined","distressed","drowsy","dull","elated","energetic","enthusiastic","excited","fearful","frustrated","full.of.pep","gloomy","grouchy","guilty","happy","hostile","idle","inactive","inspired","intense","interested","irritable","jittery","lively","lonely","nervous","placid","pleased","proud","quiescent","quiet","relaxed","sad","satisfied","scared","serene","sleepy","sluggish","sociable","sorry","still","strong","surprised","tense","tired","tranquil","unhappy","upset","vigorous","wakeful","warmhearted","wide.awake","alone","kindly","scornful","EA","TA","PA","NegAff","Extraversion","Neuroticism","Lie","Sociability","Impulsivity","MSQ_Round","ID","condition","MSQ_Time","TOD","TOD24","scale","exper"
"2320",2,0,2,0,NA,0,0,0,1,0,2,0,1,2,NA,0,1,1,2,0,1,0,1,0,0,1,1,1,0,0,2,0,0,0,1,0,NA,NA,0,2,1,0,0,2,0,0,0,0,0,1,1,2,0,2,0,1,1,1,1,0,1,2,0,0,1,NA,0,0,0,2,1,2,0,1,0,17,13,12,0,13,7,2,6,7,9,142,2,9.3,9,33,"msq","swam-2"
"2321",0,0,0,0,NA,0,0,0,1,1,0,0,2,0,NA,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,2,0,0,0,2,NA,0,0,0,0,0,0,1,0,0,5,10,0,0,10,12,4,7,2,9,144,2,9.3,9,33,"msq","swam-2"
"2322",0,0,0,0,NA,0,0,0,1,2,0,1,2,1,NA,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,1,0,0,0,NA,NA,0,0,0,1,0,0,0,0,2,0,0,0,1,1,0,0,0,2,2,3,1,0,2,0,0,0,3,NA,0,0,0,0,1,0,0,1,0,2,7,0,1,12,15,2,8,3,9,146,2,9.3,9,33,"msq","swam-2"
"2323",1,0,0,1,NA,0,0,0,0,0,1,0,3,0,NA,0,1,1,1,0,1,0,2,2,1,0,0,1,0,1,1,0,0,0,1,1,NA,NA,0,1,1,0,1,0,0,0,0,1,1,0,2,1,0,0,0,0,3,2,1,1,0,0,0,1,2,NA,0,0,0,0,2,0,0,0,1,4,16,6,2,13,12,1,6,6,9,147,2,9.3,9,33,"msq","swam-2"
"2324",0,0,0,0,NA,0,0,0,1,0,0,0,3,1,NA,0,0,0,0,0,0,1,3,1,0,0,0,0,0,1,0,0,2,0,0,1,NA,NA,0,0,0,2,0,0,0,0,1,0,0,0,2,2,0,1,0,0,3,3,2,0,1,0,0,1,3,NA,0,1,0,0,0,0,0,0,0,0,11,0,5,14,6,1,10,3,9,150,2,9.3,9,33,"msq","swam-2"
"2325",2,0,1,0,NA,1,0,1,3,2,2,1,1,2,NA,0,3,2,2,1,1,2,2,0,1,1,1,1,0,1,1,1,1,1,2,0,NA,NA,1,1,2,1,0,1,0,0,2,2,2,2,1,2,1,2,1,1,2,2,2,0,1,3,0,1,1,NA,1,1,1,1,2,2,1,1,1,13,9,16,6,16,8,3,9,5,9,152,2,9.3,9,33,"msq","swam-2"
"2326",1,0,2,0,NA,1,0,0,1,0,1,0,1,1,NA,0,2,3,2,1,2,0,0,0,1,2,2,1,0,0,1,0,0,0,1,1,NA,NA,2,2,2,1,1,1,0,1,0,3,2,0,0,0,0,3,0,1,0,1,2,0,1,2,1,1,0,NA,1,0,2,1,1,1,0,2,0,18,17,17,4,9,5,1,3,3,9,3,2,9.33,9,33,"msq","sam-2"
"2327",0,0,0,0,NA,0,0,0,0,0,0,0,2,2,NA,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,1,2,1,1,0,1,0,0,0,2,NA,0,0,0,1,0,0,0,0,0,3,10,0,0,16,8,1,8,6,9,1044,2,9.33,9,33,"msq","sam-2"
"2328",0,0,0,0,NA,0,0,0,3,3,0,0,2,3,NA,0,3,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,NA,NA,0,0,0,0,0,0,0,0,3,0,0,2,2,3,0,2,0,3,1,1,1,0,3,1,0,0,1,NA,0,0,0,0,1,0,0,0,0,6,1,1,0,17,2,4,11,5,9,7,2,9.33,9,33,"msq","sam-2"
"2329",2,0,2,0,NA,1,0,0,3,3,2,0,0,2,NA,0,2,3,2,3,2,0,1,0,2,2,2,1,0,0,1,0,0,0,3,0,NA,NA,2,0,2,0,0,1,0,0,1,3,2,1,1,2,0,3,0,2,1,1,2,0,1,2,0,0,1,NA,0,0,1,2,3,2,0,2,0,17,7,19,0,18,4,4,11,5,9,1052,2,9.33,9,33,"msq","sam-2"
"2330",1,1,0,1,NA,1,1,1,1,2,1,2,2,2,NA,2,1,1,0,2,0,1,2,3,0,0,0,0,0,2,1,3,1,3,0,1,NA,NA,0,0,0,1,0,1,2,1,0,1,1,2,3,1,2,1,0,2,2,3,0,3,2,1,0,0,2,NA,2,2,0,1,1,0,1,3,1,7,8,4,11,12,16,3,7,4,9,10,2,9.33,9,33,"msq","sam-2"
"2331",0,0,0,0,NA,0,0,0,2,2,1,1,2,2,NA,0,2,2,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,2,0,NA,NA,0,0,0,1,1,0,0,0,2,2,2,2,2,2,0,2,0,2,3,3,1,0,2,0,0,0,3,NA,0,0,0,1,2,0,0,2,0,1,6,3,2,18,7,2,10,6,9,1065,2,9.33,9,33,"msq","sam-2"
"2332",0,0,0,2,NA,0,0,0,0,0,0,0,3,0,NA,0,0,0,0,0,0,0,2,1,0,0,0,0,0,2,0,0,2,0,0,0,NA,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,1,0,0,0,0,2,3,0,0,0,0,0,0,3,NA,1,0,0,0,0,0,0,0,0,2,15,0,NA,13,7,2,7,5,9,13,2,9.33,9,33,"msq","sam-2"
"2333",0,0,0,0,NA,0,0,0,1,3,0,0,2,3,NA,0,2,1,1,0,0,0,3,1,0,0,0,0,0,0,0,1,2,0,0,0,NA,NA,0,0,0,0,0,0,0,0,1,0,1,1,2,3,0,1,0,1,3,2,1,0,3,1,0,0,3,NA,0,0,0,0,1,0,0,1,0,0,3,2,0,11,4,2,4,5,9,1077,2,9.33,9,33,"msq","sam-2"
"2334",0,0,0,1,NA,0,0,0,1,0,0,1,2,1,NA,0,1,1,0,0,0,1,2,1,0,0,0,0,0,1,0,1,2,0,0,2,NA,NA,0,0,0,2,0,0,0,0,1,0,0,1,2,1,0,1,0,0,1,1,0,0,1,1,0,0,1,NA,1,0,0,1,0,0,1,1,0,6,10,1,5,18,12,1,11,6,9,21,2,9.33,9,33,"msq","sam-2"
"2335",1,0,1,0,NA,0,0,0,2,1,1,1,2,2,NA,1,2,1,0,0,1,0,2,2,0,1,1,0,0,0,1,1,2,0,1,1,NA,NA,1,1,1,1,0,1,0,0,2,0,1,2,2,2,0,1,0,1,2,2,1,0,2,1,0,0,2,NA,0,0,1,2,1,0,0,1,0,10,8,9,2,15,10,0,9,4,9,1084,2,9.33,9,33,"msq","sam-2"
"2336",0,0,0,0,NA,0,0,0,1,1,0,0,2,1,NA,0,1,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,1,0,NA,NA,0,0,0,0,0,0,1,0,1,1,0,1,2,1,0,1,0,1,3,1,0,1,1,0,0,0,3,NA,0,0,NA,0,0,0,1,0,0,NA,9,0,1,18,12,1,11,5,9,23,2,9.33,9,33,"msq","sam-2"
"2337",0,0,0,1,NA,0,0,0,3,3,0,0,1,3,NA,0,1,2,0,0,1,1,3,0,0,0,0,0,0,0,0,1,2,0,1,0,NA,NA,0,0,1,1,0,0,0,0,3,1,1,1,1,3,0,1,0,3,3,3,1,0,2,1,0,0,3,NA,1,1,0,0,2,0,0,2,0,0,3,4,3,15,14,1,10,3,9,1184,2,9.33,9,33,"msq","sam-2"
"2338",1,0,1,0,NA,0,0,0,1,1,1,0,1,2,NA,0,1,1,0,0,1,0,0,0,0,1,1,1,0,0,2,0,0,0,1,0,NA,NA,0,0,1,0,0,1,0,0,2,0,1,0,3,2,0,1,0,2,0,0,1,0,1,1,0,1,0,NA,0,0,0,1,1,1,0,1,0,16,7,9,0,11,15,2,6,4,9,37,2,9.33,9,33,"msq","sam-2"
"2339",1,0,1,0,NA,1,0,2,2,2,1,1,2,2,NA,1,2,2,1,0,1,1,2,2,1,1,1,1,1,0,1,1,1,0,2,1,NA,NA,1,1,2,1,2,1,1,1,2,2,1,2,2,2,0,1,0,2,2,2,1,0,2,1,2,1,2,NA,0,0,1,1,2,1,1,2,0,10,11,11,6,16,15,2,10,5,9,1214,2,9.33,9,33,"msq","sam-2"
"2340",0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,NA,0,0,0,0,0,0,0,0,0,4,15,0,0,13,5,5,6,5,9,49,2,9.33,9,33,"msq","sam-2"
"2341",0,0,0,0,NA,0,0,0,2,1,1,0,2,2,NA,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,0,1,0,0,0,0,0,0,1,0,1,0,1,2,0,1,0,1,1,1,1,0,2,1,0,0,1,NA,0,0,0,2,1,1,0,0,0,9,9,3,0,16,8,0,9,5,9,51,2,9.33,9,33,"msq","sam-2"
"2342",0,0,0,0,NA,NA,0,0,0,0,0,0,3,0,NA,0,0,0,1,0,1,0,3,1,0,0,0,1,0,2,0,0,0,0,0,0,NA,NA,0,0,2,1,0,NA,0,0,0,0,0,0,3,1,0,1,0,0,3,1,3,0,1,0,0,0,3,NA,0,0,0,0,1,0,0,0,0,NA,11,4,1,14,10,3,12,2,9,62,2,9.33,9,33,"msq","sam-2"
"2343",0,0,0,0,NA,0,0,0,2,0,0,0,2,2,NA,0,2,1,0,0,0,0,3,1,1,0,1,0,0,0,0,0,0,1,1,0,NA,NA,0,0,0,0,0,0,0,0,2,1,1,0,1,3,0,2,0,2,3,2,0,0,2,0,0,0,3,NA,0,0,0,0,3,0,0,1,0,0,8,2,1,13,6,2,8,3,9,63,2,9.33,9,33,"msq","sam-2"
"2344",1,0,0,0,NA,0,0,0,3,3,1,0,2,3,NA,0,1,3,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,NA,NA,0,0,1,1,0,1,1,0,2,1,1,1,2,2,0,1,0,3,1,2,2,0,3,1,0,0,2,NA,0,0,0,1,2,1,2,2,0,9,2,6,2,17,11,1,11,5,9,74,2,9.33,9,33,"msq","sam-2"
"2345",0,0,0,1,NA,0,0,0,0,0,0,2,2,0,NA,0,0,0,0,1,0,0,2,2,0,0,0,0,0,2,0,2,2,0,0,1,NA,NA,0,1,0,1,0,0,1,0,1,0,0,0,1,0,2,0,0,0,3,3,0,2,1,0,0,0,3,NA,2,2,0,0,0,0,1,0,0,1,13,0,4,9,11,0,6,1,9,80,2,9.33,9,33,"msq","sam-2"
"2346",1,0,0,0,NA,1,0,0,2,1,1,1,2,2,NA,0,2,2,1,1,1,0,3,2,1,1,1,1,0,1,1,2,1,0,2,0,NA,NA,1,1,1,1,0,1,0,1,2,1,2,1,2,2,0,2,0,2,3,3,2,0,2,2,0,1,3,NA,0,0,1,1,2,0,0,1,1,6,8,11,2,15,15,1,9,6,9,91,2,9.33,9,33,"msq","sam-2"
"2347",0,0,0,0,NA,0,0,0,3,3,1,1,2,3,NA,0,1,2,1,0,1,0,2,2,0,0,0,0,1,NA,0,0,0,0,1,0,NA,NA,2,0,0,1,1,0,1,0,3,1,1,2,3,2,0,1,1,NA,1,2,0,1,3,1,0,0,2,NA,0,0,0,1,1,0,1,1,0,5,2,6,3,6,8,1,1,2,9,93,2,9.33,9,33,"msq","sam-2"
"2348",0,0,1,0,NA,0,0,0,1,0,1,0,1,1,NA,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,NA,NA,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1,NA,1,0,0,0,1,1,0,0,0,9,12,4,0,20,17,3,10,8,9,95,2,9.33,9,33,"msq","sam-2"
"2349",1,0,1,0,NA,1,0,0,1,1,1,0,1,2,NA,0,2,2,1,0,1,0,1,0,0,1,2,0,0,0,1,0,0,0,3,0,NA,NA,1,1,1,0,0,1,0,0,1,1,2,0,0,1,0,2,0,1,1,0,2,0,0,1,0,0,1,NA,0,0,1,1,2,1,0,1,0,13,12,11,0,11,11,3,6,3,9,96,2,9.33,9,33,"msq","sam-2"
"2350",0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,1,2,0,0,0,0,0,1,NA,0,0,0,0,0,0,0,0,0,6,14,4,0,6,15,2,1,3,9,97,2,9.33,9,33,"msq","sam-2"
"2351",0,0,1,0,NA,0,0,0,1,1,1,1,2,2,NA,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,2,1,2,0,0,1,0,0,0,1,NA,1,0,0,0,0,0,0,1,0,6,8,2,0,3,18,1,2,1,9,110,2,9.33,9,33,"msq","sam-2"
"2352",0,0,0,0,NA,0,0,0,1,0,0,0,0,1,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,9,12,0,0,12,6,0,6,3,9,111,2,9.33,9,33,"msq","sam-2"
"2353",0,0,1,0,NA,0,0,0,3,3,1,0,3,3,NA,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,0,0,1,0,0,0,0,0,1,0,0,3,3,2,0,1,0,3,1,1,2,0,3,0,0,0,2,NA,0,0,0,2,2,0,0,2,0,8,2,3,0,18,13,1,10,6,9,113,2,9.33,9,33,"msq","sam-2"
"2354",1,0,1,0,NA,0,0,0,1,0,1,0,1,1,NA,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,NA,NA,0,0,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,0,0,1,NA,0,0,1,1,1,0,0,0,0,10,14,6,2,15,5,2,12,3,9,114,2,9.33,9,33,"msq","sam-2"
"2355",2,0,2,0,NA,2,0,0,2,2,2,0,0,2,NA,0,2,2,2,0,3,1,0,0,2,2,2,2,0,0,2,0,0,0,2,0,NA,NA,1,0,2,0,0,2,0,0,2,2,2,0,1,2,0,2,0,2,0,0,2,0,1,2,0,1,1,NA,0,0,2,3,2,2,0,2,0,23,8,20,1,13,5,6,7,4,9,123,2,9.33,9,33,"msq","sam-2"
"2356",0,0,0,0,NA,0,0,0,2,1,0,0,1,1,NA,0,0,2,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,NA,NA,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,1,2,2,1,0,2,0,0,0,2,NA,0,0,0,0,1,0,0,1,0,3,9,1,0,16,15,5,9,6,9,124,2,9.33,9,33,"msq","sam-2"
"2357",0,0,0,0,NA,0,0,0,0,0,0,0,3,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,NA,0,0,0,0,0,0,0,0,0,6,15,1,0,12,14,1,7,5,9,125,2,9.33,9,33,"msq","sam-2"
"2358",0,0,0,0,NA,0,0,0,1,0,0,1,2,1,NA,0,1,1,0,1,0,1,2,0,0,0,1,0,0,0,0,1,1,0,1,0,NA,NA,0,2,0,1,0,0,0,0,1,0,1,0,1,1,1,1,1,1,3,3,0,0,1,0,0,0,2,NA,0,0,0,1,2,0,0,2,0,3,13,2,3,14,15,1,8,4,9,129,2,9.33,9,33,"msq","sam-2"
"2359",0,0,1,0,NA,0,0,0,NA,2,1,0,1,2,NA,0,2,2,1,0,1,0,1,0,1,1,1,1,NA,0,0,0,0,0,1,0,NA,NA,1,0,1,0,0,1,0,0,2,2,1,0,2,2,0,2,0,2,1,1,2,0,2,1,0,0,1,NA,0,0,1,1,2,0,0,1,0,10,NA,9,0,17,4,4,9,6,9,130,2,9.33,9,33,"msq","sam-2"
"2360",NA,0,NA,0,NA,0,0,0,3,1,3,0,0,2,NA,1,3,3,1,0,2,0,NA,0,0,2,1,1,0,0,1,0,0,0,3,0,NA,NA,1,1,3,0,0,1,0,0,1,1,1,0,0,2,NA,2,0,1,0,0,2,0,0,1,0,0,0,NA,0,0,2,3,1,3,0,1,0,NA,13,NA,0,14,13,0,10,4,9,135,2,9.33,9,33,"msq","sam-2"
"2361",0,0,1,0,NA,0,0,0,2,2,1,0,0,2,NA,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,NA,NA,0,0,1,0,0,0,0,0,0,1,0,0,1,2,0,2,0,1,1,0,1,0,0,0,0,0,0,NA,0,0,0,1,2,0,0,0,0,9,10,5,0,11,9,2,9,2,9,137,2,9.33,9,33,"msq","sam-2"
"2362",2,0,2,0,NA,1,0,0,3,3,2,0,0,3,NA,0,2,2,1,0,2,0,0,0,0,2,1,2,0,0,2,0,0,0,2,0,NA,NA,1,0,2,0,0,2,0,0,2,2,1,0,1,2,0,2,0,1,0,0,2,0,1,0,0,0,0,NA,0,0,1,2,2,2,0,2,0,22,5,15,0,13,13,2,6,6,9,139,2,9.33,9,33,"msq","sam-2"
"2363",2,0,0,0,NA,2,0,0,2,1,0,0,1,1,NA,0,1,1,3,0,0,0,1,0,2,2,2,2,0,0,2,0,0,0,3,0,NA,NA,1,0,2,0,0,2,0,0,2,2,2,1,0,2,0,2,0,1,2,0,3,0,1,0,0,0,2,NA,0,0,0,2,3,0,0,3,0,14,10,11,0,18,15,1,9,7,9,144,2,9.33,9,33,"msq","sam-2"
"2364",1,0,1,0,NA,2,0,0,2,1,1,0,2,2,NA,0,2,2,1,0,1,0,2,2,1,1,1,1,0,0,1,0,0,1,2,0,NA,NA,1,1,1,0,1,1,1,1,2,2,1,1,3,2,0,2,0,2,3,2,2,1,2,1,0,1,3,NA,0,0,1,1,2,0,2,2,0,7,8,10,3,16,4,0,11,3,9,149,2,9.33,9,33,"msq","sam-2"
"2365",0,0,1,0,NA,1,0,0,3,1,1,0,2,2,NA,0,1,2,2,0,0,0,1,1,0,1,1,1,0,0,1,0,0,0,1,0,NA,NA,0,0,1,0,0,1,0,0,2,1,0,1,1,3,0,1,0,2,1,1,2,0,3,1,0,0,1,NA,0,0,1,1,3,1,0,2,0,12,6,6,0,6,9,3,4,2,9,155,2,9.33,9,33,"msq","sam-2"
"2366",1,0,1,0,NA,1,0,0,1,1,2,0,1,2,NA,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,NA,NA,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,1,0,1,1,1,1,0,1,0,0,0,1,NA,0,0,0,1,1,0,0,0,0,9,9,6,0,13,5,2,6,5,9,169,2,9.33,9,33,"msq","sam-2"
"2367",0,0,1,0,NA,0,0,0,1,2,1,0,1,1,NA,0,1,2,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,1,0,0,0,1,0,1,1,0,0,1,2,0,1,0,1,1,1,1,0,1,0,0,0,1,NA,0,0,0,1,1,1,1,1,0,8,9,3,0,13,10,1,5,6,9,175,2,9.33,9,33,"msq","sam-2"
"2368",0,0,1,0,NA,0,0,0,1,1,1,0,1,2,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,1,0,1,0,0,0,0,NA,0,0,0,1,0,0,0,0,0,10,9,3,0,17,14,2,9,6,9,189,2,9.33,9,33,"msq","sam-2"
"2369",0,0,0,0,NA,0,0,0,1,0,1,0,0,1,NA,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0,1,0,0,0,1,NA,0,0,0,1,1,0,1,0,0,7,11,1,0,18,11,4,12,4,9,190,2,9.33,9,33,"msq","sam-2"
"2370",0,0,1,0,NA,0,0,0,2,1,0,0,2,3,NA,0,2,1,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,1,0,0,0,2,2,0,0,0,2,2,2,0,0,0,NA,0,0,2,NA,0,0,0,1,0,1,0,0,0,4,8,NA,0,15,14,0,10,4,9,193,2,9.33,9,33,"msq","sam-2"
"2371",0,0,1,0,NA,0,0,0,2,2,0,0,2,2,NA,0,2,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,NA,NA,0,0,1,1,0,0,0,0,2,0,NA,1,1,3,2,1,0,3,1,2,2,0,2,2,0,0,3,NA,0,0,0,2,1,0,0,1,0,6,6,NA,1,16,8,2,8,6,9,194,2,9.33,9,33,"msq","sam-2"
"2372",0,0,0,0,NA,0,0,0,3,3,0,0,1,3,NA,0,2,2,0,0,0,0,3,1,0,0,1,0,0,0,1,0,0,0,2,0,NA,NA,0,0,1,0,0,0,0,0,2,1,0,1,3,3,0,3,0,2,3,3,1,0,3,1,0,0,3,NA,0,0,0,1,3,0,0,2,0,2,1,3,0,18,7,0,11,6,9,203,2,9.33,9,33,"msq","sam-2"
"2373",2,0,1,0,NA,0,0,0,2,1,1,0,3,2,NA,0,3,3,3,0,1,0,1,0,2,0,1,0,0,0,1,0,0,0,3,0,NA,NA,0,0,0,0,0,2,0,0,1,2,2,0,1,3,0,3,0,2,1,1,3,0,2,2,0,0,1,NA,0,0,0,1,3,1,0,2,0,13,8,10,0,13,0,3,9,3,9,204,2,9.33,9,33,"msq","sam-2"
"2374",1,0,0,0,NA,0,0,0,2,2,0,0,1,2,NA,0,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,0,0,1,0,0,1,0,0,2,0,0,2,2,2,0,2,0,2,1,1,1,0,2,0,0,0,1,NA,0,0,0,1,1,0,0,1,0,9,5,2,0,14,3,1,8,3,9,207,2,9.33,9,33,"msq","sam-2"
"2375",1,0,1,0,NA,0,0,0,1,0,1,0,2,1,NA,0,1,0,0,1,2,2,2,2,0,0,1,0,0,1,1,1,2,0,0,0,NA,NA,1,1,1,2,0,0,1,2,1,0,1,0,1,2,0,2,2,0,2,1,1,0,0,2,0,2,2,NA,0,0,0,1,1,0,1,1,0,6,15,11,8,10,16,0,5,5,9,211,2,9.33,9,33,"msq","sam-2"
"2376",0,0,0,0,NA,0,0,0,3,1,1,0,2,3,NA,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,1,2,1,1,0,1,0,0,0,2,NA,0,0,0,1,1,0,0,0,0,5,9,1,0,13,3,1,10,3,9,213,2,9.33,9,33,"msq","sam-2"
"2377",0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,1,0,0,0,NA,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,2,0,0,0,0,0,0,2,NA,0,0,0,0,0,0,0,0,0,3,15,0,1,17,9,1,8,7,9,225,2,9.33,9,33,"msq","sam-2"
"2378",1,0,2,1,NA,0,0,0,0,1,1,1,1,2,NA,0,1,0,0,1,2,1,0,0,0,1,0,0,0,1,0,0,1,1,0,1,NA,NA,0,0,1,0,0,0,1,1,2,0,1,1,2,0,1,1,0,2,1,1,1,0,1,0,0,1,1,NA,1,1,0,2,1,1,1,0,1,12,8,8,5,6,16,3,2,3,9,228,2,9.33,9,33,"msq","sam-2"
"2379",0,0,1,0,NA,0,1,0,2,1,1,1,1,3,NA,0,1,2,1,1,1,1,1,1,0,0,0,1,0,1,0,1,1,0,1,1,NA,NA,1,0,1,1,0,0,1,1,2,1,1,0,1,2,0,1,0,0,2,3,2,0,2,0,0,0,2,NA,0,0,0,1,1,0,1,1,0,5,6,7,5,13,10,1,9,2,9,230,2,9.33,9,33,"msq","sam-2"
"2380",0,0,0,0,NA,0,0,0,2,2,0,0,0,3,NA,0,2,2,1,0,1,0,2,1,0,0,1,1,0,0,0,0,0,0,2,0,NA,NA,0,0,2,0,0,0,0,0,2,2,2,0,2,2,0,1,0,2,2,2,2,0,2,1,0,0,2,NA,0,0,0,1,3,0,0,2,0,4,4,8,0,14,5,0,7,5,9,235,2,9.33,9,33,"msq","sam-2"
"2381",0,1,0,1,NA,0,1,0,0,0,0,1,1,0,NA,2,0,0,0,1,0,1,3,2,0,0,0,0,1,0,0,1,2,1,0,1,NA,NA,0,0,0,1,1,0,1,1,0,0,0,1,1,0,1,0,1,0,3,2,0,0,1,0,0,1,3,NA,1,2,0,0,0,0,2,0,1,0,18,0,11,16,2,3,9,5,9,239,2,9.33,9,33,"msq","sam-2"
"2382",0,0,1,0,NA,0,0,0,1,1,0,0,1,1,NA,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,NA,NA,0,0,0,0,0,0,0,1,0,0,2,0,1,1,0,2,0,0,1,1,1,0,0,2,0,0,1,NA,0,0,0,1,0,0,1,0,0,7,12,5,1,10,14,2,7,1,9,246,2,9.33,9,33,"msq","sam-2"
"2383",0,0,0,0,NA,0,0,0,0,0,0,0,2,0,NA,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,NA,0,0,0,0,0,0,0,2,0,0,15,0,0,16,2,3,10,6,9,250,2,9.33,9,33,"msq","sam-2"
"2384",1,0,1,1,NA,1,0,0,0,0,1,1,2,1,NA,0,1,1,0,1,1,1,1,0,1,1,0,0,0,1,1,1,1,0,1,0,NA,NA,0,2,0,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,NA,1,1,0,1,2,1,1,0,0,12,15,6,5,10,17,4,6,3,9,251,2,9.33,9,33,"msq","sam-2"
"2385",0,0,1,0,NA,0,0,0,1,1,1,0,2,2,NA,0,2,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,0,0,1,0,0,0,0,0,2,1,1,0,1,1,0,1,0,2,3,2,1,0,1,1,0,0,3,NA,0,0,0,0,2,0,0,1,0,0,8,5,0,9,2,3,5,4,9,262,2,9.33,9,33,"msq","sam-2"
"2386",0,0,0,0,NA,0,0,0,1,1,0,0,2,1,NA,0,1,1,0,0,0,0,3,1,0,0,0,0,0,1,0,1,1,0,1,1,NA,NA,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,1,0,1,3,3,0,0,2,0,0,0,3,NA,0,0,0,0,0,0,0,0,0,0,9,0,2,12,14,1,7,3,9,264,2,9.33,9,33,"msq","sam-2"
