"","ipip","wage1992","prtyid","ideol","gender"
"1467",2,0.65021002292633,3,3,1
"1468",NA,NA,6,NA,1
"1469",3,0.315829992294312,1,2,0
"1470",4,0.315829992294312,2,NA,0
"1471",NA,0.385200023651123,1,NA,0
"1472",NA,1.10091006755829,2,4,0
"1473",NA,1.10091006755829,3,2,0
"1474",5,0.511519968509674,2,NA,0
"1475",4,0.592509984970093,1,4,0
"1476",3,0.343410015106201,NA,NA,1
"1477",3,0.461620002985001,4,NA,1
"1478",3,0.390350013971329,5,4,0
"1479",5,0.698559999465942,5,2,0
"1480",4,0.265219986438751,6,NA,0
"1481",4,0.461620002985001,6,NA,0
"1482",4,0.408399999141693,6,6,0
"1483",5,NA,2,5,1
"1484",NA,NA,2,NA,1
"1485",3,0.614226460456848,5,5,0
"1486",4,0.65021002292633,2,2,0
"1487",5,0.267989993095398,5,7,1
"1488",3,0.315829992294312,5,4,1
"1489",NA,0.267989993095398,2,4,1
"1490",3,0.785520017147064,6,4,0
"1491",4,NA,4,3,1
"1492",3,0.701979994773865,1,6,0
"1493",4,0.267989993095398,6,NA,1
"1494",5,0.511519968509674,6,6,0
"1495",5,0.609759986400604,3,5,1
"1496",4,0.65021002292633,7,6,1
"1497",3,0.785520017147064,5,6,0
"1498",NA,0.320780009031296,3,NA,1
"1499",NA,NA,1,7,1
"1500",3,0.407070010900497,1,NA,1
"1501",5,NA,3,2,1
"1502",NA,0.8400399684906,NA,NA,0
"1503",3,1.10091006755829,2,4,0
"1504",4,0.673849999904633,6,NA,1
"1505",1,0.343410015106201,4,NA,1
"1506",5,0.394959986209869,5,6,1
"1507",3,0.614226460456848,7,6,0
"1508",5,0.614226460456848,7,7,0
"1509",4,0.408399999141693,3,NA,0
"1510",5,0.407070010900497,7,6,1
"1511",4,0.785520017147064,1,4,1
"1512",3,0.785520017147064,1,6,0
"1513",3,0.701979994773865,4,4,0
"1514",3,0.343410015106201,3,3,0
"1515",3,0.335929989814758,5,3,0
"1516",4,0.8400399684906,7,5,1
"1517",5,NA,2,3,0
"1518",5,0.903599977493286,6,5,0
"1519",3,0.8400399684906,4,NA,0
"1520",3,0.592509984970093,1,NA,1
"1521",NA,0.785520017147064,1,3,0
"1522",5,0.785520017147064,7,5,0
"1523",4,0.62365996837616,6,5,0
"1524",3,0.315829992294312,5,4,1
"1525",3,0.381099998950958,5,NA,0
"1526",3,0.468820005655289,6,6,0
"1527",5,0.614226460456848,1,1,1
"1528",5,0.609759986400604,2,4,1
"1529",4,0.65021002292633,2,3,0
"1530",3,0.315829992294312,1,NA,1
"1531",3,0.401980012655258,1,7,0
"1532",4,0.414970010519028,6,4,0
"1533",4,0.400240004062653,6,3,1
"1534",3,0.343410015106201,4,NA,1
"1535",4,0.511519968509674,3,4,0
"1536",4,NA,1,4,1
"1537",3,0.394959986209869,6,4,1
"1538",4,NA,NA,NA,1
"1539",3,0.511519968509674,3,6,0
"1540",5,0.367390006780624,1,5,0
"1541",3,NA,2,NA,1
"1542",5,0.414970010519028,1,NA,0
"1543",5,0.401980012655258,2,4,1
"1544",3,0.65021002292633,3,3,1
"1545",4,0.364969998598099,3,3,1
"1546",3,NA,5,5,0
"1547",3,0.446730017662048,7,6,1
"1548",3,0.464700013399124,5,4,1
"1549",3,0.518409967422485,1,2,0
"1550",3,0.394959986209869,7,6,1
"1551",5,0.367390006780624,2,5,0
"1552",5,0.688880026340485,2,NA,1
"1553",3,0.592509984970093,6,NA,0
"1554",2,0.267989993095398,1,NA,1
"1555",4,0.265219986438751,7,5,1
"1556",NA,0.367390006780624,NA,NA,0
"1557",5,NA,4,NA,1
"1558",5,0.673849999904633,4,5,1
"1559",5,0.401980012655258,5,NA,1
"1560",3,0.385200023651123,7,2,0
"1561",3,0.777340054512024,2,2,0
"1562",4,0.401980012655258,5,NA,1
"1563",4,0.407070010900497,3,4,1
"1564",4,1.10091006755829,5,3,1
"1565",3,0.785520017147064,6,NA,1
"1566",5,0.381099998950958,6,NA,1
"1567",3,0.407070010900497,6,6,1
"1568",3,0.673849999904633,3,4,1
"1569",NA,0.600469946861267,1,3,1
"1570",5,0.427269995212555,2,NA,1
"1571",3,0.364969998598099,3,4,0
"1572",3,0.518409967422485,1,3,0
"1573",NA,0.267989993095398,3,4,0
"1574",3,0.614226460456848,2,4,1
"1575",2,0.518409967422485,4,4,0
"1576",NA,0.785520017147064,7,7,0
"1577",3,0.600469946861267,2,3,0
"1578",5,1.10091006755829,6,6,0
"1579",NA,0.320780009031296,4,3,1
"1580",3,NA,4,4,1
"1581",3,0.315829992294312,1,3,0
"1582",NA,0.267989993095398,1,3,1
"1583",3,0.701979994773865,6,4,0
"1584",3,0.414970010519028,5,2,0
"1585",NA,0.785520017147064,7,6,0
"1586",3,0.267989993095398,1,4,1
"1587",4,0.511519968509674,2,5,1
"1588",3,0.511519968509674,2,6,0
"1589",5,NA,3,NA,1
"1590",4,0.312420010566711,2,6,1
"1591",5,0.261489987373352,2,2,0
"1592",4,0.390350013971329,7,4,0
"1593",4,0.487359970808029,3,NA,0
"1594",4,0.312420010566711,2,6,1
"1595",NA,0.600469946861267,2,5,0
"1596",2,0.267989993095398,2,6,1
"1597",NA,0.309140026569366,1,NA,0
"1598",1,0.261489987373352,1,3,1
"1599",3,0.62365996837616,6,4,0
"1600",3,0.592509984970093,7,5,0
"1601",4,NA,5,5,1
"1602",NA,0.592509984970093,2,NA,0
"1603",5,0.785520017147064,2,NA,0
"1604",3,0.532429993152618,5,5,0
"1605",NA,0.265219986438751,7,4,0
"1606",3,NA,5,5,0
"1607",5,0.701979994773865,7,6,0
"1608",3,0.673849999904633,1,3,1
"1609",3,0.315829992294312,7,3,1
"1610",5,0.673849999904633,6,4,1
"1611",4,0.477019995450974,2,NA,0
"1612",4,0.364969998598099,6,5,1
"1613",5,0.673849999904633,2,2,0
"1614",NA,0.267989993095398,NA,NA,1
"1615",NA,NA,2,5,1
"1616",4,NA,2,6,1
"1617",3,0.592509984970093,1,2,0
"1618",5,NA,7,6,1
"1619",3,0.189989998936653,1,4,1
"1620",NA,0.592509984970093,7,6,0
"1621",3,0.427269995212555,4,NA,0
"1622",4,NA,3,NA,1
"1623",4,0.785520017147064,5,5,0
"1624",5,0.62365996837616,1,5,0
"1625",2,0.673849999904633,2,3,0
"1626",3,1.13774001598358,5,3,0
"1627",3,0.600469946861267,4,3,1
"1628",3,0.267989993095398,1,NA,0
"1629",3,0.394959986209869,4,NA,1
"1630",4,0.62365996837616,7,6,0
"1631",3,0.385200023651123,1,NA,0
"1632",NA,0.394959986209869,2,3,1
"1633",4,0.335929989814758,7,4,0
"1634",4,0.364969998598099,1,4,0
"1635",3,0.36285999417305,4,3,1
"1636",3,0.903599977493286,1,2,0
"1637",3,0.600469946861267,7,4,1
"1638",4,0.487359970808029,6,5,0
"1639",3,0.343410015106201,7,6,0
"1640",5,0.464899986982346,1,NA,0
"1641",5,0.487359970808029,3,4,0
"1642",3,0.614226460456848,7,4,0
"1643",3,0.785520017147064,6,7,1
"1644",5,NA,4,4,1
"1645",NA,1.13774001598358,1,2,1
"1646",3,0.408399999141693,1,4,0
"1647",4,0.407070010900497,5,4,1
"1648",3,0.614226460456848,6,5,0
"1649",3,0.609759986400604,6,4,1
"1650",4,NA,5,4,1
"1651",5,0.688880026340485,2,NA,1
"1652",3,0.520840048789978,2,4,0
"1653",3,0.673849999904633,1,2,0
"1654",5,0.609759986400604,5,NA,1
"1655",4,0.267989993095398,5,4,1
"1656",NA,NA,7,5,1
"1657",3,0.267989993095398,4,3,0
"1658",NA,0.614226460456848,6,5,0
"1659",NA,0.261489987373352,1,4,1
"1660",3,0.673849999904633,4,7,1
"1661",3,0.394959986209869,2,4,1
"1662",2,0.394959986209869,6,6,0
"1663",3,0.777340054512024,2,3,0
"1664",4,0.600469946861267,2,5,1
"1665",3,0.461620002985001,5,6,0
"1666",3,0.189989998936653,6,NA,1
"1667",3,0.267989993095398,2,4,0
"1668",3,0.343410015106201,3,NA,1
"1669",5,0.65021002292633,5,5,0
"1670",4,0.394959986209869,7,4,1
"1671",2,0.903599977493286,3,4,1
"1672",2,NA,1,1,1
"1673",5,NA,2,4,0
"1674",4,0.407070010900497,6,3,1
"1675",3,0.511519968509674,6,4,0
"1676",3,NA,3,NA,1
"1677",4,0.343410015106201,6,4,1
"1678",4,0.75151002407074,4,6,0
"1679",5,0.600469946861267,6,5,1
"1680",4,0.65021002292633,7,NA,0
"1681",4,0.414970010519028,4,5,0
"1682",1,NA,3,NA,1
"1683",2,NA,NA,NA,1
"1684",4,NA,NA,NA,1
"1685",NA,0.189989998936653,4,NA,1
"1686",4,NA,4,NA,1
"1687",4,0.592509984970093,1,4,0
"1688",3,0.390350013971329,1,NA,0
"1689",5,0.315829992294312,4,NA,1
"1690",3,0.487359970808029,6,6,0
"1691",3,0.785520017147064,1,NA,1
"1692",4,0.312420010566711,1,NA,1
"1693",4,0.343410015106201,3,5,1
"1694",3,NA,4,3,1
"1695",4,0.673849999904633,2,4,1
"1696",1,0.688880026340485,4,4,1
"1697",2,0.65021002292633,1,1,0
"1698",3,0.8400399684906,6,5,0
"1699",4,0.36285999417305,3,4,0
"1700",3,0.387620002031326,2,4,1
"1701",3,0.65021002292633,3,2,1
"1702",3,NA,2,4,1
"1703",5,0.408399999141693,3,4,1
"1704",2,0.315829992294312,3,2,0
"1705",NA,0.903599977493286,6,6,0
"1706",1,0.545379996299744,2,5,0
"1707",2,0.394959986209869,3,2,1
"1708",2,0.903599977493286,4,4,0
"1709",4,0.401980012655258,5,5,0
"1710",3,NA,1,NA,1
"1711",3,0.785520017147064,2,3,0
"1712",3,0.335929989814758,3,NA,0
"1713",3,0.785520017147064,3,5,1
"1714",2,NA,2,NA,1
"1715",5,0.785520017147064,6,5,0
"1716",3,0.464899986982346,1,NA,1
"1717",4,0.464700013399124,6,NA,1
"1718",NA,NA,5,NA,1
"1719",NA,NA,2,6,1
"1720",4,0.343410015106201,2,3,0
"1721",4,0.532429993152618,4,4,1
"1722",3,0.414970010519028,7,6,0
"1723",4,0.673849999904633,7,NA,1
"1724",4,0.785520017147064,3,2,1
"1725",4,0.581430017948151,3,NA,0
"1726",3,1.13774001598358,1,2,0
"1727",5,NA,NA,NA,1
"1728",5,0.390350013971329,1,NA,0
"1729",2,1.13774001598358,3,2,0
"1730",4,0.343410015106201,6,6,1
"1731",2,0.487359970808029,6,6,0
"1732",3,0.785520017147064,7,4,0
"1733",4,0.381099998950958,NA,5,0
"1734",3,0.261489987373352,5,6,1
"1735",4,0.461620002985001,1,NA,0
"1736",2,1.10091006755829,7,6,0
"1737",NA,NA,7,5,1
"1738",3,0.189989998936653,4,NA,1
"1739",5,0.400240004062653,2,4,1
"1740",3,0.414970010519028,2,NA,0
"1741",3,NA,6,6,1
"1742",3,0.903599977493286,2,4,0
"1743",3,0.408600002527237,5,NA,1
"1744",4,0.267989993095398,6,NA,1
"1745",3,NA,4,NA,1
"1746",4,0.464700013399124,4,NA,1
"1747",3,0.600469946861267,1,2,1
"1748",3,0.394959986209869,1,4,1
"1749",5,0.464700013399124,2,NA,1
"1750",NA,0.343410015106201,3,NA,1
"1751",NA,0.461620002985001,1,3,0
"1752",4,0.464700013399124,1,7,1
"1753",5,0.394959986209869,5,6,1
"1754",3,0.903599977493286,2,5,0
"1755",NA,0.673849999904633,5,5,1
"1756",3,0.401980012655258,3,4,0
"1757",3,0.673849999904633,5,6,1
"1758",4,0.785520017147064,6,6,0
"1759",3,0.777340054512024,3,4,0
"1760",3,0.688880026340485,2,4,1
"1761",5,0.511519968509674,3,4,0
"1762",4,0.609759986400604,2,NA,1
"1763",3,0.394959986209869,6,NA,1
"1764",1,NA,6,NA,1
"1765",3,0.408600002527237,1,NA,1
"1766",3,0.511519968509674,5,6,0
"1767",3,NA,5,6,1
"1768",5,0.261489987373352,1,NA,1
"1769",NA,NA,2,4,1
"1770",3,0.401980012655258,4,2,0
"1771",5,0.511519968509674,7,6,0
"1772",NA,0.65021002292633,2,2,1
"1773",3,NA,7,6,1
"1774",5,0.312420010566711,4,7,0
"1775",5,0.785520017147064,4,4,0
"1776",NA,NA,4,NA,1
"1777",3,0.367390006780624,5,5,0
"1778",3,NA,6,5,0
"1779",3,0.785520017147064,2,4,1
"1780",3,NA,1,NA,0
"1781",4,NA,6,3,1
"1782",NA,NA,6,6,1
"1783",1,0.592509984970093,7,4,1
"1784",2,0.394959986209869,4,5,1
"1785",3,0.464700013399124,6,4,1
"1786",2,0.65021002292633,1,2,0
"1787",5,0.367390006780624,1,3,0
"1788",5,0.320780009031296,2,6,1
"1789",5,0.267989993095398,1,NA,1
"1790",3,0.394959986209869,6,NA,1
"1791",3,NA,6,6,1
"1792",4,0.446730017662048,7,6,0
"1793",4,0.614226460456848,5,6,0
"1794",3,NA,1,3,1
"1795",NA,0.385200023651123,1,NA,0
"1796",NA,NA,6,4,1
"1797",3,0.394959986209869,1,NA,1
"1798",3,0.511519968509674,4,2,0
"1799",3,0.461620002985001,4,5,0
"1800",5,0.312420010566711,2,NA,1
"1801",5,0.600469946861267,6,5,1
"1802",4,0.701979994773865,1,2,0
"1803",3,0.785520017147064,2,3,1
"1804",3,0.785520017147064,1,NA,1
"1805",NA,NA,NA,NA,0
"1806",3,0.394959986209869,1,4,1
"1807",4,NA,5,6,1
"1808",NA,0.315829992294312,2,3,0
"1809",3,0.487359970808029,6,5,1
"1810",3,0.315829992294312,1,2,1
"1811",3,NA,1,4,1
"1812",5,0.785520017147064,3,5,1
"1813",3,0.614226460456848,4,5,1
"1814",4,0.477019995450974,4,5,0
"1815",4,0.8400399684906,6,5,0
"1816",4,0.614226460456848,3,2,0
"1817",2,0.343410015106201,3,5,0
"1818",3,0.336679995059967,2,3,0
"1819",3,0.785520017147064,6,5,0
"1820",3,0.414970010519028,3,NA,0
"1821",5,0.673849999904633,6,4,0
"1822",5,0.511519968509674,4,4,0
"1823",NA,NA,2,4,1
"1824",4,0.414970010519028,7,NA,0
"1825",5,0.464700013399124,4,NA,1
"1826",4,0.367390006780624,3,NA,0
"1827",3,NA,2,NA,1
"1828",4,0.609759986400604,2,4,0
"1829",5,0.785520017147064,1,3,1
"1830",1,NA,5,NA,1
"1831",5,NA,2,NA,1
"1832",3,NA,1,NA,1
"1833",5,0.427269995212555,2,4,0
"1834",4,0.407070010900497,6,6,1
"1835",3,0.315829992294312,1,NA,1
"1836",5,0.785520017147064,1,4,0
"1837",3,0.614226460456848,7,5,1
"1838",3,0.592509984970093,6,NA,0
"1839",3,0.265219986438751,4,5,0
"1840",4,0.532429993152618,7,7,0
"1841",NA,0.673849999904633,4,NA,1
"1842",4,0.62978994846344,1,NA,1
"1843",3,0.65021002292633,1,4,0
"1844",4,0.315829992294312,3,NA,0
"1845",3,0.461620002985001,6,NA,0
"1846",3,0.785520017147064,6,NA,0
"1847",2,0.343410015106201,2,1,1
"1848",4,0.267989993095398,5,NA,1
"1849",3,0.673849999904633,4,4,0
"1850",NA,0.511519968509674,3,5,0
"1851",5,0.785520017147064,5,3,0
"1852",2,0.427269995212555,1,NA,1
"1853",NA,0.785520017147064,5,5,0
"1854",3,0.785520017147064,2,4,1
"1855",3,0.407070010900497,4,4,1
"1856",NA,NA,2,NA,1
"1857",4,0.315829992294312,6,NA,1
"1858",3,0.785520017147064,2,5,0
"1859",5,0.401980012655258,1,NA,0
"1860",5,0.511519968509674,3,6,0
"1861",5,0.265219986438751,6,4,1
"1862",5,NA,7,6,1
"1863",3,0.261489987373352,2,NA,1
"1864",4,0.688880026340485,2,5,1
"1865",3,0.407070010900497,1,4,1
"1866",4,0.315829992294312,6,6,0
"1867",3,0.785520017147064,2,5,1
"1868",3,NA,2,6,1
"1869",NA,0.189989998936653,4,NA,1
"1870",NA,0.407070010900497,4,3,1
"1871",3,NA,5,4,1
"1872",NA,0.315829992294312,2,7,0
"1873",3,0.785520017147064,3,5,1
"1874",3,0.343410015106201,3,NA,1
"1875",NA,0.487359970808029,2,2,0
"1876",3,0.592509984970093,5,4,0
"1877",3,0.785520017147064,7,6,0
"1878",5,NA,6,4,1
"1879",4,0.320780009031296,3,1,0
"1880",3,NA,2,4,1
"1881",2,0.315829992294312,1,NA,1
"1882",4,0.394959986209869,6,3,1
"1883",3,0.487359970808029,2,NA,0
"1884",5,0.785520017147064,1,5,0
"1885",3,0.320780009031296,2,NA,1
"1886",3,0.614226460456848,1,NA,1
"1887",3,0.793409943580627,1,3,1
"1888",3,0.511519968509674,3,3,0
"1889",1,0.189989998936653,2,NA,1
"1890",3,0.785520017147064,7,6,0
"1891",NA,0.343410015106201,NA,NA,1
"1892",4,0.312420010566711,5,6,0
"1893",3,0.600469946861267,3,4,0
"1894",4,0.600469946861267,2,4,0
"1895",5,0.511519968509674,3,3,0
"1896",4,0.701979994773865,5,4,1
"1897",3,0.592509984970093,4,NA,0
"1898",5,NA,6,NA,1
"1899",5,0.320780009031296,NA,5,1
"1900",NA,NA,6,NA,1
"1901",4,0.414970010519028,5,7,0
"1902",4,0.261489987373352,4,NA,1
"1903",5,NA,1,NA,1
"1904",4,0.84213000535965,3,3,0
"1905",4,0.394959986209869,2,NA,1
"1906",5,NA,3,NA,1
"1907",5,0.511519968509674,2,4,0
"1908",5,0.320780009031296,6,5,0
"1909",3,0.446730017662048,5,NA,1
"1910",5,0.62365996837616,3,2,1
"1911",5,0.367390006780624,2,NA,0
"1912",3,0.600469946861267,3,4,1
"1913",4,0.600469946861267,1,3,0
"1914",3,0.401980012655258,4,NA,1
"1915",2,0.320780009031296,6,NA,1
"1916",5,0.592509984970093,5,NA,0
"1917",3,NA,2,3,1
"1918",5,0.309140026569366,6,5,0
"1919",3,0.414970010519028,7,NA,0
"1920",NA,0.390350013971329,5,4,0
"1921",3,0.614226460456848,5,5,0
"1922",3,0.600469946861267,2,4,1
"1923",2,0.644749999046326,1,2,0
"1924",3,0.785520017147064,3,2,0
"1925",5,0.401980012655258,4,NA,0
"1926",2,0.414970010519028,3,5,0
"1927",5,NA,6,5,1
"1928",5,NA,6,6,0
"1929",5,0.401980012655258,3,4,1
"1930",5,0.673849999904633,5,4,1
"1931",NA,0.688880026340485,1,4,1
"1932",5,0.427269995212555,1,5,0
"1933",3,0.487359970808029,1,NA,0
"1934",5,0.408399999141693,1,NA,0
"1935",2,0.65021002292633,3,4,1
"1936",3,0.261489987373352,4,NA,0
"1937",5,0.267989993095398,3,3,1
"1938",5,0.673849999904633,2,5,0
"1939",4,0.662460029125214,3,NA,0
"1940",3,0.408399999141693,5,6,0
"1941",4,0.394959986209869,7,4,1
"1942",5,0.464899986982346,3,2,1
"1943",3,0.785520017147064,5,6,0
"1944",3,0.785520017147064,2,5,0
"1945",4,NA,4,2,1
"1946",3,0.267989993095398,2,7,1
"1947",3,0.600469946861267,3,3,1
"1948",5,NA,5,NA,1
"1949",5,0.267989993095398,4,NA,1
"1950",3,0.261489987373352,1,NA,1
"1951",3,0.673849999904633,7,6,1
"1952",3,0.511519968509674,1,3,0
"1953",3,0.511519968509674,4,NA,0
"1954",5,0.312420010566711,6,6,1
"1955",5,0.315829992294312,3,6,1
"1956",4,0.477019995450974,6,4,0
"1957",5,NA,6,NA,1
"1958",3,0.267989993095398,NA,NA,1
"1959",2,0.414970010519028,5,6,0
"1960",5,0.312420010566711,1,4,1
"1961",NA,0.400240004062653,2,4,1
"1962",1,0.427269995212555,2,NA,1
"1963",3,0.903599977493286,6,5,0
"1964",NA,NA,6,5,1
"1965",4,0.315829992294312,3,6,1
"1966",3,0.261489987373352,1,NA,1
"1967",5,0.394959986209869,3,NA,1
"1968",3,0.381099998950958,2,2,0
"1969",5,0.267989993095398,1,1,0
"1970",4,0.84213000535965,3,3,1
"1971",5,0.785520017147064,5,NA,0
"1972",4,0.511519968509674,5,5,0
"1973",4,0.518409967422485,5,4,1
"1974",1,NA,3,NA,1
"1975",4,0.265219986438751,1,NA,1
"1976",3,0.343410015106201,6,4,1
"1977",3,0.261489987373352,6,NA,1
"1978",4,0.261489987373352,2,NA,1
"1979",4,0.511519968509674,4,NA,0
"1980",3,0.343410015106201,3,2,1
"1981",3,NA,1,3,1
"1982",5,NA,3,NA,1
"1983",5,0.785520017147064,4,NA,1
"1984",4,0.394959986209869,4,NA,1
"1985",NA,0.785520017147064,4,2,1
"1986",4,0.267989993095398,2,1,1
"1987",5,0.315829992294312,1,NA,0
"1988",5,0.381099998950958,3,2,0
"1989",4,0.267989993095398,1,2,1
"1990",2,0.267989993095398,3,7,0
"1991",3,0.532429993152618,5,4,0
"1992",3,0.903599977493286,1,4,0
"1993",NA,0.785520017147064,6,NA,1
"1994",3,0.477019995450974,4,NA,1
"1995",3,0.464700013399124,1,6,1
"1996",3,0.335929989814758,1,3,0
"1997",3,0.343410015106201,5,3,1
"1998",2,NA,6,3,1
"1999",NA,0.440597921609879,2,1,0
"2000",4,0.785520017147064,4,NA,0
"2001",3,0.487359970808029,2,NA,0
"2002",3,0.487359970808029,1,6,0
"2003",3,0.785520017147064,6,4,0
"2004",2,NA,1,4,1
"2005",5,0.407070010900497,7,5,1
"2006",5,0.343410015106201,1,NA,1
"2007",2,0.461620002985001,1,2,0
"2008",4,0.477019995450974,3,4,0
"2009",4,0.688880026340485,1,4,1
"2010",5,0.414970010519028,2,5,0
"2011",NA,0.407070010900497,6,5,1
"2012",3,0.407070010900497,1,NA,1
"2013",4,0.614226460456848,5,NA,1
"2014",3,0.673849999904633,4,4,1
"2015",3,0.614226460456848,2,NA,0
"2016",4,0.400240004062653,2,NA,1
"2017",5,0.408600002527237,7,5,0
"2018",3,0.688880026340485,1,4,1
"2019",3,0.903599977493286,6,5,0
"2020",3,0.427269995212555,5,4,0
"2021",5,0.62978994846344,4,4,0
"2022",4,0.265219986438751,6,3,1
"2023",NA,0.267989993095398,2,NA,0
"2024",3,0.673849999904633,5,3,0
"2025",3,0.529449999332428,6,NA,1
"2026",3,0.340220004320145,3,NA,1
"2027",5,0.532429993152618,6,NA,0
"2028",3,0.267989993095398,3,2,1
"2029",5,0.511519968509674,6,4,0
"2030",3,0.487359970808029,6,NA,0
"2031",5,0.461620002985001,3,4,0
"2032",3,0.84213000535965,1,2,0
"2033",5,0.408399999141693,3,NA,1
"2034",2,NA,3,6,0
"2035",5,0.673849999904633,5,NA,1
"2036",2,1.10091006755829,2,3,1
"2037",3,NA,7,6,1
"2038",4,0.614226460456848,2,4,0
"2039",3,0.464700013399124,3,2,1
"2040",3,0.261489987373352,3,1,0
"2041",5,0.62978994846344,1,NA,0
"2042",3,0.261489987373352,1,6,1
"2043",5,0.343410015106201,2,NA,1
"2044",5,0.461620002985001,3,NA,0
"2045",5,0.400240004062653,4,4,1
"2046",4,0.518409967422485,5,6,1
"2047",5,NA,1,NA,1
"2048",4,0.267989993095398,1,NA,1
"2049",4,0.532429993152618,2,5,0
"2050",5,NA,NA,NA,0
"2051",3,0.464899986982346,2,NA,1
"2052",3,0.487359970808029,5,NA,0
"2053",5,0.785520017147064,6,5,0
"2054",3,0.336679995059967,1,2,0
"2055",5,0.532429993152618,3,4,0
"2056",4,0.427269995212555,3,NA,1
"2057",NA,NA,6,NA,1
"2058",3,0.614226460456848,5,5,1
"2059",3,0.315829992294312,4,1,1
"2060",3,0.446730017662048,3,NA,1
"2061",NA,0.320780009031296,2,4,1
"2062",2,0.785520017147064,1,3,0
"2063",3,0.477019995450974,1,NA,0
"2064",5,0.673849999904633,2,2,1
"2065",NA,1.10091006755829,4,4,0
"2066",4,0.518409967422485,3,3,0
"2067",5,0.600469946861267,3,3,1
"2068",2,0.532429993152618,2,3,0
"2069",3,0.600469946861267,5,4,1
"2070",2,0.487359970808029,3,NA,0
"2071",NA,0.600469946861267,3,2,1
"2072",5,0.394959986209869,2,NA,1
"2073",5,0.394959986209869,4,NA,1
"2074",NA,0.394959986209869,7,6,1
"2075",5,0.394959986209869,2,NA,1
"2076",3,0.609759986400604,6,3,1
"2077",4,0.267989993095398,6,4,1
"2078",NA,0.600469946861267,7,5,1
"2079",4,0.581430017948151,3,3,0
"2080",3,0.265219986438751,7,NA,0
"2081",5,0.477019995450974,5,NA,0
"2082",3,0.414970010519028,6,6,0
"2083",3,0.511519968509674,7,4,0
"2084",5,0.461620002985001,7,6,0
"2085",4,0.461620002985001,6,4,0
"2086",NA,0.785520017147064,1,2,1
"2087",1,0.487359970808029,1,NA,0
"2088",NA,0.320780009031296,5,7,1
"2089",NA,0.600469946861267,6,6,0
"2090",3,0.62365996837616,5,3,0
"2091",3,0.688880026340485,3,3,1
"2092",3,NA,2,NA,1
"2093",5,0.427269995212555,4,6,0
"2094",3,0.267989993095398,1,NA,1
"2095",3,0.600469946861267,1,2,0
"2096",3,0.394959986209869,6,6,1
"2097",NA,NA,6,NA,1
"2098",5,0.309140026569366,3,NA,0
"2099",3,0.461620002985001,4,3,0
"2100",3,0.320780009031296,1,NA,1
"2101",3,0.265219986438751,2,NA,1
"2102",3,0.427269995212555,5,5,1
"2103",5,0.487359970808029,7,NA,0
"2104",2,0.408399999141693,3,5,0
"2105",3,0.785520017147064,6,6,1
"2106",4,NA,1,4,1
"2107",4,0.343410015106201,7,4,0
"2108",4,NA,3,NA,1
"2109",4,0.673849999904633,6,5,0
"2110",NA,0.335929989814758,4,5,0
"2111",5,0.600469946861267,3,2,1
"2112",NA,0.592509984970093,7,4,1
"2113",4,0.592509984970093,1,NA,0
"2114",4,0.267989993095398,2,5,1
"2115",NA,NA,3,NA,1
"2116",4,0.644749999046326,6,NA,0
"2117",3,0.408399999141693,3,3,1
"2118",4,0.189989998936653,7,6,1
"2119",5,0.592509984970093,4,NA,0
"2120",4,0.785520017147064,7,6,1
"2121",5,0.267989993095398,7,5,1
"2122",4,0.701979994773865,3,5,0
"2123",3,0.688880026340485,2,4,1
"2124",4,0.785520017147064,6,5,0
"2125",NA,1.10091006755829,1,2,1
"2126",4,0.785520017147064,1,3,0
"2127",5,0.532429993152618,7,5,0
"2128",3,0.62365996837616,2,NA,0
"2129",3,0.461620002985001,1,2,0
"2130",3,NA,1,1,1
"2131",NA,0.785520017147064,6,4,1
"2132",3,NA,5,4,1
"2133",3,0.673849999904633,6,4,0
"2134",3,0.8400399684906,5,6,0
"2135",NA,0.487359970808029,4,3,0
"2136",3,NA,3,5,0
"2137",3,0.62978994846344,5,5,0
"2138",3,0.446730017662048,3,5,1
"2139",5,0.75151002407074,1,1,0
"2140",3,0.414970010519028,7,6,0
"2141",2,0.518409967422485,1,1,1
"2142",3,0.364969998598099,1,2,1
"2143",3,0.446730017662048,2,NA,1
"2144",NA,0.785520017147064,2,3,0
"2145",5,0.785520017147064,2,2,1
"2146",3,0.673849999904633,5,NA,0
"2147",5,0.511519968509674,5,5,0
"2148",NA,0.518409967422485,7,6,1
"2149",3,0.609759986400604,6,6,0
"2150",NA,0.343410015106201,2,3,1
"2151",3,0.343410015106201,4,5,1
"2152",5,NA,6,NA,1
"2153",4,0.511519968509674,7,6,0
"2154",3,0.267989993095398,1,3,0
"2155",3,0.614226460456848,1,6,0
"2156",4,0.414970010519028,2,4,0
"2157",4,0.343410015106201,2,2,1
"2158",5,0.427269995212555,3,6,0
"2159",5,0.320780009031296,6,5,1
"2160",4,0.532539963722229,6,NA,1
"2161",NA,0.614226460456848,2,3,1
"2162",5,0.545379996299744,1,5,1
"2163",3,0.414970010519028,7,5,0
"2164",4,0.461620002985001,3,3,0
"2165",3,NA,6,5,1
"2166",5,0.385200023651123,4,5,0
"2167",3,0.385200023651123,5,NA,1
"2168",3,0.592509984970093,3,3,0
"2169",NA,0.529449999332428,1,4,1
"2170",3,0.408399999141693,2,NA,0
"2171",NA,0.487359970808029,6,6,0
"2172",1,0.464700013399124,6,6,1
"2173",4,0.777340054512024,6,4,1
