zip,eiaid,utility_name,state,service_type,ownership,comm_rate,ind_rate,res_rate
59623,12825,NorthWestern Energy LLC - (MT),MT,Delivery,Investor Owned,0.0231307290065,0.00484595934445,0.0373983739837
59540,12825,NorthWestern Energy LLC - (MT),MT,Delivery,Investor Owned,0.0231307290065,0.00484595934445,0.0373983739837
59701,12825,NorthWestern Energy LLC - (MT),MT,Delivery,Investor Owned,0.0231307290065,0.00484595934445,0.0373983739837
59702,12825,NorthWestern Energy LLC - (MT),MT,Delivery,Investor Owned,0.0231307290065,0.00484595934445,0.0373983739837
59703,12825,NorthWestern Energy LLC - (MT),MT,Delivery,Investor Owned,0.0231307290065,0.00484595934445,0.0373983739837
59433,12825,NorthWestern Energy LLC - (MT),MT,Delivery,Investor Owned,0.0231307290065,0.00484595934445,0.0373983739837
59716,12825,NorthWestern Energy LLC - (MT),MT,Delivery,Investor Owned,0.0231307290065,0.00484595934445,0.0373983739837
59812,12825,NorthWestern Energy LLC - (MT),MT,Delivery,Investor Owned,0.0231307290065,0.00484595934445,0.0373983739837
59472,12825,NorthWestern Energy LLC - (MT),MT,Delivery,Investor Owned,0.0231307290065,0.00484595934445,0.0373983739837
59477,12825,NorthWestern Energy LLC - (MT),MT,Delivery,Investor Owned,0.0231307290065,0.00484595934445,0.0373983739837
59841,12825,NorthWestern Energy LLC - (MT),MT,Delivery,Investor Owned,0.0231307290065,0.00484595934445,0.0373983739837
59001,12825,NorthWestern Energy LLC - (MT),MT,Delivery,Investor Owned,0.0231307290065,0.00484595934445,0.0373983739837
59008,12825,NorthWestern Energy LLC - (MT),MT,Delivery,Investor Owned,0.0231307290065,0.00484595934445,0.0373983739837
59479,12825,NorthWestern Energy LLC - (MT),MT,Delivery,Investor Owned,0.0231307290065,0.00484595934445,0.0373983739837
59731,12825,NorthWestern Energy LLC - (MT),MT,Delivery,Investor Owned,0.0231307290065,0.00484595934445,0.0373983739837
59730,12825,NorthWestern Energy LLC - (MT),MT,Delivery,Investor Owned,0.0231307290065,0.00484595934445,0.0373983739837
59733,12825,NorthWestern Energy LLC - (MT),MT,Delivery,Investor Owned,0.0231307290065,0.00484595934445,0.0373983739837
59735,12825,NorthWestern Energy LLC - (MT),MT,Delivery,Investor Owned,0.0231307290065,0.00484595934445,0.0373983739837
59082,12825,NorthWestern Energy LLC - (MT),MT,Delivery,Investor Owned,0.0231307290065,0.00484595934445,0.0373983739837
59081,12825,NorthWestern Energy LLC - (MT),MT,Delivery,Investor Owned,0.0231307290065,0.00484595934445,0.0373983739837
59801,12825,NorthWestern Energy LLC - (MT),MT,Delivery,Investor Owned,0.0231307290065,0.00484595934445,0.0373983739837
59403,12825,NorthWestern Energy LLC - (MT),MT,Delivery,Investor Owned,0.0231307290065,0.00484595934445,0.0373983739837
59402,12825,NorthWestern Energy LLC - (MT),MT,Delivery,Investor Owned,0.0231307290065,0.00484595934445,0.0373983739837
59401,12825,NorthWestern Energy LLC - (MT),MT,Delivery,Investor Owned,0.0231307290065,0.00484595934445,0.0373983739837
59406,12825,NorthWestern Energy LLC - (MT),MT,Delivery,Investor Owned,0.0231307290065,0.00484595934445,0.0373983739837
59405,12825,NorthWestern Energy LLC - (MT),MT,Delivery,Investor Owned,0.0231307290065,0.00484595934445,0.0373983739837
59404,12825,NorthWestern Energy LLC - (MT),MT,Delivery,Investor Owned,0.0231307290065,0.00484595934445,0.0373983739837
59648,12825,NorthWestern Energy LLC - (MT),MT,Delivery,Investor Owned,0.0231307290065,0.00484595934445,0.0373983739837
59645,12825,NorthWestern Energy LLC - (MT),MT,Delivery,Investor Owned,0.0231307290065,0.00484595934445,0.0373983739837
59644,12825,NorthWestern Energy LLC - (MT),MT,Delivery,Investor Owned,0.0231307290065,0.00484595934445,0.0373983739837
59647,12825,NorthWestern Energy LLC - (MT),MT,Delivery,Investor Owned,0.0231307290065,0.00484595934445,0.0373983739837
59641,12825,NorthWestern Energy LLC - (MT),MT,Delivery,Investor Owned,0.0231307290065,0.00484595934445,0.0373983739837
59640,12825,NorthWestern Energy LLC - (MT),MT,Delivery,Investor Owned,0.0231307290065,0.00484595934445,0.0373983739837
59643,12825,NorthWestern Energy LLC - (MT),MT,Delivery,Investor Owned,0.0231307290065,0.00484595934445,0.0373983739837
59642,12825,NorthWestern Energy LLC - (MT),MT,Delivery,Investor Owned,0.0231307290065,0.00484595934445,0.0373983739837
59057,12825,NorthWestern Energy LLC - (MT),MT,Delivery,Investor Owned,0.0231307290065,0.00484595934445,0.0373983739837
59053,12825,NorthWestern Energy LLC - (MT),MT,Delivery,Investor Owned,0.0231307290065,0.00484595934445,0.0373983739837
59483,12825,NorthWestern Energy LLC - (MT),MT,Delivery,Investor Owned,0.0231307290065,0.00484595934445,0.0373983739837
59480,12825,NorthWestern Energy LLC - (MT),MT,Delivery,Investor Owned,0.0231307290065,0.00484595934445,0.0373983739837
59487,12825,NorthWestern Energy LLC - (MT),MT,Delivery,Investor Owned,0.0231307290065,0.00484595934445,0.0373983739837
59485,12825,NorthWestern Energy LLC - (MT),MT,Delivery,Investor Owned,0.0231307290065,0.00484595934445,0.0373983739837
59760,12825,NorthWestern Energy LLC - (MT),MT,Delivery,Investor Owned,0.0231307290065,0.00484595934445,0.0373983739837
59722,12825,NorthWestern Energy LLC - (MT),MT,Delivery,Investor Owned,0.0231307290065,0.00484595934445,0.0373983739837
59007,12825,NorthWestern Energy LLC - (MT),MT,Delivery,Investor Owned,0.0231307290065,0.00484595934445,0.0373983739837
59872,12825,NorthWestern Energy LLC - (MT),MT,Delivery,Investor Owned,0.0231307290065,0.00484595934445,0.0373983739837
59065,12825,NorthWestern Energy LLC - (MT),MT,Delivery,Investor Owned,0.0231307290065,0.00484595934445,0.0373983739837
59719,12825,NorthWestern Energy LLC - (MT),MT,Delivery,Investor Owned,0.0231307290065,0.00484595934445,0.0373983739837
59718,12825,NorthWestern Energy LLC - (MT),MT,Delivery,Investor Owned,0.0231307290065,0.00484595934445,0.0373983739837
59717,12825,NorthWestern Energy LLC - (MT),MT,Delivery,Investor Owned,0.0231307290065,0.00484595934445,0.0373983739837
59715,12825,NorthWestern Energy LLC - (MT),MT,Delivery,Investor Owned,0.0231307290065,0.00484595934445,0.0373983739837
59714,12825,NorthWestern Energy LLC - (MT),MT,Delivery,Investor Owned,0.0231307290065,0.00484595934445,0.0373983739837
59713,12825,NorthWestern Energy LLC - (MT),MT,Delivery,Investor Owned,0.0231307290065,0.00484595934445,0.0373983739837
59711,12825,NorthWestern Energy LLC - (MT),MT,Delivery,Investor Owned,0.0231307290065,0.00484595934445,0.0373983739837
59710,12825,NorthWestern Energy LLC - (MT),MT,Delivery,Investor Owned,0.0231307290065,0.00484595934445,0.0373983739837
59108,12825,NorthWestern Energy LLC - (MT),MT,Delivery,Investor Owned,0.0231307290065,0.00484595934445,0.0373983739837
59104,12825,NorthWestern Energy LLC - (MT),MT,Delivery,Investor Owned,0.0231307290065,0.00484595934445,0.0373983739837
59102,12825,NorthWestern Energy LLC - (MT),MT,Delivery,Investor Owned,0.0231307290065,0.00484595934445,0.0373983739837
59103,12825,NorthWestern Energy LLC - (MT),MT,Delivery,Investor Owned,0.0231307290065,0.00484595934445,0.0373983739837
59807,12825,NorthWestern Energy LLC - (MT),MT,Delivery,Investor Owned,0.0231307290065,0.00484595934445,0.0373983739837
59806,12825,NorthWestern Energy LLC - (MT),MT,Delivery,Investor Owned,0.0231307290065,0.00484595934445,0.0373983739837
59856,12825,NorthWestern Energy LLC - (MT),MT,Delivery,Investor Owned,0.0231307290065,0.00484595934445,0.0373983739837
59851,12825,NorthWestern Energy LLC - (MT),MT,Delivery,Investor Owned,0.0231307290065,0.00484595934445,0.0373983739837
59626,12825,NorthWestern Energy LLC - (MT),MT,Delivery,Investor Owned,0.0231307290065,0.00484595934445,0.0373983739837
59469,12825,NorthWestern Energy LLC - (MT),MT,Delivery,Investor Owned,0.0231307290065,0.00484595934445,0.0373983739837
59468,12825,NorthWestern Energy LLC - (MT),MT,Delivery,Investor Owned,0.0231307290065,0.00484595934445,0.0373983739837
59461,12825,NorthWestern Energy LLC - (MT),MT,Delivery,Investor Owned,0.0231307290065,0.00484595934445,0.0373983739837
59463,12825,NorthWestern Energy LLC - (MT),MT,Delivery,Investor Owned,0.0231307290065,0.00484595934445,0.0373983739837
59465,12825,NorthWestern Energy LLC - (MT),MT,Delivery,Investor Owned,0.0231307290065,0.00484595934445,0.0373983739837
62863,13032,Mt Carmel Public Utility Co,IL,Bundled,Investor Owned,0.133758367867,0.112506897783,0.130328167206
62855,13032,Mt Carmel Public Utility Co,IL,Bundled,Investor Owned,0.133758367867,0.112506897783,0.130328167206
62410,13032,Mt Carmel Public Utility Co,IL,Bundled,Investor Owned,0.133758367867,0.112506897783,0.130328167206
02584,13206,Nantucket Electric Co,MA,Bundled,Investor Owned,0.137408137659,0.125,0.138859312318
02564,13206,Nantucket Electric Co,MA,Bundled,Investor Owned,0.137408137659,0.125,0.138859312318
02554,13206,Nantucket Electric Co,MA,Bundled,Investor Owned,0.137408137659,0.125,0.138859312318
02584,13206,Nantucket Electric Co,MA,Delivery,Investor Owned,0.0634699293779,0.0461236506379,0.0691823899371
02564,13206,Nantucket Electric Co,MA,Delivery,Investor Owned,0.0634699293779,0.0461236506379,0.0691823899371
02554,13206,Nantucket Electric Co,MA,Delivery,Investor Owned,0.0634699293779,0.0461236506379,0.0691823899371
99634,13211,Napakiak Ircinraq Power Co,AK,Bundled,Investor Owned,0.839779005525,0,0.849872773537
02861,13214,The Narragansett Electric Co,RI,Bundled,Investor Owned,0.124878892512,0.117139315343,0.14273798829
02860,13214,The Narragansett Electric Co,RI,Bundled,Investor Owned,0.124878892512,0.117139315343,0.14273798829
02863,13214,The Narragansett Electric Co,RI,Bundled,Investor Owned,0.124878892512,0.117139315343,0.14273798829
02862,13214,The Narragansett Electric Co,RI,Bundled,Investor Owned,0.124878892512,0.117139315343,0.14273798829
02865,13214,The Narragansett Electric Co,RI,Bundled,Investor Owned,0.124878892512,0.117139315343,0.14273798829
02864,13214,The Narragansett Electric Co,RI,Bundled,Investor Owned,0.124878892512,0.117139315343,0.14273798829
02901,13214,The Narragansett Electric Co,RI,Bundled,Investor Owned,0.124878892512,0.117139315343,0.14273798829
02907,13214,The Narragansett Electric Co,RI,Bundled,Investor Owned,0.124878892512,0.117139315343,0.14273798829
02905,13214,The Narragansett Electric Co,RI,Bundled,Investor Owned,0.124878892512,0.117139315343,0.14273798829
02908,13214,The Narragansett Electric Co,RI,Bundled,Investor Owned,0.124878892512,0.117139315343,0.14273798829
02838,13214,The Narragansett Electric Co,RI,Bundled,Investor Owned,0.124878892512,0.117139315343,0.14273798829
02839,13214,The Narragansett Electric Co,RI,Bundled,Investor Owned,0.124878892512,0.117139315343,0.14273798829
02836,13214,The Narragansett Electric Co,RI,Bundled,Investor Owned,0.124878892512,0.117139315343,0.14273798829
02837,13214,The Narragansett Electric Co,RI,Bundled,Investor Owned,0.124878892512,0.117139315343,0.14273798829
02835,13214,The Narragansett Electric Co,RI,Bundled,Investor Owned,0.124878892512,0.117139315343,0.14273798829
02832,13214,The Narragansett Electric Co,RI,Bundled,Investor Owned,0.124878892512,0.117139315343,0.14273798829
02833,13214,The Narragansett Electric Co,RI,Bundled,Investor Owned,0.124878892512,0.117139315343,0.14273798829
02830,13214,The Narragansett Electric Co,RI,Bundled,Investor Owned,0.124878892512,0.117139315343,0.14273798829
02831,13214,The Narragansett Electric Co,RI,Bundled,Investor Owned,0.124878892512,0.117139315343,0.14273798829
02940,13214,The Narragansett Electric Co,RI,Bundled,Investor Owned,0.124878892512,0.117139315343,0.14273798829
02842,13214,The Narragansett Electric Co,RI,Bundled,Investor Owned,0.124878892512,0.117139315343,0.14273798829
02841,13214,The Narragansett Electric Co,RI,Bundled,Investor Owned,0.124878892512,0.117139315343,0.14273798829
02840,13214,The Narragansett Electric Co,RI,Bundled,Investor Owned,0.124878892512,0.117139315343,0.14273798829
02920,13214,The Narragansett Electric Co,RI,Bundled,Investor Owned,0.124878892512,0.117139315343,0.14273798829
02817,13214,The Narragansett Electric Co,RI,Bundled,Investor Owned,0.124878892512,0.117139315343,0.14273798829
02818,13214,The Narragansett Electric Co,RI,Bundled,Investor Owned,0.124878892512,0.117139315343,0.14273798829
02898,13214,The Narragansett Electric Co,RI,Bundled,Investor Owned,0.124878892512,0.117139315343,0.14273798829
02894,13214,The Narragansett Electric Co,RI,Bundled,Investor Owned,0.124878892512,0.117139315343,0.14273798829
02895,13214,The Narragansett Electric Co,RI,Bundled,Investor Owned,0.124878892512,0.117139315343,0.14273798829
02896,13214,The Narragansett Electric Co,RI,Bundled,Investor Owned,0.124878892512,0.117139315343,0.14273798829
02891,13214,The Narragansett Electric Co,RI,Bundled,Investor Owned,0.124878892512,0.117139315343,0.14273798829
02892,13214,The Narragansett Electric Co,RI,Bundled,Investor Owned,0.124878892512,0.117139315343,0.14273798829
02893,13214,The Narragansett Electric Co,RI,Bundled,Investor Owned,0.124878892512,0.117139315343,0.14273798829
02812,13214,The Narragansett Electric Co,RI,Bundled,Investor Owned,0.124878892512,0.117139315343,0.14273798829
02813,13214,The Narragansett Electric Co,RI,Bundled,Investor Owned,0.124878892512,0.117139315343,0.14273798829
02902,13214,The Narragansett Electric Co,RI,Bundled,Investor Owned,0.124878892512,0.117139315343,0.14273798829
02903,13214,The Narragansett Electric Co,RI,Bundled,Investor Owned,0.124878892512,0.117139315343,0.14273798829
02906,13214,The Narragansett Electric Co,RI,Bundled,Investor Owned,0.124878892512,0.117139315343,0.14273798829
02904,13214,The Narragansett Electric Co,RI,Bundled,Investor Owned,0.124878892512,0.117139315343,0.14273798829
02909,13214,The Narragansett Electric Co,RI,Bundled,Investor Owned,0.124878892512,0.117139315343,0.14273798829
02911,13214,The Narragansett Electric Co,RI,Bundled,Investor Owned,0.124878892512,0.117139315343,0.14273798829
02910,13214,The Narragansett Electric Co,RI,Bundled,Investor Owned,0.124878892512,0.117139315343,0.14273798829
02912,13214,The Narragansett Electric Co,RI,Bundled,Investor Owned,0.124878892512,0.117139315343,0.14273798829
02915,13214,The Narragansett Electric Co,RI,Bundled,Investor Owned,0.124878892512,0.117139315343,0.14273798829
02914,13214,The Narragansett Electric Co,RI,Bundled,Investor Owned,0.124878892512,0.117139315343,0.14273798829
02917,13214,The Narragansett Electric Co,RI,Bundled,Investor Owned,0.124878892512,0.117139315343,0.14273798829
02916,13214,The Narragansett Electric Co,RI,Bundled,Investor Owned,0.124878892512,0.117139315343,0.14273798829
02919,13214,The Narragansett Electric Co,RI,Bundled,Investor Owned,0.124878892512,0.117139315343,0.14273798829
02918,13214,The Narragansett Electric Co,RI,Bundled,Investor Owned,0.124878892512,0.117139315343,0.14273798829
02859,13214,The Narragansett Electric Co,RI,Bundled,Investor Owned,0.124878892512,0.117139315343,0.14273798829
02857,13214,The Narragansett Electric Co,RI,Bundled,Investor Owned,0.124878892512,0.117139315343,0.14273798829
02802,13214,The Narragansett Electric Co,RI,Bundled,Investor Owned,0.124878892512,0.117139315343,0.14273798829
02829,13214,The Narragansett Electric Co,RI,Bundled,Investor Owned,0.124878892512,0.117139315343,0.14273798829
02828,13214,The Narragansett Electric Co,RI,Bundled,Investor Owned,0.124878892512,0.117139315343,0.14273798829
02825,13214,The Narragansett Electric Co,RI,Bundled,Investor Owned,0.124878892512,0.117139315343,0.14273798829
02824,13214,The Narragansett Electric Co,RI,Bundled,Investor Owned,0.124878892512,0.117139315343,0.14273798829
02827,13214,The Narragansett Electric Co,RI,Bundled,Investor Owned,0.124878892512,0.117139315343,0.14273798829
02826,13214,The Narragansett Electric Co,RI,Bundled,Investor Owned,0.124878892512,0.117139315343,0.14273798829
02823,13214,The Narragansett Electric Co,RI,Bundled,Investor Owned,0.124878892512,0.117139315343,0.14273798829
02822,13214,The Narragansett Electric Co,RI,Bundled,Investor Owned,0.124878892512,0.117139315343,0.14273798829
02801,13214,The Narragansett Electric Co,RI,Bundled,Investor Owned,0.124878892512,0.117139315343,0.14273798829
02806,13214,The Narragansett Electric Co,RI,Bundled,Investor Owned,0.124878892512,0.117139315343,0.14273798829
02804,13214,The Narragansett Electric Co,RI,Bundled,Investor Owned,0.124878892512,0.117139315343,0.14273798829
02814,13214,The Narragansett Electric Co,RI,Bundled,Investor Owned,0.124878892512,0.117139315343,0.14273798829
02815,13214,The Narragansett Electric Co,RI,Bundled,Investor Owned,0.124878892512,0.117139315343,0.14273798829
02816,13214,The Narragansett Electric Co,RI,Bundled,Investor Owned,0.124878892512,0.117139315343,0.14273798829
02877,13214,The Narragansett Electric Co,RI,Bundled,Investor Owned,0.124878892512,0.117139315343,0.14273798829
02878,13214,The Narragansett Electric Co,RI,Bundled,Investor Owned,0.124878892512,0.117139315343,0.14273798829
02879,13214,The Narragansett Electric Co,RI,Bundled,Investor Owned,0.124878892512,0.117139315343,0.14273798829
02883,13214,The Narragansett Electric Co,RI,Bundled,Investor Owned,0.124878892512,0.117139315343,0.14273798829
02882,13214,The Narragansett Electric Co,RI,Bundled,Investor Owned,0.124878892512,0.117139315343,0.14273798829
02881,13214,The Narragansett Electric Co,RI,Bundled,Investor Owned,0.124878892512,0.117139315343,0.14273798829
02880,13214,The Narragansett Electric Co,RI,Bundled,Investor Owned,0.124878892512,0.117139315343,0.14273798829
02887,13214,The Narragansett Electric Co,RI,Bundled,Investor Owned,0.124878892512,0.117139315343,0.14273798829
02886,13214,The Narragansett Electric Co,RI,Bundled,Investor Owned,0.124878892512,0.117139315343,0.14273798829
02885,13214,The Narragansett Electric Co,RI,Bundled,Investor Owned,0.124878892512,0.117139315343,0.14273798829
02889,13214,The Narragansett Electric Co,RI,Bundled,Investor Owned,0.124878892512,0.117139315343,0.14273798829
02888,13214,The Narragansett Electric Co,RI,Bundled,Investor Owned,0.124878892512,0.117139315343,0.14273798829
02809,13214,The Narragansett Electric Co,RI,Bundled,Investor Owned,0.124878892512,0.117139315343,0.14273798829
02808,13214,The Narragansett Electric Co,RI,Bundled,Investor Owned,0.124878892512,0.117139315343,0.14273798829
02873,13214,The Narragansett Electric Co,RI,Bundled,Investor Owned,0.124878892512,0.117139315343,0.14273798829
02874,13214,The Narragansett Electric Co,RI,Bundled,Investor Owned,0.124878892512,0.117139315343,0.14273798829
02872,13214,The Narragansett Electric Co,RI,Bundled,Investor Owned,0.124878892512,0.117139315343,0.14273798829
02871,13214,The Narragansett Electric Co,RI,Bundled,Investor Owned,0.124878892512,0.117139315343,0.14273798829
02876,13214,The Narragansett Electric Co,RI,Bundled,Investor Owned,0.124878892512,0.117139315343,0.14273798829
02875,13214,The Narragansett Electric Co,RI,Bundled,Investor Owned,0.124878892512,0.117139315343,0.14273798829
02858,13214,The Narragansett Electric Co,RI,Bundled,Investor Owned,0.124878892512,0.117139315343,0.14273798829
02852,13214,The Narragansett Electric Co,RI,Bundled,Investor Owned,0.124878892512,0.117139315343,0.14273798829
02921,13214,The Narragansett Electric Co,RI,Bundled,Investor Owned,0.124878892512,0.117139315343,0.14273798829
02861,13214,The Narragansett Electric Co,RI,Delivery,Investor Owned,0.0421060218954,0.0339663919134,0.06156195179
02860,13214,The Narragansett Electric Co,RI,Delivery,Investor Owned,0.0421060218954,0.0339663919134,0.06156195179
02863,13214,The Narragansett Electric Co,RI,Delivery,Investor Owned,0.0421060218954,0.0339663919134,0.06156195179
02862,13214,The Narragansett Electric Co,RI,Delivery,Investor Owned,0.0421060218954,0.0339663919134,0.06156195179
02865,13214,The Narragansett Electric Co,RI,Delivery,Investor Owned,0.0421060218954,0.0339663919134,0.06156195179
02864,13214,The Narragansett Electric Co,RI,Delivery,Investor Owned,0.0421060218954,0.0339663919134,0.06156195179
02901,13214,The Narragansett Electric Co,RI,Delivery,Investor Owned,0.0421060218954,0.0339663919134,0.06156195179
02907,13214,The Narragansett Electric Co,RI,Delivery,Investor Owned,0.0421060218954,0.0339663919134,0.06156195179
02905,13214,The Narragansett Electric Co,RI,Delivery,Investor Owned,0.0421060218954,0.0339663919134,0.06156195179
02908,13214,The Narragansett Electric Co,RI,Delivery,Investor Owned,0.0421060218954,0.0339663919134,0.06156195179
02838,13214,The Narragansett Electric Co,RI,Delivery,Investor Owned,0.0421060218954,0.0339663919134,0.06156195179
02839,13214,The Narragansett Electric Co,RI,Delivery,Investor Owned,0.0421060218954,0.0339663919134,0.06156195179
02836,13214,The Narragansett Electric Co,RI,Delivery,Investor Owned,0.0421060218954,0.0339663919134,0.06156195179
02837,13214,The Narragansett Electric Co,RI,Delivery,Investor Owned,0.0421060218954,0.0339663919134,0.06156195179
02835,13214,The Narragansett Electric Co,RI,Delivery,Investor Owned,0.0421060218954,0.0339663919134,0.06156195179
02832,13214,The Narragansett Electric Co,RI,Delivery,Investor Owned,0.0421060218954,0.0339663919134,0.06156195179
02833,13214,The Narragansett Electric Co,RI,Delivery,Investor Owned,0.0421060218954,0.0339663919134,0.06156195179
02830,13214,The Narragansett Electric Co,RI,Delivery,Investor Owned,0.0421060218954,0.0339663919134,0.06156195179
02831,13214,The Narragansett Electric Co,RI,Delivery,Investor Owned,0.0421060218954,0.0339663919134,0.06156195179
02940,13214,The Narragansett Electric Co,RI,Delivery,Investor Owned,0.0421060218954,0.0339663919134,0.06156195179
02842,13214,The Narragansett Electric Co,RI,Delivery,Investor Owned,0.0421060218954,0.0339663919134,0.06156195179
02841,13214,The Narragansett Electric Co,RI,Delivery,Investor Owned,0.0421060218954,0.0339663919134,0.06156195179
02840,13214,The Narragansett Electric Co,RI,Delivery,Investor Owned,0.0421060218954,0.0339663919134,0.06156195179
02920,13214,The Narragansett Electric Co,RI,Delivery,Investor Owned,0.0421060218954,0.0339663919134,0.06156195179
02817,13214,The Narragansett Electric Co,RI,Delivery,Investor Owned,0.0421060218954,0.0339663919134,0.06156195179
02818,13214,The Narragansett Electric Co,RI,Delivery,Investor Owned,0.0421060218954,0.0339663919134,0.06156195179
02898,13214,The Narragansett Electric Co,RI,Delivery,Investor Owned,0.0421060218954,0.0339663919134,0.06156195179
02894,13214,The Narragansett Electric Co,RI,Delivery,Investor Owned,0.0421060218954,0.0339663919134,0.06156195179
02895,13214,The Narragansett Electric Co,RI,Delivery,Investor Owned,0.0421060218954,0.0339663919134,0.06156195179
02896,13214,The Narragansett Electric Co,RI,Delivery,Investor Owned,0.0421060218954,0.0339663919134,0.06156195179
02891,13214,The Narragansett Electric Co,RI,Delivery,Investor Owned,0.0421060218954,0.0339663919134,0.06156195179
02892,13214,The Narragansett Electric Co,RI,Delivery,Investor Owned,0.0421060218954,0.0339663919134,0.06156195179
02893,13214,The Narragansett Electric Co,RI,Delivery,Investor Owned,0.0421060218954,0.0339663919134,0.06156195179
02812,13214,The Narragansett Electric Co,RI,Delivery,Investor Owned,0.0421060218954,0.0339663919134,0.06156195179
02813,13214,The Narragansett Electric Co,RI,Delivery,Investor Owned,0.0421060218954,0.0339663919134,0.06156195179
02902,13214,The Narragansett Electric Co,RI,Delivery,Investor Owned,0.0421060218954,0.0339663919134,0.06156195179
02903,13214,The Narragansett Electric Co,RI,Delivery,Investor Owned,0.0421060218954,0.0339663919134,0.06156195179
02906,13214,The Narragansett Electric Co,RI,Delivery,Investor Owned,0.0421060218954,0.0339663919134,0.06156195179
02904,13214,The Narragansett Electric Co,RI,Delivery,Investor Owned,0.0421060218954,0.0339663919134,0.06156195179
02909,13214,The Narragansett Electric Co,RI,Delivery,Investor Owned,0.0421060218954,0.0339663919134,0.06156195179
02911,13214,The Narragansett Electric Co,RI,Delivery,Investor Owned,0.0421060218954,0.0339663919134,0.06156195179
02910,13214,The Narragansett Electric Co,RI,Delivery,Investor Owned,0.0421060218954,0.0339663919134,0.06156195179
02912,13214,The Narragansett Electric Co,RI,Delivery,Investor Owned,0.0421060218954,0.0339663919134,0.06156195179
02915,13214,The Narragansett Electric Co,RI,Delivery,Investor Owned,0.0421060218954,0.0339663919134,0.06156195179
02914,13214,The Narragansett Electric Co,RI,Delivery,Investor Owned,0.0421060218954,0.0339663919134,0.06156195179
02917,13214,The Narragansett Electric Co,RI,Delivery,Investor Owned,0.0421060218954,0.0339663919134,0.06156195179
02916,13214,The Narragansett Electric Co,RI,Delivery,Investor Owned,0.0421060218954,0.0339663919134,0.06156195179
02919,13214,The Narragansett Electric Co,RI,Delivery,Investor Owned,0.0421060218954,0.0339663919134,0.06156195179
02918,13214,The Narragansett Electric Co,RI,Delivery,Investor Owned,0.0421060218954,0.0339663919134,0.06156195179
02859,13214,The Narragansett Electric Co,RI,Delivery,Investor Owned,0.0421060218954,0.0339663919134,0.06156195179
02857,13214,The Narragansett Electric Co,RI,Delivery,Investor Owned,0.0421060218954,0.0339663919134,0.06156195179
02802,13214,The Narragansett Electric Co,RI,Delivery,Investor Owned,0.0421060218954,0.0339663919134,0.06156195179
02829,13214,The Narragansett Electric Co,RI,Delivery,Investor Owned,0.0421060218954,0.0339663919134,0.06156195179
02828,13214,The Narragansett Electric Co,RI,Delivery,Investor Owned,0.0421060218954,0.0339663919134,0.06156195179
02825,13214,The Narragansett Electric Co,RI,Delivery,Investor Owned,0.0421060218954,0.0339663919134,0.06156195179
02824,13214,The Narragansett Electric Co,RI,Delivery,Investor Owned,0.0421060218954,0.0339663919134,0.06156195179
02827,13214,The Narragansett Electric Co,RI,Delivery,Investor Owned,0.0421060218954,0.0339663919134,0.06156195179
02826,13214,The Narragansett Electric Co,RI,Delivery,Investor Owned,0.0421060218954,0.0339663919134,0.06156195179
02823,13214,The Narragansett Electric Co,RI,Delivery,Investor Owned,0.0421060218954,0.0339663919134,0.06156195179
02822,13214,The Narragansett Electric Co,RI,Delivery,Investor Owned,0.0421060218954,0.0339663919134,0.06156195179
02801,13214,The Narragansett Electric Co,RI,Delivery,Investor Owned,0.0421060218954,0.0339663919134,0.06156195179
02806,13214,The Narragansett Electric Co,RI,Delivery,Investor Owned,0.0421060218954,0.0339663919134,0.06156195179
02804,13214,The Narragansett Electric Co,RI,Delivery,Investor Owned,0.0421060218954,0.0339663919134,0.06156195179
02814,13214,The Narragansett Electric Co,RI,Delivery,Investor Owned,0.0421060218954,0.0339663919134,0.06156195179
02815,13214,The Narragansett Electric Co,RI,Delivery,Investor Owned,0.0421060218954,0.0339663919134,0.06156195179
02816,13214,The Narragansett Electric Co,RI,Delivery,Investor Owned,0.0421060218954,0.0339663919134,0.06156195179
02877,13214,The Narragansett Electric Co,RI,Delivery,Investor Owned,0.0421060218954,0.0339663919134,0.06156195179
02878,13214,The Narragansett Electric Co,RI,Delivery,Investor Owned,0.0421060218954,0.0339663919134,0.06156195179
02879,13214,The Narragansett Electric Co,RI,Delivery,Investor Owned,0.0421060218954,0.0339663919134,0.06156195179
02883,13214,The Narragansett Electric Co,RI,Delivery,Investor Owned,0.0421060218954,0.0339663919134,0.06156195179
02882,13214,The Narragansett Electric Co,RI,Delivery,Investor Owned,0.0421060218954,0.0339663919134,0.06156195179
02881,13214,The Narragansett Electric Co,RI,Delivery,Investor Owned,0.0421060218954,0.0339663919134,0.06156195179
02880,13214,The Narragansett Electric Co,RI,Delivery,Investor Owned,0.0421060218954,0.0339663919134,0.06156195179
02887,13214,The Narragansett Electric Co,RI,Delivery,Investor Owned,0.0421060218954,0.0339663919134,0.06156195179
02886,13214,The Narragansett Electric Co,RI,Delivery,Investor Owned,0.0421060218954,0.0339663919134,0.06156195179
02885,13214,The Narragansett Electric Co,RI,Delivery,Investor Owned,0.0421060218954,0.0339663919134,0.06156195179
02889,13214,The Narragansett Electric Co,RI,Delivery,Investor Owned,0.0421060218954,0.0339663919134,0.06156195179
02888,13214,The Narragansett Electric Co,RI,Delivery,Investor Owned,0.0421060218954,0.0339663919134,0.06156195179
