Event_id,cause_of_death,CartoDB_Cause_of_death,dataset,date,quarter,Date-month,Year,dead,missing,dead_and_missing,description,location,latitude,longitude,latlong,Somme Dedoublement,name,route,source,source_url
35706,drowned,drowning or exhaustion related death,United,2003-06-22T00:00:00Z,2Q2003,2003 -- 6,2003,0,0,2,"drowned, dead bodies found flooting in front of Tarifa (E) (Jun 22, 2003). From Del Grande's data set (translated): Found on the beaches of Tarifa, Cadiz, the bodies of two drowned girls (Jun 25, 2003)",tarifa,36.018776,-5.600819,"36.018776, -5.600819",492,"Event at Tarifa on Jun 22, 2003",Western Mediteranean route,MUGAK,http://www.elpais.com/articulo/espana/inmigrantes/mueren/ahogados/Tarifa/Ceuta/otros/86/llegan/costa/elpepiesp/20030625elpepinac_27/Tes
35708,drowned,drowning or exhaustion related death,United,2003-06-19T00:00:00Z,2Q2003,2003 -- 6,2003,0,0,189,"reportedly drowned, boat capsized on way from Libya to Italy near port of Sfax (Jun 19, 2003). From Del Grande's data set (translated): Off the Tunisian coast boat sinks with 189 people on board. No survivor, recovered 20 bodies, all others are scattered (Jun 20, 2003)",sfax,34.745159,10.7613,"34.745159, 10.7613",239,"Event at Sfax on Jun 19, 2003",Central Mediteranean route,Statewatch/MNS/AFP/GuardianUn/ABC/Observer/LR/YaN/SP/VK/Vivre/Vita/IPL/TL/Unipa/ProAsyl,http://www.repubblica.it/online/cronaca/sbarcoquattro/deriva/deriva.html
35707,drowned,drowning or exhaustion related death,United,2003-06-19T00:00:00Z,2Q2003,2003 -- 6,2003,0,0,20,"drowned, boat capsized on way from Libya to Italy near port of Sfax (Jun 19, 2003)",sfax,34.745159,10.7613,"34.745159, 10.7613",239,"Event at Sfax on Jun 19, 2003",Central Mediteranean route,Statewatch/MNS/AFP/GuardianU/ABC/Observer/LR/YaN/SP/VK/Vivre/Vita/IPL/TL/Unipa,
35709,died from dehydration,drowning or exhaustion related death,Del grande,2003-06-18T00:00:00Z,2Q2003,2003 -- 6,2003,0,0,200,"According to the Ghanaian embassy in Tripoli, at least 200 young Ghanaians would have died of dehydration crossing the Sahara desert in Niger to enter Libya between January and June 2003 (Jun 19, 2003)",tripoli,32.876174,13.187507,"32.876174, 13.187507",1281,"Event at Tripoli on Jun 18, 2003",Central Mediteranean route,Modern Ghana,http://www.modernghana.com/GhanaHome/NewsArchive/news_details.asp?id=VFhwWmVFOVVZejA9&type=&section=&gender=General_News&amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;menu_id=1&menu_id2=0&sub_menu_id=0
35710,drowned,drowning or exhaustion related death,United,2003-06-17T00:00:00Z,2Q2003,2003 -- 6,2003,0,0,1,"stowaway, drowned, jumped overboard a containership in English Channel (Jun 17, 2003). From Del Grande's data set (translated): Tucked away on a freighter, young plunges into the sea in the waters of Eastbourne, but drowned (Jun 18, 2003)","Eastbourne, UK",50.768035,0.290472,"50.768035, 0.290472",1,"Event at Eastbourne, Uk on Jun 17, 2003",,BBC/MNS/YaN/IRR,http://news.bbc.co.uk/2/hi/uk_news/england/2999454.stm
35713,drowned,drowning or exhaustion related death,United,2003-06-15T00:00:00Z,2Q2003,2003 -- 6,2003,0,0,63,"reportedly drowned, ship sank on way from Tunisia to Lampedusa (I) (Jun 15, 2003). From Del Grande's data set (translated): Small vessel sinks off Lampedusa, 7 dead, 60 missing (Jun 17, 2003)",lampedusa,35.508622,12.59292,"35.508622, 12.59292",3843,"Event at Lampedusa on Jun 15, 2003",Central Mediteranean route,Statewatch/MNS/AFP/TG/PLi/IND/Nouvel Obs./TN/AGI/SP/ VK/LR/IPL/CNNit/ CDS/ILN/Unipa/ProAsyl,http://www.repubblica.it/online/cronaca/sbarcoquattro/naufraghi/naufraghi.html
35712,drowned,drowning or exhaustion related death,United,2003-06-15T00:00:00Z,2Q2003,2003 -- 6,2003,0,0,3,"drowned, ship sank on way from Tunisia to Lampedusa (I) (Jun 15, 2003)",lampedusa,35.508622,12.59292,"35.508622, 12.59292",3843,"Event at Lampedusa on Jun 15, 2003",Central Mediteranean route,Statewatch/MNS/AFP/TG/PLi/IND/LR/IPL/CNNit/ILN/CDS,
35711,drowned,drowning or exhaustion related death,United,2003-06-15T00:00:00Z,2Q2003,2003 -- 6,2003,0,0,4,"drowned, after boat sank on way from Tunisia to Lampedusa (I) (Jun 15, 2003)",lampedusa,35.508622,12.59292,"35.508622, 12.59292",3843,"Event at Lampedusa on Jun 15, 2003",Central Mediteranean route,LR/IPL/CNNit/ILN/CDS/TL,
35714,drowned,drowning or exhaustion related death,United,2003-06-13T00:00:00Z,2Q2003,2003 -- 6,2003,0,0,30,"reportedly drowned when dinghy capsized near Tarifa on way to Spain (Jun 13, 2003)",tarifa,36.018776,-5.600819,"36.018776, -5.600819",492,"Event at Tarifa on Jun 13, 2003",Western Mediteranean route,MNS,
35715,unknown,unknown - supposedly exhaustion related death,Del grande,2003-06-10T00:00:00Z,2Q2003,2003 -- 6,2003,0,0,9,"Rescued a boat 800 meters off the coast of Tuineje Fuerteventura in the Canary Islands. During the transhipment boat capsizes and die 9 people. One of the bodies is lost at sea (Jun 11, 2003)",fuerteventura,28.358744,-14.053676,"28.358744, -14.053676",488,"Event at Fuerteventura on Jun 10, 2003",Western African route,El Pais,http://www.elpais.com/articulo/espana/Hallados/cadaveres/inmigrantes/naufragaron/Fuerteventura/elpepuesp/20030610elpepunac_1/Tes
35716,suicide - hanged,suicide,United,2003-06-06T00:00:00Z,2Q2003,2003 -- 6,2003,0,0,1,"suicide, hanged himself in house in Blackburn (GB) awaiting decision on asylum claim (Jun 6, 2003)","Blackburn, UK",53.748575,-2.487529,"53.748575, -2.487529",1,"Event at Blackburn, Uk on Jun 06, 2003",,IRR,
35718,burned,"violent accidental death (transport, blown in minefield...)",Del grande,2003-06-05T00:00:00Z,2Q2003,2003 -- 6,2003,0,0,4,"Catches fire started from a kwassa kwassa Domains, Anjouan and Mayotte to direct, 4 dead (Jun 6, 2003)",mayotte,-12.8275,45.166244,"-12.8275, 45.166244",757,"Event at Mayotte on Jun 05, 2003",,Mayotte sans frontires,http://mayottesansfrontieres.blogspot.com/2006_01_01_archive.html
35717,unknown,unknown - supposedly exhaustion related death,Del grande,2003-06-05T00:00:00Z,2Q2003,2003 -- 6,2003,0,0,2,"Small boat collides on the rocks in Salobrena, 2 dead (Jun 6, 2003)",salobre,38.592861,-2.549821,"38.592861, -2.549821",10,"Event at Salobre on Jun 05, 2003",Western Mediteranean route,El Mundo,http://www.elmundo.es/elmundo/2003/06/05/sociedad/1054793675.html
35720,drowned,drowning or exhaustion related death,United,2003-06-04T00:00:00Z,2Q2003,2003 -- 6,2003,0,0,5,"drowned, dead bodies found near he beach of Sid Kacem, Tanger (MA) (Jun 4, 2003)",kacem,35.693271,-0.647622,"35.693271, -0.647622",9,"Event at Kacem on Jun 04, 2003",Western Mediteranean route,MUGAK,
35719,drowned,drowning or exhaustion related death,United,2003-06-04T00:00:00Z,2Q2003,2003 -- 6,2003,0,0,4,"drowned, dead bodies found near beach of Sid Kacem, Tanger (MA) (Jun 4, 2003)",kacem,35.693271,-0.647622,"35.693271, -0.647622",9,"Event at Kacem on Jun 04, 2003",Western Mediteranean route,MUGAK,
35721,drowned,drowning or exhaustion related death,Del grande,2003-06-02T00:00:00Z,2Q2003,2003 -- 6,2003,0,0,3,"Found the bodies of three men drowned the day before in the waters of Tuineje, Fuerteventura, in the Canary Islands (Jun 3, 2003)",fuerteventura,28.358744,-14.053676,"28.358744, -14.053676",488,"Event at Fuerteventura on Jun 02, 2003",Western African route,El Pais,http://www.elpais.com/articulo/espana/Hallados/cadaveres/naufragio/ayer/patera/Fuerteventura/elpepuesp/20030603elpepunac_7/Tes
35722,drowned,drowning or exhaustion related death,United,2003-05-30T00:00:00Z,2Q2003,2003 -- 5,2003,0,0,15,"reportedly drowned, after boat capsized during rescue attempt near Fuerteventura (E) (May 30, 2003). From Del Grande's data set (translated): A vessel of the Guardia Civil boat rescues two miles from the island of Fuerteventura, in the Canary Islands, but the passengers stand up and the boat capsizes. 12 people die drowned. Their bodies are lost at sea (Jun 2, 2003)",fuerteventura,28.358744,-14.053676,"28.358744, -14.053676",488,"Event at Fuerteventura on May 30, 2003",Western African route,Statewatch,http://www.elpais.com/articulo/espana/Doce/inmigrantes/desaparecen/aguas/Fuerteventura/volcar/patera/elpepuesp/20030602elpepunac_3/Tes
35723,unknown,unknown - supposedly exhaustion related death,United,2003-05-16T00:00:00Z,2Q2003,2003 -- 5,2003,0,0,1,"rejected asylum seeker found dead in a bus shelter in Boxmeer (NL) (May 16, 2003)","Boxmeer, Netherlands",51.645269,5.956666,"51.645269, 5.956666",1,"Event at Boxmeer, Netherlands on May 16, 2003",,MNS/ANP,
35724,drowned,drowning or exhaustion related death,United,2003-05-14T00:00:00Z,2Q2003,2003 -- 5,2003,0,0,4,"drowned, bodies found in fishing net near Lampedusa (I) (May 14, 2003). From Del Grande's data set (translated): A fishing boat off Lampedusa recover the remains of four bodies from the sea (May 15, 2003)",lampedusa,35.508622,12.59292,"35.508622, 12.59292",3843,"Event at Lampedusa on May 14, 2003",Central Mediteranean route,LR,http://www.repubblica.it/online/cronaca/sbarcotre/lampedusa/lampedusa.html
35726,drowned,drowning or exhaustion related death,United,2003-05-05T00:00:00Z,2Q2003,2003 -- 5,2003,0,0,6,"reportedly drowned, trying to avoid detection by coast guard near Salobreía (E) (May 5, 2003)",salobre,38.592861,-2.549821,"38.592861, -2.549821",10,"Event at Salobre on May 05, 2003",Western Mediteranean route,MUGAK/APDHA,
35725,drowned,drowning or exhaustion related death,United,2003-05-05T00:00:00Z,2Q2003,2003 -- 5,2003,0,0,2,"drowned, trying to avoid detection by coastguard near city of Salobreia (E) (May 5, 2003)",salobre,38.592861,-2.549821,"38.592861, -2.549821",10,"Event at Salobre on May 05, 2003",Western Mediteranean route,MNS/MUGAK/APDHA,
35727,suicide - other,suicide,United,2003-05-04T00:00:00Z,2Q2003,2003 -- 5,2003,0,0,1,"suicide, denied access to interpreter, suffered from paranoid psychosis (May 4, 2003)",Great Britain,55.378051,-3.435973,"55.378051, -3.435973",23,"Event at Great Britain on May 04, 2003",,MNS/The Herald/NCADC/ERB/IRR,
35728,unknown,unknown - supposedly exhaustion related death,United,2003-04-25T00:00:00Z,2Q2003,2003 -- 4,2003,0,0,1,"dead body found in a boat intercepted in the Gulf of Cadiz (E) (Apr 25, 2003)",cadiz,36.527061,-6.288596,"36.527061, -6.288596",185,"Event at Cadiz on Apr 25, 2003",Western Mediteranean route,MUGAK,
35729,drowned,drowning or exhaustion related death,United,2003-04-24T00:00:00Z,2Q2003,2003 -- 4,2003,0,0,2,"drowned after shipweck in Lanzarote (E) (Apr 24, 2003). From Del Grande's data set (translated): It overturns a boat just 20 meters from the beach in Barranco de Quiquere, on the island of Lanzarote, in the Canary Islands. One dead and one missing (Apr 26, 2003)",lanzarote,29.046854,-13.589973,"29.046854, -13.589973",74,"Event at Lanzarote on Apr 24, 2003",Western African route,MUGAK,http://www.elpais.com/articulo/espana/africano/muerto/desaparecido/volcar/patera/Lanzarote/elpepiesp/20030426elpepinac_22/Tes
35730,drowned,drowning or exhaustion related death,United,2003-04-09T00:00:00Z,2Q2003,2003 -- 4,2003,0,0,2,"drowned in the waters of Bahia Feliz (E), their boat had been intercepted earlier (Apr 9, 2003)","Bahia Feliz, Spain",27.78085,-15.520694,"27.78085, -15.520694",2,"Event at Bahia Feliz, Spain on Apr 09, 2003",Western African route,AFP/MUGAK,
35731,suicide - hanged,suicide,United,2003-04-08T00:00:00Z,2Q2003,2003 -- 4,2003,0,0,1,"suicide, found hanged in toilet of psychiatric ward at Heatherwood Hospital (GB) (Apr 8, 2003)","Heatherwood Hospital, UK",51.409994,-0.687312,"51.409994, -0.687312",1,"Event at Heatherwood Hospital, Uk on Apr 08, 2003",,icB/IRR/NCADC,
35732,blown in minefield,"violent accidental death (transport, blown in minefield...)",United,2003-03-31T00:00:00Z,1Q2003,2003 -- 3,2003,0,0,2,"died on Thracian (TR/GR) border straying into marked minefield in thick fog (Mar 31, 2003)",Thrace,42,26,"42, 26",9,"Event at Thrace on Mar 31, 2003",Eastern Mediteranean route Land,KI,
35733,starved,drowning or exhaustion related death,Del grande,2003-03-30T00:00:00Z,1Q2003,2003 -- 3,2003,0,0,13,"Intercepted boat adrift for 14 days, 130 miles to the south of the island of El Hierro, in the Canary Islands. Passengers speak of 12 died of starvation. Their bodies were thrown overboard by his companions. A man dies during rescue (Mar 31, 2003)",hierro,27.725499,-18.024301,"27.725499, -18.024301",41,"Event at Hierro on Mar 30, 2003",Western African route,El Pais,http://www.elpais.com/articulo/espana/Trece/muertos/22/supervivientes/patera/hallada/Hierro/500/kilometros/africa/elpepuesp/20050331elpepunac_2/Tes
35734,blown in minefield,"violent accidental death (transport, blown in minefield...)",Del grande,2003-03-25T00:00:00Z,1Q2003,2003 -- 3,2003,0,0,2,"1 dead, 1 injured on antipersonnel minefields in Evros, on the northeastern border with Turkey (Mar 26, 2003)",evros,41.244376,26.135943,"41.244376, 26.135943",188,"Event at Evros on Mar 25, 2003",Eastern Mediteranean route Land,Ansa,http://dea.ansa.it/
35735,suicide - put on fire,suicide,United,2003-03-24T00:00:00Z,1Q2003,2003 -- 3,2003,0,0,1,"asylum seeker, set fire to himself in Diever (NL) after being caught stealing (Mar 24, 2003)","Diever, Netherlands",52.854738,6.317742,"52.854738, 6.317742",1,"Event at Diever, Netherlands on Mar 24, 2003",,MNS/VK,
35737,suicide - hanged,suicide,United,2003-03-10T00:00:00Z,1Q2003,2003 -- 3,2003,0,0,1,"hanged himself in police custody in Valetta in fear of deportation (Mar 10, 2003)",Valetta,35.89779,14.514106,"35.89779, 14.514106",71,"Event at Valetta on Mar 10, 2003",Central Mediteranean route,Malta Independent/MNS/FIDH,
35736,unknown,unknown - supposedly exhaustion related death,United,2003-03-10T00:00:00Z,1Q2003,2003 -- 3,2003,0,0,1,"found dead in his cell in Heathrow police station  (Mar 10, 2003)",heathrow,51.47238,-0.45094,"51.47238, -0.45094",13,"Event at Heathrow on Mar 10, 2003",,MNS,
35741,shot by the police,authorities related death,United,2003-03-09T00:00:00Z,1Q2003,2003 -- 3,2003,0,0,1,"shot by border guard while trying to cross border between Morocco and Spain (Mar 9, 2003)",morocco,31.791702,-7.09262,"31.791702, -7.09262",77,"Event at Morocco on Mar 09, 2003",Western Mediteranean route,MUGAK,
35739,drowned,drowning or exhaustion related death,United,2003-03-09T00:00:00Z,1Q2003,2003 -- 3,2003,0,0,1,"drowned, ship sunk on way from North-Africa to Lampedusa (I) in international water (Mar 9, 2003)",lampedusa,35.508622,12.59292,"35.508622, 12.59292",3843,"Event at Lampedusa on Mar 09, 2003",Central Mediteranean route,YaN/GDS/ILM/IPL/TL,
35740,drowned,drowning or exhaustion related death,United,2003-03-09T00:00:00Z,1Q2003,2003 -- 3,2003,0,0,5,"drowned near the Island of Evia (GR) trying to reach Greek coast by boat (Mar 9, 2003)",evia,38.523604,23.858474,"38.523604, 23.858474",70,"Event at Evia on Mar 09, 2003",Eastern Mediteranean route Sea,MNS/Flüchtlingsrat-Brandenburg/ILM,
35738,suicide - put on fire,suicide,United,2003-03-09T00:00:00Z,1Q2003,2003 -- 3,2003,0,0,1,"Armenian, set himself on fire in Biedenkopf (D), asylum application was rejected (Mar 9, 2003)","Biedenkopf, Germany",50.912151,8.530123,"50.912151, 8.530123",1,"Event at Biedenkopf, Germany on Mar 09, 2003",,MNS/ERB,
35742,suicide - put on fire,suicide,United,2003-03-08T00:00:00Z,1Q2003,2003 -- 3,2003,0,0,1,"set fire to himself, after being denied necessary medication in Manchester (GB) (Mar 8, 2003)","Manchester, UK",53.479324,-2.248485,"53.479324, -2.248485",1,"Event at Manchester, Uk on Mar 08, 2003",,BBC/Socialist Worker/NCADC/IRR/Asylum Policy/gay.com UK/IRR,
35743,drowned,drowning or exhaustion related death,United,2003-03-01T00:00:00Z,1Q2003,2003 -- 3,2003,0,0,1,"drowned, tried to swim to Spain body found floating in a bay south of Ceuta (E/MA) (Mar 1, 2003)",ceuta,35.888384,-5.324636,"35.888384, -5.324636",213,"Event at Ceuta on Mar 01, 2003",Western Mediteranean route,MNS,
35744,unknown,unknown - supposedly exhaustion related death,Del grande,2003-02-27T00:00:00Z,1Q2003,2003 -- 2,2003,0,0,7,"Seven died in a shipwreck in the bay of Kani Keli, Mayotte (Feb 28, 2003)",mayotte,-12.8275,45.166244,"-12.8275, 45.166244",757,"Event at Mayotte on Feb 27, 2003",,Mayotte sans frontires,http://mayottesansfrontieres.blogspot.com/2006_01_01_archive.html
35745,hypothermia,drowning or exhaustion related death,United,2003-02-27T00:00:00Z,1Q2003,2003 -- 2,2003,0,0,1,"dead body found near Kamanitsa (UA) few meters from UA-SK border (Feb 27, 2003). From Del Grande's data set (translated): Found the body of a man frozen to death trying to walk across the border between Ukraine and Slovakia (Feb 27, 2003)",slovakia,48.669026,19.699024,"48.669026, 19.699024",16,"Event at Slovakia on Feb 27, 2003",Eastern Land borders Route,NOB,http://www.obozrevatel.com.ua/news.php?id=76138
35746,died from dehydration,drowning or exhaustion related death,Del grande,2003-02-24T00:00:00Z,1Q2003,2003 -- 2,2003,0,0,12,"Found 12 deaths from dehydration in a ship in the Atlantic Ocean. The boat, live in Fuerteventura, had been abandoned by the captain into open sea after an engine failure (Feb 25, 2003)",fuerteventura,28.358744,-14.053676,"28.358744, -14.053676",488,"Event at Fuerteventura on Feb 24, 2003",Western African route,The Guardian,http://www.guardian.co.uk/international/story/0
35747,frozen,"violent accidental death (transport, blown in minefield...)",United,2003-02-24T00:00:00Z,1Q2003,2003 -- 2,2003,0,0,1,"stowaway, fell from plane wheelbay under flight path to airport near Paris (F) (Feb 24, 2003). From Del Grande's data set (translated): Paris, falls from the undercarriage of a plane landing, the body of a young man froze to death during the trip (Feb 25, 2003)",paris,48.856614,2.352222,"48.856614, 2.352222",30,"Event at Paris on Feb 24, 2003",,MNS,http://www.migpolgroup.com/topics/2054.html
35748,car accident,"violent accidental death (transport, blown in minefield...)",United,2003-02-23T00:00:00Z,1Q2003,2003 -- 2,2003,0,0,1,"crushed to death trying to climb lorry in Calais (F) ferry terminal on his way to GB (Feb 23, 2003). From Del Grande's data set (translated): Eighteen year old dies crushed by the truck on which he was trying to climb on the sly, in Calais, to Dover to board (Feb 24, 2003)",dover,51.127876,1.313403,"51.127876, 1.313403",6,"Event at Dover on Feb 23, 2003",,AFP/MNS/NO,http://www.statewatch.org/news/2003/jun/20deaths.htm
35749,car accident,"violent accidental death (transport, blown in minefield...)",United,2003-02-22T00:00:00Z,1Q2003,2003 -- 2,2003,0,0,1,"hit by lorry in Calais (F), trying to reach Great-Britain as a stowaway (Feb 22, 2003)",calais,50.95129,1.858686,"50.95129, 1.858686",28,"Event at Calais on Feb 22, 2003",,Vivre,
35750,suicide - hanged,suicide,United,2003-02-21T00:00:00Z,1Q2003,2003 -- 2,2003,0,0,1,"suicide, hanged herself with scarf in police cel in Emmen (NL) in fear of deportation (Feb 21, 2003)","Emmen, Netherlands",52.785804,6.897585,"52.785804, 6.897585",1,"Event at Emmen, Netherlands on Feb 21, 2003",,DVHN,
35751,starved,drowning or exhaustion related death,United,2003-02-19T00:00:00Z,1Q2003,2003 -- 2,2003,0,0,12,"died of thirst/hunger after 14 days at sea, going from Morocco to Fuerteventura (E) (Feb 19, 2003). From Del Grande's data set (translated): Rescued a boat adrift for 15 days 220 kilometers south of the Canaries. On board only 6 survivors. Another 12 people have died of starvation and their bodies thrown overboard by his companions (Feb 21, 2003)",fuerteventura,28.358744,-14.053676,"28.358744, -14.053676",488,"Event at Fuerteventura on Feb 19, 2003",Western African route,PUB/NOB/MUGAK,http://www.elpais.com/articulo/espana/pesquero/halla/vivos/ocupantes/patera/llevaba/semanas/deriva/elpepiesp/20030221elpepinac_22/Tes
35752,drowned,drowning or exhaustion related death,United,2003-02-11T00:00:00Z,1Q2003,2003 -- 2,2003,0,0,15,"reportedly drowned, boat capsized during rescue attempt near Fuerteventura (E) (Feb 11, 2003)",fuerteventura,28.358744,-14.053676,"28.358744, -14.053676",488,"Event at Fuerteventura on Feb 11, 2003",Western African route,MNS/GuardianUn./MUGAK/ABC/Raz,
35753,unknown,unknown - supposedly exhaustion related death,Del grande,2003-02-09T00:00:00Z,1Q2003,2003 -- 2,2003,0,0,9,"Direct vessel sinks in Sicily off the coast of Libya, 9 dead (Feb 10, 2003)",sicily,37.599994,14.015356,"37.599994, 14.015356",363,"Event at Sicily on Feb 09, 2003",Central Mediteranean route,Ansa,http://dea.ansa.it/
35754,fall,"violent accidental death (transport, blown in minefield...)",United,2003-02-08T00:00:00Z,1Q2003,2003 -- 2,2003,0,0,1,"jumped out of the window trying to escape police check in Sartrouville (F) (Feb 8, 2003)","Sartrouville, France",48.941106,2.158431,"48.941106, 2.158431",1,"Event at Sartrouville, France on Feb 08, 2003",,MNS/Grand Paris,
35756,drowned,drowning or exhaustion related death,United,2003-02-05T00:00:00Z,1Q2003,2003 -- 2,2003,0,0,2,"missing, after boat capsized during rescue attempt near Fuerteventura (E) (Feb 5, 2003)",fuerteventura,28.358744,-14.053676,"28.358744, -14.053676",488,"Event at Fuerteventura on Feb 05, 2003",Western African route,Statewatch/MNS/MUGAK,
35755,drowned,drowning or exhaustion related death,United,2003-02-05T00:00:00Z,1Q2003,2003 -- 2,2003,0,0,9,"drowned, after boat capsized during rescue attempt near Fuerteventura (E) (Feb 5, 2003)",fuerteventura,28.358744,-14.053676,"28.358744, -14.053676",488,"Event at Fuerteventura on Feb 05, 2003",Western African route,Statewatch/MNS/MUGAK,
35757,fall,"violent accidental death (transport, blown in minefield...)",United,2003-02-04T00:00:00Z,1Q2003,2003 -- 2,2003,0,0,1,"fell from bridge over M60, at Stockport (GB) after his asylum claim was rejected (Feb 4, 2003)","Stockport, UK",53.406754,-2.158843,"53.406754, -2.158843",1,"Event at Stockport, Uk on Feb 04, 2003",,IRR,
35758,drowned,drowning or exhaustion related death,Del grande,2003-02-02T00:00:00Z,1Q2003,2003 -- 2,2003,0,0,1,"Found by wetting the corpse of a drowned boy on the beach of Fuente Caballo Ceuta (Feb 3, 2003)",ceuta,35.888384,-5.324636,"35.888384, -5.324636",213,"Event at Ceuta on Feb 02, 2003",Western Mediteranean route,Abc,http://www.abc.es/hemeroteca/historico-04-02-2003/Nacional/rescatan-de-entre-las-rocas-el-cadaver-de-un-inmigrante-ahogado-en-aguas-de-ceuta_159837.html
35612,lack of medical care,drowning or exhaustion related death,United,2003-12-31T00:00:00Z,4Q2003,2003 -- 12,2003,0,0,1,"mother deported ill/pregnant from Germany, imprisoned in Congo, no medical care (Dec 31, 2003)",congo,-0.228021,15.827659,"-0.228021, 15.827659",3,"Event at Congo on Dec 31, 2003",,Statewatch,
35611,lack of medical care,drowning or exhaustion related death,United,2003-12-31T00:00:00Z,4Q2003,2003 -- 12,2003,0,0,2,"deported pregnant from Germany, imprisoned in Congo, got late medical care,baby died (Dec 31, 2003)",congo,-0.228021,15.827659,"-0.228021, 15.827659",3,"Event at Congo on Dec 31, 2003",,Statewatch/ProAsyl/FR-NieSa/ARI,
35613,suicide - put on fire,suicide,United,2003-12-31T00:00:00Z,4Q2003,2003 -- 12,2003,0,0,1,"suicide, set fire to himself in London in fear of deportation (Dec 31, 2003)",london,51.511214,-0.119824,"51.511214, -0.119824",9,"Event at London on Dec 31, 2003",,IRR,
35614,drowned,drowning or exhaustion related death,United,2003-12-26T00:00:00Z,4Q2003,2003 -- 12,2003,0,0,1,"asylum seeker's child drowned, fell into ditch near Asylum Centre Dalem (NL) (Dec 26, 2003)","Dalem, Switzerland",46.369718,10.126025,"46.369718, 10.126025",1,"Event at Dalem, Switzerland on Dec 26, 2003",,VK,
35617,drowned,drowning or exhaustion related death,United,2003-12-19T00:00:00Z,4Q2003,2003 -- 12,2003,0,0,51,"reportedly drowned, boat sank off Turkish coast  on way from Turkey to Greece (Dec 19, 2003). From Del Grande's data set (translated): A wooden ship of 14 m from Turkey match, abandoned by her captain, sank off the coast of Rhodes. 52 dead (Dec 22, 2003)","Rhodes, Greece",36.163149,27.971761,"36.163149, 27.971761",51,"Event at Rhodes, Greece on Dec 19, 2003",Eastern Mediteranean route Sea,MNS/NI/AP/SP/Kurier/Vielfaltletter/BBC/MUGAK/IMK,http://www.ekathimerini.com/4dcgi/_w_articles_politics_100028_27/12/2003_37833
35615,drowned,drowning or exhaustion related death,United,2003-12-19T00:00:00Z,4Q2003,2003 -- 12,2003,0,0,7,"drowned, boat sank off coast of Marmaris (TR) on way from Turkey to Greece (Dec 19, 2003)","Marmaris, Turkey",36.850566,28.255586,"36.850566, 28.255586",7,"Event at Marmaris, Turkey on Dec 19, 2003",Eastern Mediteranean route Sea,MNS/NI/AP/SP/Kurier/Vielfaltletter/BBC/MUGAK/IMK,
35616,drowned,drowning or exhaustion related death,United,2003-12-19T00:00:00Z,4Q2003,2003 -- 12,2003,0,0,2,"reportedly drowned, after boat sank off Turkish coast  on way from Turkey to Greece (Dec 19, 2003)",Turkey to Greece,38.652771,26.613007,"38.652771, 26.613007",69,"Event at Turkey To Greece on Dec 19, 2003",Eastern Mediteranean route Sea,MNS/NI/AP/SP/Kurier/Vielfaltletter/BBC/MUGAK/IMK,
35618,drowned,drowning or exhaustion related death,United,2003-12-11T00:00:00Z,4Q2003,2003 -- 12,2003,0,0,1,"drowned, after a shipwreck near Tripoli (LY), on the way to Italy (Dec 11, 2003)",tripoli,32.876174,13.187507,"32.876174, 13.187507",1281,"Event at Tripoli on Dec 11, 2003",Central Mediteranean route,IPL/Unipa,
35619,asphyxiated,drowning or exhaustion related death,United,2003-12-11T00:00:00Z,4Q2003,2003 -- 12,2003,0,0,1,"stowaway, suffocated on a cargo ship on way from Cameroon to Spain (Dec 11, 2003)",cameroon,7.369722,12.354722,"7.369722, 12.354722",1,"Event at Cameroon on Dec 11, 2003",Western Mediteranean route,MNS/Statewatch,
35620,drowned,drowning or exhaustion related death,Del grande,2003-12-04T00:00:00Z,4Q2003,2003 -- 12,2003,0,0,10,"Recovered the bodies of 10 drowned in a shipwreck off the coast of Motril, Granada (Dec 5, 2003)",granada,37.177336,-3.598557,"37.177336, -3.598557",38,"Event at Granada on Dec 04, 2003",Western Mediteranean route,El Pais,http://www.elpais.com/articulo/espana/Infierno/bordo/patera/costas/Granada/elpepiesp/20031205elpepinac_13/Tes
35621,drowned,drowning or exhaustion related death,Del grande,2003-12-03T00:00:00Z,4Q2003,2003 -- 12,2003,0,0,1,"The fishing boat from Mazara Marcant Antonio I recovered at sea the body of a man who drowned off Lampedusa (Dec 4, 2003)",lampedusa,35.508622,12.59292,"35.508622, 12.59292",3843,"Event at Lampedusa on Dec 03, 2003",Central Mediteranean route,Ansa,http://dea.ansa.it/
35622,drowned,drowning or exhaustion related death,Del grande,2003-12-02T00:00:00Z,4Q2003,2003 -- 12,2003,0,0,15,"Boat rescued 37 kilometers south of the island of Fuerteventura, in the Canary Islands. During the operations of the approaching boat capsizes. 15 men die drowned, their bodies are scattered in the sea (Dec 3, 2003)",fuerteventura,28.358744,-14.053676,"28.358744, -14.053676",488,"Event at Fuerteventura on Dec 02, 2003",Western African route,El Pais,http://www.elpais.com/articulo/espana/Quince/inmigrantes/desaparecen/mar/durante/rescate/patera/Fuerteventura/elpepunac/20031203elpepinac_25/Tes
