rMVMP,fulldate,NAME,rMVOP,Obs,BHRET3
107.717,19941108,"Tele-Matic",107.717,943,5.263
74.783,19941115,"Orbit Semiconductor",67.9846,944,59.157
70.4196,19941116,"Unitech Industries",52.0022,945,-89.23
96.596,19941117,"Quality Semiconductor",70.9687,946,-48.47
475.908,19941117,"Shiva",226.623,947,-39.35
75.265,19941122,"Andyne Computing Limited",66.9025,948,-9.365
205.177,19941122,"ITI Technologies",202.021,949,56.25
81.589,19941129,"Veeco Instruments",82.0514,950,264.571
4309.33,19941207,"SGS-Thomson Microelectronics",4309.33,951,213.599
66.806,19941208,"Applix",66.8062,952,45.22
102.473,19941208,"Applied Voice Technology",96.0105,953,93.458
175.863,19941208,"Micrel",117.242,954,400.76
23.6593,19941214,"Global Telecommunication",23.6593,955,-55.045
172.173,19941214,"Netcom On-Line Communications",131.662,956,32.098
137.558,19941214,"Security Dynamics Technologies",134.407,957,738.168
97.211,19941215,"Videonics",88.6447,958,-60.439
107.422,19941215,"Microtec Research",104.167,959,15.152
218.026,19941215,"PriCellular",223.919,960,121.41
71.517,19941216,"BTG",71.5169,961,9.38
102.187,19941216,"Phamis",92.5467,962,82.547
18.6723,19950110,"Diasys",16.408,963,9.89
36.1181,19950126,"Tylan General",36.1181,964,125.84
169.12,19950126,"Neopath",155.026,965,18.75
420.114,19950202,"Integrated Silicon Solutions",287.446,966,-44.059
97.085,19950206,"Concentra",92.2423,967,-72.289
42.3019,19950207,"Coin Bill Validator",44.3163,968,95.238
312.344,19950209,"Information Storage Devices",171.932,969,-72.48
976.31,19950209,"General Magic",513.365,970,-94.588
490.133,19950213,"Oak Technology",319.156,971,-42.379
87.351,19950214,"STB Systems",79.11,972,288.443
263.7,19950214,"Globalstar Telecommunications",293,973,625.193
292.359,19950223,"Transaction Systems",245.336,974,379.15
47.3478,19950224,"ThrustMaster",35.6618,975,29.446
155.03,19950228,"TGV Software",131.381,976,-1.618
92.963,19950301,"VIASOFT",92.963,977,575
203.398,19950302,"Software Artistry",137.232,978,17.626
264.391,19950302,"P-COM",167.867,979,236.96
117.083,19950307,"DSP Communications",117.083,980,542.5
94.735,19950308,"EqualNet Holdings",93.6282,981,-77.793
659.288,19950310,"Tivoli Systems",300.164,982,54.065
611.26,19950313,"National Instruments",443.161,983,149.82
505.43,19950314,"Palmer Wireless",480.154,984,16.74
118.703,19950315,"Continental Circuits",109.523,985,106.59
262.241,19950315,"SDL",149.852,986,23.245
1087.76,19950315,"ASM Lithography Holding",870.21,987,754.444
18.6773,19950316,"LifeRate Systems",16.9794,988,-73.864
386.326,19950317,"Remedy",261.338,989,62.96
118.015,19950320,"CATS Software",101.155,990,-64.81
114.582,19950329,"Datastream Systems",79.0221,991,281.609
176.53,19950330,"ACT Manufacturing",151.311,992,-26.786
143.433,19950331,"Periphonics Corp",123.573,993,58.077
124.569,19950403,"Renaissance Solutions",113.642,994,180.2
40.5615,19950405,"Mustang Software",31.9575,995,-71.212
600.738,19950405,"Premisys Communications",274.623,996,59.77
222.101,19950413,"Open Environment",154.023,997,-82.081
163.941,19950420,"ANADIGICS",134.469,998,64.326
25.5998,19950421,"Shared Technologies Cellular",23.3737,999,30.435
32.7248,19950427,"PACE Health Management",30.4134,1000,-95.349
724.35,19950501,"Performance Systems",569.979,1001,-9.34
179.432,19950502,"ACT Networks",136.172,1002,-15.657
276.27,19950504,"Firefox Communications",177.602,1003,-74.554
23.1975,19950512,"Electropharmacology",21.0887,1004,-78.409
132.614,19950515,"AG Associates",90.4374,1005,-80.585
42.8578,19950523,"Interactive Group",41.2705,1006,116.67
317.905,19950524,"Maxis",254.324,1007,-35
492.988,19950524,"VideoServer",307.552,1008,-67.202
1286.07,19950524,"NexGen ",727.966,1009,-43.868
236.959,19950525,"Number Nine Visual Technology",187.073,1010,-86.29
1079.78,19950525,"UUNet Technologies",581.417,1011,119.23
112.676,19950601,"FEI",97.311,1012,-20.46
39.1233,19950606,"Med-Design",34.7542,1013,-65.079
367.882,19950606,"ArcSys",180.47,1014,-2.649
144.816,19950614,"TranSwitch",142.754,1015,39.726
80.351,19950615,"MySoftware",67.9892,1016,-65.385
381.978,19950615,"Datalogix International",270.568,1017,-66.93
124.132,19950616,"Eagle Point Software",93.549,1018,-52.899
214.602,19950620,"HNC Software",138.135,1019,230.943
172.707,19950620,"CP Clare",138.999,1020,-46.556
88.893,19950621,"VidaMed",87.1499,1021,-33.019
637.18,19950622,"HighwayMaster Communications",637.179,1022,-79.798
32.6307,19950623,"Microfield Graphics",25.2625,1023,-37.097
209.856,19950627,"Spyglass",131.498,1024,-14.286
187.946,19950628,"Paradigm Technology",134.935,1025,-99.68
202.145,19950628,"InStent",184.413,1026,52.62
141.818,19950629,"Inference",110.404,1027,-72.48
49.2788,19950630,"Telesoft",33.2965,1028,-45.07
251.074,19950630,"Dendrite International",225.702,1029,133.33
345.087,19950630,"Seer Technologies",299.352,1030,-91.566
608.325,19950630,"Discreet Logic",387.116,1031,-29.55
316.203,19950706,"Legato Systems",222.513,1032,455.56
322.786,19950706,"MIDCOM Communications",232.83,1033,-99.18
582.898,19950714,"Novadigm",378.014,1034,-82.16
106.957,19950718,"PixTech",112.899,1035,-56.94
133.592,19950720,"Unison Software",98.149,1036,85.37
132.489,19950720,"Integrated Measurement Systems",107.954,1037,-41.614
211.15,19950720,"IMNET Systems",144.789,1038,-6.429
204.049,19950724,"MiniMed",216.542,1039,331.76
43.9738,19950725,"RSI Systems",29.712,1040,-61.429
60.7301,19950727,"Across Data Systems",47.7165,1041,21.43
99.839,19950727,"GSE Systems",86.6548,1042,-79.845
204.184,19950727,"Cybex",138.845,1043,61.58
317.495,19950727,"TelCom Semiconductor",192.765,1044,-71.06
359.046,19950727,"Astea International",237.989,1045,-90.06
53.1649,19950728,"Percon Acquisition",37.775,1046,-23.68
141.173,19950731,"Smartflex Systems",109.295,1047,-60.67
221.631,19950801,"Orion Network Systems",221.631,1048,41.96
272.606,19950801,"ON Technology",222.475,1049,-85.37
675.33,19950801,"Pure Software",385.903,1050,-40.43
141.488,19950804,"Summit Medical Systems",94.3255,1051,-88.426
3324.36,19950808,"Netscape Communications",1597.98,1052,-13.937
186.215,19950810,"HPR",164.338,1053,190.11
26.9729,19950811,"Bureau of Electronic",20.3415,1054,-88.42
308.272,19950811,"Desktop Data",186.831,1055,-72.22
271.241,19950814,"Vantive",209.993,1056,25.69
69.208,19950822,"Euphonix",63.2763,1057,-88.571
222.718,19950822,"Harbinger",176.644,1058,30.165
217.262,19950823,"Plasma & Materials Tech",168.982,1059,-98.44
55.0581,19950824,"Com/Tech Communication",27.1758,1060,-99.074
629.19,19950824,"Computron Software",530.645,1061,-95.783
98.682,19950828,"Computational Systems",86.5632,1062,105.318
291.022,19950918,"Smith Micro Software",240.846,1063,-89.62
129.286,19950919,"NetStar",90.5004,1064,72.5
294.172,19950920,"Tel-Save Holdings",252.804,1065,125.467
409.267,19950920,"Premenos Technology",277.993,1066,-58.49
189.551,19950921,"General Scanning",171.669,1067,-54.86
2417.25,19950921,"PanAmSat",2490.5,1068,81.258
75.055,19950926,"Accom",84.4367,1069,-94.158
68.3349,19950928,"Mizar",61.1418,1070,-70.72
115.908,19950928,"Computer Management Sciences",95.4535,1071,98.423
221.857,19950928,"DepoTech",190.163,1072,-91.08
197.409,19950928,"Zycon",193.38,1073,46.86
987.86,19950928,"CheckFree",827.042,1074,-53.488
96.141,19950929,"Microwave Power Devices",87.9,1075,-64.286
98.36,19950929,"Simware",98.36,1076,-62.5
92.383,19951005,"LeCroy",92.3829,1077,2.125
831.49,19951005,"ESS Technology",779.519,1078,-82.024
45.3541,19951006,"Vodavi Technology",38.1662,1079,-69.08
271.675,19951006,"Verity",176.222,1080,-62.162
90.344,19951011,"Elantec Semiconductor",87.229,1081,-61.207
222.306,19951016,"Logic Works",177.845,1082,9.721
46.2525,19951018,"ScanVec Co(1990)",45.4091,1083,-65.245
180.835,19951018,"ADE",148.923,1084,-44.118
132.18,19951020,"RadiSys",105.744,1085,0
229.033,19951020,"Enterprise Systems",172.448,1086,48.82
118.18,19951026,"DataWorks",107.814,1087,-59.044
247.184,19951031,"Cooper & Chyan Technology",192.429,1088,105.31
85.745,19951102,"Cardiometrics",88.1945,1089,-1.106
313.022,19951103,"Clarify",182.889,1090,25.281
201.251,19951106,"Perclose",180.432,1091,71.6
621.876,19951106,"Arbor Software",269.348,1092,-16.32
539.975,19951107,"Sandisk",322.373,1093,-27.857
271.06,19951108,"Meta Software ",172.284,1094,-35.1
35.255,19951109,"Medwave",34.3616,1095,163.175
188.694,19951109,"Fractal Design",137.187,1096,-41.736
504.083,19951109,"Visio",310.205,1097,152.655
884.842,19951109,"Sync Research",402.201,1098,-97.45
92.031,19951110,"ADAM Software",92.0313,1099,-80.208
66.277,19951114,"Lumisys",73.1328,1100,-44.54
80.543,19951114,"Applied Microsystems",94.7562,1101,-58.609
119.948,19951115,"Photon Dynamics ",89.9613,1102,-66.47
154.664,19951115,"Catalyst International",154.664,1103,-16.82
213.965,19951115,"Advent Software",181.241,1104,81.357
359.181,19951116,"Scopus Technology",205.247,1105,30.443
711.47,19951116,"IDX Systems",536.287,1106,78.213
458.047,19951117,"Secure Computing",151.891,1107,-65.285
152.59,19951117,"Software 2000",156.138,1108,-36.047
308.661,19951117,"Advanced Energy Industries",308.661,1109,53.75
318.384,19951117,"Smart Modular Technologies",311.887,1110,234.694
33.8122,19951120,"Multimedia Concepts",21.1326,1111,-84.906
112.146,19951121,"Intevac Industries",107.66,1112,21
400.666,19951121,"Silicon Storage Technology",300.499,1113,-79.688
487.217,19951121,"Network Appliance",320.85,1114,609.756
2187.53,19951129,"Pixar",1233.99,1115,25
336.083,19951130,"Lernout en Hauspie",231.057,1116,407.04
586.594,19951130,"Westell Technologies ",327.988,1117,-47.768
1849.74,19951130,"Objective Systems Integrators",852.002,1118,-90.06
80.144,19951201,"Benchmarq Microelectronics",75.4299,1119,57.35
527.25,19951204,"BE Semiconductor Industries",468.507,1120,-57.07
71.4082,19951206,"Kinetiks.com",47.2902,1121,-87.07
131.05,19951206,"Spacetec IMC",102.784,1122,-83.09
141.929,19951206,"Mecon",105.433,1123,-51.038
519.709,19951208,"Citrix Systems",259.854,1124,773.75
484.443,19951211,"Visioneer",322.962,1125,-92.361
55.4078,19951212,"AML Communications",42.2154,1126,-76.786
144.844,19951212,"Molecular Devices",140.007,1127,57.827
492.741,19951212,"MetaTools",305.839,1128,-81.897
249.72,19951213,"SQA",179.574,1129,7.865
50.0667,19951214,"SC & T International",37.0865,1130,-89.35
115.644,19951214,"Tollgrade Communications",95.7055,1131,3.879
114.621,19951214,"Blonder Tongue Laboratories",110.213,1132,-34.81
124.51,19951214,"TechForce",127.405,1133,-37.209
338.635,19951214,"Triple P",338.635,1134,-67.969
1259.79,19951214,"GT Interactive Software",1216.35,1135,-64.224
150.879,19951215,"Zoran",129.325,1136,-20.635
464.77,19951219,"Elcom International",358.768,1137,-90.178
25.2163,19951220,"DeltaPoint",17.7998,1138,-66.176
36.8451,19951220,"Castelle",35.5746,1139,-86.207
56.8054,19951220,"ForeFront Group",55.084,1140,86.36
77.739,19951220,"Celeritek",72.8801,1141,-64.84
88.669,19951220,"Electrostar",88.6691,1142,55.259
175.994,19951220,"AMISYS Managed Care Systems",160.7,1143,51.181
479.247,19960122,"Red Brick Systems",285.171,1144,-80.579
496.085,19960123,"Open Text",338.24,1145,10.207
34.6803,19960124,"Bell Technology Group",30.3453,1146,152.194
56.0814,19960124,"Performance Technologies",54.3819,1147,158.14
1347.84,19960126,"Omnipoint",1026.93,1148,-27.976
94.556,19960201,"Remec",88.9938,1149,253.254
253.099,19960201,"Conceptus",181.712,1150,-92.949
208.719,19960205,"Arthrocare",173.108,1151,3.7
596.44,19960205,"Documentum",477.151,1152,-29.31
211.867,19960206,"VocalTec",233.361,1153,-20.74
436.192,19960206,"Raptor Systems",264.359,1154,-37.661
118.244,19960207,"EndoVascular Technologies",141.893,1155,71.25
238.385,19960207,"TresCom International",197.284,1156,-25.289
125.824,19960208,"Rural Cellular",119.832,1157,23.81
347.944,19960208,"CellularVision USA",342.24,1158,-81.148
145.176,19960212,"Physician Support Systems",107.207,1159,-7.692
21.6788,19960213,"Digital Data Networks",14.4525,1160,-82.353
73.128,19960214,"Cotelligent Group",79.7761,1161,78.03
112.673,19960214,"XeTel",97.447,1162,-75.68
151.679,19960214,"VitalCom",140.443,1163,-83.333
164.783,19960214,"Optical Sensors",153.013,1164,-90.179
96.239,19960215,"Ultradata",105.41,1165,-45.393
163.879,19960215,"SCB Computer Technology",155.075,1166,37.405
428.385,19960215,"CyberCash",257.789,1167,-50.664
92.552,19960216,"Iridex",81.2649,1168,-59.756
130.013,19960216,"Gensym",85.9308,1169,-74.38
798.44,19960216,"Cylink",532.29,1170,-83.889
93.432,19960222,"Ultrafem",77.8596,1171,-99.219
208.259,19960226,"Preferred Networks",205.586,1172,-96.31
167.791,19960228,"Integrated Packaging Assembly",148.051,1173,-97.243
837.73,19960228,"CSG Systems International",546.343,1174,209.783
104.811,19960229,"OrCAD",96.0768,1175,-41.516
300.123,19960301,"PowerCerv",275.523,1176,-81.15
220.833,19960305,"Data Processing Resources",146.316,1177,-2.704
772.64,19960305,"Premiere Technologies",529.813,1178,-63.333
303.444,19960308,"Cytyc",298.776,1179,18.846
997.29,19960311,"Forte Software",547.533,1180,-86.826
3349.94,19960311,"XYLAN",1492.05,1181,-38.083
63.9602,19960314,"MindSpring Enterprises",57.6218,1182,3134.51
120.783,19960314,"Isocor",112.182,1183,-45.81
135.841,19960314,"Innotech",135.841,1184,38.339
461.832,19960314,"Prism Solutions",320.455,1185,-90.738
219.42,19960315,"JDA Software Group",225.848,1186,-28.34
268.571,19960315,"Individual",238.73,1187,-65.87
319.509,19960315,"IDT",297.218,1188,68.023
25.4427,19960319,"Semiconductor Laser Intl",23.1297,1189,-93.182
25.4104,19960319,"Gateway Data Sciences",26.884,1190,-76.532
31.4433,19960319,"EuroMed",29.1974,1191,-60.714
96.343,19960319,"Elamex",94.9716,1192,-56.961
65.197,19960320,"Logal Educational Software",65.1967,1193,-93.359
33.3898,19960321,"Smartserv Online",24.955,1194,-67.29
90.231,19960321,"Analogy",88.6936,1195,-53.173
187.908,19960321,"Intelligent Medical Imaging",166.962,1196,-91.4
203.445,19960321,"Workgroup Technology",169.537,1197,-89.93
99.902,19960327,"PCD",89.7082,1198,-24.49
117.52,19960327,"FemRx",112.76,1199,-75.67
199.284,19960328,"Segue Software",166.842,1200,-59.01
73.47,19960402,"KVH Industries",63.1682,1201,-71.074
193.594,19960402,"Microware Systems",193.594,1202,-81.22
1414.02,19960402,"Arterial Vascular Engineering",924.19,1203,263.931
92.556,19960403,"Ansoft",92.556,1204,-8.824
315.659,19960403,"Excite ",268.31,1205,1260.12
496.978,19960403,"Sapient",326.142,1206,357.673
867.46,19960403,"DecisionOne",701.763,1207,6.63
157.744,19960404,"Praegitzer Industries",149.857,1208,-41.026
137.481,19960412,"Worldtalk Communications",109.985,1209,-56.25
1235.84,19960412,"Yahoo!",486.845,1210,3589.77
211.266,19960416,"Walsh International",179.419,1211,22.456
80.293,19960417,"Kentek Information Systems",77.8596,1212,-12.449
195.065,19960418,"LanVision Systems",164.933,1213,-90.65
410.852,19960418,"CardioThoracic Systems",332.375,1214,-57.865
521.78,19960418,"Transition Systems",426.91,1215,-31.818
68.351,19960423,"InVision Technologies",65.3792,1216,8.13
267.295,19960423,"AXENT Technologies",199.58,1217,-46.99
811.92,19960425,"Affinity Technology Group",514.874,1218,-88.699
1385.97,19960425,"i2 Technologies",697.343,1219,54.997
1203.18,19960425,"Heartport",721.908,1220,-83.9
259.613,19960426,"SpectraLink",215.782,1221,-62.34
179.227,19960429,"Infonautics",189.372,1222,-51.63
244.52,19960429,"Polycom",247.825,1223,171.96
629.446,19960429,"Sykes Enterprises",319.156,1224,42.671
68.1646,19960430,"Wiztec Solutions",51.9349,1225,133.33
64.363,19960430,"JPM",64.3625,1226,38.333
96.968,19960430,"Physiometrix",87.073,1227,-90.816
79.41,19960501,"Autonomous Technologies",77.004,1228,72.727
261.54,19960501,"Biopsys Medical",207.847,1229,43.71
601.63,19960501,"Sawtek",368.053,1230,65.882
42.6196,19960502,"Jakks Pacific",35.5163,1231,185
773.553,19960502,"Edify",343.801,1232,-72.242
934.3,19960502,"Brooks Fiber Properties",837.38,1233,114.577
312.756,19960503,"Whittman-Hart",204.249,1234,342.857
406.9,19960507,"OpenVision Technologies",370.512,1235,-25.813
1169.13,19960508,"Nova",762.696,1236,-19.957
407.327,19960510,"General Surgical Innovations",280.915,1237,-83.529
4495.43,19960510,"Excel Communications",2295.15,1238,-13.191
27.7557,19960514,"Legacy Software",20.8167,1239,-87.513
199.76,19960516,"Oacis Healthcare Holdings",142.686,1240,-69.643
400.054,19960516,"Aksys",312.237,1241,-75.476
310.631,19960517,"GeoScience",254.493,1242,-69.88
353.151,19960521,"CardioGenesis",340.386,1243,-49.09
1600.35,19960522,"Open Market",722.323,1244,-66.538
569.59,19960524,"Aspect Development",335.053,1245,-9.926
94.0138,19960529,"Photran",62.0781,1246,-92.66
191.681,19960530,"Imagyn Medical",169.131,1247,-58.82
198.502,19960530,"Urologix",182.231,1248,-80.328
380.005,19960530,"Sunquest Information Systems",340.05,1249,-26.673
341.342,19960531,"SS&C Technologies",328.379,1250,-36.709
48.709,19960603,"Paravant Computer Systems",18.9088,1251,-32.143
423.051,19960605,"Registry",247.996,1252,-51.29
320.848,19960605,"ASE Test",294.549,1253,394.675
430.408,19960610,"Verilink",299.414,1254,-84.257
1578.06,19960610,"McLeod",1255.92,1255,106.729
507.11,19960611,"Infoseek",434.662,1256,217.857
257.743,19960612,"Cardiac Pathways",251.134,1257,-95.365
266.994,19960612,"Farallon Communications",253.075,1258,59.555
658.91,19960613,"PageMart Wireless",736.533,1259,-56.097
159.028,19960614,"Unify",133.919,1260,-4.386
114.17,19960618,"Visible Genetics",114.17,1261,45.51
269.192,19960618,"Boston Communications Group",245.118,1262,-23.98
129.66,19960619,"CardioVascular Dynamics",141.448,1263,-75.644
141.941,19960620,"Aradigm",160.138,1264,-13.462
274.713,19960620,"ANSYS",300.612,1265,-20
603.76,19960620,"USCS International",540.209,1266,95.175
33.519,19960621,"Borealis Technology",20.6271,1267,-91.122
132.242,19960621,"Sabratek",114.993,1268,84.44
203.195,19960621,"BroadVision",199.49,1269,777.193
52.0176,19960624,"Multicom Publishing",52.0176,1270,-94.72
133.602,19960626,"Integ",126.922,1271,-82.5
271.682,19960627,"FactSet Research Systems",230.929,1272,294.73
680.98,19960627,"Siebel Systems",376.478,1273,678.901
1119.12,19960627,"CheckPoint Software Tech",652.823,1274,128.242
3925.85,19960627,"Teleport Communications Group",3562.88,1275,212.766
120.026,19960628,"Apache Medical Systems",117.577,1276,-90.816
40.6667,19960701,"Printware",41.4966,1277,-58.61
81.966,19960701,"Phoenix International Ltd.",65.5732,1278,-35.625
164.65,19960701,"Channell Commercial",144.892,1279,-23.683
359.835,19960701,"C/NET",303.019,1280,986.861
108.992,19960702,"Printrak International",108.992,1281,-14.063
380.246,19960702,"OneWave",337.996,1282,-83.904
702.16,19960702,"IXC Communications",702.162,1283,148.444
58.8492,19960703,"Nuwave Technologies",37.9673,1284,-72.58
96.626,19960718,"Versant Object Technology",96.6258,1285,-60.547
465.57,19960718,"Pegasystems",451.278,1286,-24.79
174.731,19960719,"Claremont Technology Group",155.27,1287,40
360.564,19960719,"Pacific Gateway Exchange",332.828,1288,123.039
118.032,19960722,"Restrac",123.653,1289,-0.238
282.198,19960723,"Object Design",263.385,1290,-60
42.1928,19960725,"Research Engineers",40.6481,1291,96.96
47.5571,19960725,"Optika Imaging Systems",57.0685,1292,-11.7
60.0512,19960726,"Ventana Medical Systems",57.8528,1293,75.9
104.362,19960726,"Calypte Biomedical",89.453,1294,-78.125
159.464,19960730,"TV Filme",144.967,1295,-96.023
130.162,19960802,"Cambridge Heart",131.921,1296,-42.958
19.3936,19960805,"SelfCare",19.3936,1297,-65.938
26.3899,19960806,"SoloPoint",25.1333,1298,-94.926
105.314,19960806,"TriTeal",100.539,1299,-90.26
107.048,19960808,"Raster Graphics",95.1541,1300,-88.194
156.19,19960808,"Visigenic Software",130.158,1301,-15.278
386.848,19960809,"Aware",262.27,1302,177.966
683.68,19960809,"Telco Communications Group",668.874,1303,152.402
28.3418,19960812,"NetLive Communications",20.784,1304,-86.416
67.483,19960812,"HumaScan",66.0523,1305,-94.917
79.047,19960813,"Ace*Comm",73.777,1306,-49.81
156.258,19960814,"CONNECT",156.258,1307,-92.387
214.328,19960814,"MIM",222.901,1308,-83.48
85.717,19960815,"Interlink Computer Sciences",85.7169,1309,-30
494.72,19960816,"CCC Information Srvcs Group",361.221,1310,-32.54
471.54,19960816,"E*Trade Group",440.101,1311,855.56
152.187,19960823,"Metro One Telecommunications",126.204,1312,29.878
32.0761,19960828,"CompuRAD",30.793,1313,-16
1355.39,19960918,"Internatnl Network Services",705.243,1314,185.671
149.001,19960920,"Technology Modeling Assocs",128.819,1315,-0.901
192.332,19960920,"Document Sciences",177.537,1316,-84.615
138.607,19960925,"Tri-Point Medical",138.607,1317,48.438
149.176,19960925,"Peerless Systems",160.091,1318,13.415
402.543,19960925,"LCC International",322.034,1319,-70.625
414.602,19960925,"Industri-Matematik",394.859,1320,-71.37
210.595,19960926,"Xionics Document Technologies",175.74,1321,-60
264.194,19960926,"Abacus Direct",189.678,1322,516.84
1097.82,19960926,"CellNet Data Systems",1155.6,1323,-71.359
1859.05,19960926,"Univision Communications",1357.4,1324,429.786
148.971,19960927,"Nitinol Medical Technologies",145.66,1325,-68.889
208.873,19960927,"Intelligroup",154.721,1326,-51.157
240.971,19960927,"Lightbridge",207.198,1327,70.97
400.711,19960927,"Orckit Communications",322.504,1328,79.245
177.07,19960930,"Storm Technology",150.059,1329,-90.916
1884.78,19960930,"Advanced Fibre Communications",1044.08,1330,-1.331
51.8515,19961002,"Medi-Ject",54.3206,1331,-92.39
98.145,19961010,"QuadraMed",97.093,1332,-59.28
256.882,19961010,"Trusted Information Systems",193.592,1333,23.91
115.865,19961011,"White Pine Software",115.865,1334,-5.56
220.243,19961011,"Xomed Surgical Products",205.56,1335,289.583
342.537,19961015,"Memco Software",321.128,1336,-57.857
68.209,19961016,"TALX",67.2373,1337,-1.466
178.532,19961016,"Digex",153.06,1338,9.268
453.11,19961016,"Metro Networks",353.648,1339,263.104
382.881,19961017,"Viatel",382.881,1340,150.92
50.2376,19961018,"Spatial Technology",48.3984,1341,-36.15
225.636,19961018,"Summit Design",180.432,1342,-79.737
27.1152,19961021,"Image Guided Technologies",20.4488,1343,-96.226
198.561,19961021,"ONTRACK Data International",164.327,1344,-63.16
324.952,19961023,"CyberMedia",250.565,1345,-54.37
267.56,19961023,"SmarTalk TeleServices",265.183,1346,-87.02
101.123,19961024,"Uroquest Medical",101.123,1347,-77.65
195.049,19961024,"Interntnl Telecommuncation",186.315,1348,-12.29
21.062,19961025,"Javelin Systems",21.062,1349,70.194
74.243,19961025,"Award Software International",74.2433,1350,2.34
144.435,19961025,"Simulation Sciences",120.922,1351,-8.43
433.49,19961025,"Infinity Financial Technology",410.893,1352,20.741
466.217,19961029,"Aurum Software",253.896,1353,-20.426
45.3615,19961030,"Bitstream",49.4852,1354,-64.21
134.162,19961030,"Voxware",127.773,1355,-90.909
115.543,19961101,"Allin Communications",110.886,1356,-68
156.718,19961101,"Vitech America",152.896,1357,-22.984
343.818,19961104,"SeaChange International",275.054,1358,1.53
68.117,19961107,"Applied Imaging",68.1172,1359,-79.911
213.272,19961107,"Information Management",192.633,1360,60.28
272.543,19961107,"Primus Telecommunications",266.205,1361,155.81
84.295,19961108,"IA",73.5132,1362,-45
81.128,19961118,"SeaMED",81.128,1363,14.824
356.527,19961119,"3Dlabs ",230.694,1364,-64.22
251.88,19961120,"Geotel Communications",223.893,1365,812.04
21.8934,19961121,"Applied Intelligence Group",19.4435,1366,695.556
25.0947,19961121,"Integrated Surgical Systems",23.8998,1367,-64.286
160.359,19961121,"Rogue Wave Software",130.462,1368,-56.46
50.1039,19961122,"Brilliant Digital Ent",51.336,1369,-38.75
57.9263,19961126,"UOL Publishing",59.0621,1370,-76.47
96.666,19961203,"ViaSat",96.6657,1371,252.778
117.893,19961204,"WebSecure",63.9418,1372,-72.05
205.977,19961204,"Puma Technology",161.318,1373,435.777
271.448,19961206,"Powerwave Technologies",260.137,1374,470.833
69.241,19961212,"World Heart",70.9435,1375,84.62
179.11,19961212,"Versatility",154.051,1376,-88.172
129.277,19961213,"First Virtual Holdings",129.277,1377,82.639
158.899,19961217,"Procom Technology",141.174,1378,172.616
527.63,19961217,"Mastech",462.024,1379,167.88
133.659,19961218,"Credit Management Solutions",118.237,1380,-45.192
44.0735,19970117,"Healthdesk(R)Corp",40.0668,1381,-48.3
169.88,19970121,"EarthLink Network ",169.88,1382,616.27
37.2102,19970122,"Eltek Ltd",31.0085,1383,-50
66.9344,19970122,"SEEC ",46.2166,1384,-10.714
66.3711,19970129,"Medialink Worldwide ",62.8779,1385,6.5
94.252,19970129,"Template Software ",93.492,1386,-12.016
399.422,19970129,"Metro Information Services ",327.731,1387,28.42
272.742,19970130,"Medical Manager Corp",269.556,1388,303.37
155.7,19970131,"Crystal Systems Solutions Ltd",103.8,1389,27.778
80.995,19970203,"NovAtel Inc(Alberta/Canada)",79.6146,1390,-49.932
515.29,19970205,"Yurie Systems ",408.69,1391,131.405
453.17,19970205,"Digital Lightwave ",426.51,1392,343.078
4762.7,19970207,"CIENA Corp",2960.6,1393,118.412
128.942,19970212,"Qualix Group ",111.517,1394,-56.76
144.982,19970212,"DAOU Systems ",139.109,1395,-59.592
186.09,19970212,"Radiant Systems ",148.809,1396,344.493
16.1748,19970213,"Advanced Electronic Support",13.386,1397,-66.379
39.2466,19970214,"SAC Technologies ",30.8826,1398,-66.341
137.691,19970214,"Judge Group ",135.345,1399,-64.754
262.432,19970214,"TTR ",163.291,1400,0
54.4659,19970218,"Micro Therapeutics ",54.4659,1401,48.96
151.465,19970219,"Apex PC Solutions ",151.465,1402,653.125
153.499,19970221,"Overland Data ",134.885,1403,-27.473
253.982,19970225,"Deltek Systems ",256.783,1404,20.374
149.195,19970305,"Complete Business Solutions",146.15,1405,258.163
78.394,19970306,"Emcore Corp",68.4333,1406,1267.27
75.925,19970311,"Storage Dimensions ",75.9249,1407,-62.79
87.393,19970311,"Total Control Products ",84.7451,1408,34.848
468.227,19970313,"NeoMagic Corp",387.498,1409,-62.8
68.35,19970319,"Fieldworks ",74.0461,1410,-59.45
109.102,19970319,"Endocardial Solutions ",109.102,1411,11.806
113.229,19970326,"IAT Multimedia ",77.6424,1412,-76.5
39.2406,19970403,"Objective Communication ",33.2035,1413,-92.582
40.8245,19970407,"e-NET ",39.79,1414,64.1
190.166,19970408,"Peregrine Systems ",190.166,1415,1386.41
462.13,19970410,"BEA Systems ",443.641,1416,2562.2
103.948,19970411,"AccelGraphics ",98.477,1417,-40.13
61.9052,19970414,"Take-Two Interactive Software",52.6404,1418,63.83
135.765,19970417,"ONSALE ",138.536,1419,-22.34
58.2236,19970423,"Go2Net ",47.1446,1420,1996.2
125.091,19970425,"Bionx Implants ",125.091,1421,-71.429
43.3157,19970429,"International CompuTex ",42.731,1422,-1.686
26.5922,19970506,"HomeCom Communications ",24.5466,1423,-69.81
34.049,19970512,"Augment Systems ",35.8754,1424,-94.04
898.19,19970513,"Rambus ",356.308,1425,526.788
623.29,19970515,"LHS Group ",518.059,1426,281.045
775.99,19970515,"Amazon.com ",594.375,1427,2762.77
56.5153,19970521,"MER Telemanagement Solutions",43.7538,1428,-22.581
