Status,Province,Date,Actors,count
Civilian,Daraa,2015-09,Not identified,3
Non-Civilian,Deir Ezzor,2015-09,,8
Non-Civilian,Deir Ezzor,2015-09,The organization of the Islamic State in Iraq and the Levant - ISIS,8
Non-Civilian,Damascus Suburbs,2015-09,The organization of the Islamic State in Iraq and the Levant - ISIS,2
Civilian,Damascus Suburbs,2015-09,Al-Nusra Front,1
Non-Civilian,Damascus Suburbs,2015-09,Syrian government and affiliated militias,3
Non-Civilian,Hama,2015-09,Syrian government and affiliated militias,1
Non-Civilian,Hasakeh,2015-09,,1
Non-Civilian,Damascus Suburbs,2015-09,Not identified,1
Non-Civilian,Deir Ezzor,2015-09,Syrian government and affiliated militias,1
Non-Civilian,Homs,2015-09,Syrian government and affiliated militias,1
Non-Civilian,Aleppo,2015-09,The organization of the Islamic State in Iraq and the Levant - ISIS,9
Civilian,Idlib,2015-09,Syrian government and affiliated militias,3
Civilian,Damascus Suburbs,2015-09,The organization of the Islamic State in Iraq and the Levant - ISIS,1
Non-Civilian,Aleppo,2015-09,Not identified,1
Non-Civilian,Damascus,2015-09,The organization of the Islamic State in Iraq and the Levant - ISIS,4
Civilian,Aleppo,2015-09,Not identified,1
Civilian,Deir Ezzor,2015-09,The organization of the Islamic State in Iraq and the Levant - ISIS,1
Civilian,Daraa,2015-09,Syrian government and affiliated militias,1
Civilian,Damascus Suburbs,2015-08,,343
Civilian,Damascus Suburbs,2015-08,Syrian government and affiliated militias,185
Non-Civilian,Daraa,2015-08,,49
Civilian,Deir Ezzor,2015-08,,25
Non-Civilian,Damascus Suburbs,2015-08,,155
Non-Civilian,Damascus Suburbs,2015-08,Syrian government and affiliated militias,8
Civilian,Hama,2015-08,,60
Civilian,Daraa,2015-08,,66
Non-Civilian,Idlib,2015-08,,62
Civilian,Idlib,2015-08,,136
Civilian,Quneitra,2015-08,,1
Civilian,Deir Ezzor,2015-08,The organization of the Islamic State in Iraq and the Levant - ISIS,22
Non-Civilian,Homs,2015-08,,38
Non-Civilian,Deir Ezzor,2015-08,,25
Non-Civilian,Idlib,2015-08,Syrian government and affiliated militias,1
Civilian,Homs,2015-08,,39
Non-Civilian,Homs,2015-08,Not identified,4
Non-Civilian,Aleppo,2015-08,Not identified,1
Civilian,Aleppo,2015-08,,68
Non-Civilian,Aleppo,2015-08,The organization of the Islamic State in Iraq and the Levant - ISIS,50
Civilian,Daraa,2015-08,Syrian government and affiliated militias,1
Non-Civilian,Aleppo,2015-08,,49
Non-Civilian,Idlib,2015-08,The organization of the Islamic State in Iraq and the Levant - ISIS,19
Civilian,Damascus,2015-08,,20
Non-Civilian,Raqqa,2015-08,,10
Civilian,Raqqa,2015-08,,11
Civilian,Homs,2015-08,Al-Nusra Front,3
Civilian,Hasakeh,2015-08,,4
Civilian,Aleppo,2015-08,The organization of the Islamic State in Iraq and the Levant - ISIS,1
Non-Civilian,Lattakia,2015-08,,3
Non-Civilian,Daraa,2015-08,Syrian government and affiliated militias,6
Civilian,Daraa,2015-08,Armed opposition groups,1
Civilian,Raqqa,2015-08,The organization of the Islamic State in Iraq and the Levant - ISIS,3
Non-Civilian,Hama,2015-08,,7
Non-Civilian,Deir Ezzor,2015-08,The organization of the Islamic State in Iraq and the Levant - ISIS,10
Non-Civilian,Damascus,2015-08,,2
Non-Civilian,Aleppo,2015-08,Syrian government and affiliated militias,1
Civilian,Idlib,2015-08,Al-Nusra Front,3
Non-Civilian,Hasakeh,2015-08,,1
Non-Civilian,Damascus,2015-08,The organization of the Islamic State in Iraq and the Levant - ISIS,1
Non-Civilian,Hama,2015-08,The organization of the Islamic State in Iraq and the Levant - ISIS,1
Non-Civilian,Homs,2015-08,The organization of the Islamic State in Iraq and the Levant - ISIS,1
Non-Civilian,Daraa,2015-08,Not identified,1
Civilian,Homs,2015-08,The organization of the Islamic State in Iraq and the Levant - ISIS,1
Civilian,Homs,2015-08,Syrian government and affiliated militias,1
Non-Civilian,Raqqa,2015-08,The organization of the Islamic State in Iraq and the Levant - ISIS,3
Civilian,Damascus,2015-08,The organization of the Islamic State in Iraq and the Levant - ISIS,2
Non-Civilian,Homs,2015-08,Syrian government and affiliated militias,3
Civilian,Daraa,2015-08,Not identified,3
Civilian,Hasakeh,2015-08,Not identified,1
Non-Civilian,Damascus,2015-08,Al-Nusra Front,1
Civilian,Damascus,2015-08,Syrian government and affiliated militias,8
Non-Civilian,Other Nationalities,2015-08,,4
Non-Civilian,Damascus,2015-08,Syrian government and affiliated militias,1
Civilian,Deir Ezzor,2015-08,Syrian government and affiliated militias,8
Non-Civilian,Daraa,2015-08,The organization of the Islamic State in Iraq and the Levant - ISIS,2
Civilian,Hasakeh,2015-08,The organization of the Islamic State in Iraq and the Levant - ISIS,2
Civilian,Idlib,2015-08,Syrian government and affiliated militias,35
Civilian,Tartous,2015-08,Armed opposition groups,1
Civilian,Aleppo,2015-08,Al-Nusra Front,1
Non-Civilian,Damascus Suburbs,2015-08,Not identified,1
Non-Civilian,Daraa,2015-08,Armed opposition groups,3
Non-Civilian,Idlib,2015-08,Al-Nusra Front,1
Non-Civilian,Hasakeh,2015-08,The organization of the Islamic State in Iraq and the Levant - ISIS,1
Civilian,Aleppo,2015-08,Syrian government and affiliated militias,1
Civilian,Hama,2015-08,The organization of the Islamic State in Iraq and the Levant - ISIS,3
Civilian,Daraa,2015-07,,160
Non-Civilian,Idlib,2015-07,,37
Civilian,Idlib,2015-07,,150
Civilian,Homs,2015-07,Syrian government and affiliated militias,3
Non-Civilian,Damascus Suburbs,2015-07,,129
Civilian,Damascus Suburbs,2015-07,,134
Civilian,Damascus,2015-07,,24
Civilian,Aleppo,2015-07,,212
Non-Civilian,Daraa,2015-07,,42
Non-Civilian,Aleppo,2015-07,,63
Civilian,Hama,2015-07,,62
Civilian,Deir Ezzor,2015-07,The organization of the Islamic State in Iraq and the Levant - ISIS,27
Non-Civilian,Aleppo,2015-07,Al-Nusra Front,2
Non-Civilian,Hama,2015-07,Al-Nusra Front,1
Non-Civilian,Idlib,2015-07,Al-Nusra Front,2
Non-Civilian,Homs,2015-07,,35
Non-Civilian,Other Nationalities,2015-07,,5
Civilian,Damascus Suburbs,2015-07,Syrian government and affiliated militias,6
Civilian,Raqqa,2015-07,,9
Non-Civilian,Idlib,2015-07,Syrian government and affiliated militias,3
Non-Civilian,Deir Ezzor,2015-07,,14
Civilian,Deir Ezzor,2015-07,,42
Civilian,Daraa,2015-07,Syrian government and affiliated militias,20
Non-Civilian,Damascus Suburbs,2015-07,Not identified,1
Civilian,Homs,2015-07,,48
Non-Civilian,Deir Ezzor,2015-07,The organization of the Islamic State in Iraq and the Levant - ISIS,10
Civilian,Hama,2015-07,Syrian government and affiliated militias,14
Civilian,Homs,2015-07,Not identified,1
Non-Civilian,Hama,2015-07,,17
Civilian,Quneitra,2015-07,,1
Non-Civilian,Hama,2015-07,The organization of the Islamic State in Iraq and the Levant - ISIS,2
Non-Civilian,Homs,2015-07,Not identified,1
Non-Civilian,Damascus Suburbs,2015-07,The organization of the Islamic State in Iraq and the Levant - ISIS,7
Non-Civilian,Damascus,2015-07,,6
Civilian,Daraa,2015-07,Armed opposition groups,2
Non-Civilian,Daraa,2015-07,Syrian government and affiliated militias,5
Non-Civilian,Damascus Suburbs,2015-07,Syrian government and affiliated militias,8
Non-Civilian,Quneitra,2015-07,,5
Non-Civilian,Idlib,2015-07,Not identified,2
Civilian,Damascus,2015-07,The organization of the Islamic State in Iraq and the Levant - ISIS,1
Non-Civilian,Damascus Suburbs,2015-07,Armed opposition groups,1
Non-Civilian,Homs,2015-07,Syrian government and affiliated militias,1
Civilian,Aleppo,2015-07,The organization of the Islamic State in Iraq and the Levant - ISIS,12
Civilian,Homs,2015-07,The organization of the Islamic State in Iraq and the Levant - ISIS,7
Civilian,Aleppo,2015-07,Syrian government and affiliated militias,1
Non-Civilian,Aleppo,2015-07,The organization of the Islamic State in Iraq and the Levant - ISIS,6
Civilian,Hasakeh,2015-07,,9
Non-Civilian,Aleppo,2015-07,Not identified,1
Non-Civilian,Hasakeh,2015-07,,3
Civilian,Tartous,2015-07,,1
Non-Civilian,Hama,2015-07,Syrian government and affiliated militias,1
Non-Civilian,Daraa,2015-07,Armed opposition groups,2
Non-Civilian,Daraa,2015-07,The organization of the Islamic State in Iraq and the Levant - ISIS,8
Non-Civilian,Idlib,2015-07,The organization of the Islamic State in Iraq and the Levant - ISIS,7
Civilian,Damascus Suburbs,2015-07,Armed opposition groups,1
Civilian,Damascus,2015-07,Not identified,1
Civilian,Damascus,2015-07,Syrian government and affiliated militias,1
Civilian,Hama,2015-07,Al-Nusra Front,1
Non-Civilian,Other Nationalities,2015-07,The organization of the Islamic State in Iraq and the Levant - ISIS,1
Non-Civilian,Raqqa,2015-07,,2
Civilian,Raqqa,2015-07,The organization of the Islamic State in Iraq and the Levant - ISIS,2
Civilian,Hama,2015-07,Not identified,1
Civilian,Damascus Suburbs,2015-07,The organization of the Islamic State in Iraq and the Levant - ISIS,1
Civilian,Daraa,2015-07,Not identified,1
Civilian,Damascus Suburbs,2015-06,,98
Non-Civilian,Daraa,2015-06,,136
Civilian,Homs,2015-06,,143
Civilian,Idlib,2015-06,,117
Civilian,Damascus,2015-06,,13
Civilian,Aleppo,2015-06,,193
Non-Civilian,Deir Ezzor,2015-06,,15
Non-Civilian,Damascus Suburbs,2015-06,,28
Non-Civilian,Deir Ezzor,2015-06,The organization of the Islamic State in Iraq and the Levant - ISIS,6
Non-Civilian,Homs,2015-06,The organization of the Islamic State in Iraq and the Levant - ISIS,3
Civilian,Hama,2015-06,,49
Civilian,Daraa,2015-06,,118
Non-Civilian,Daraa,2015-06,Al-Nusra Front,2
Non-Civilian,Aleppo,2015-06,,73
Non-Civilian,Hama,2015-06,,37
Non-Civilian,Homs,2015-06,,21
Civilian,Deir Ezzor,2015-06,,21
Civilian,Deir Ezzor,2015-06,The organization of the Islamic State in Iraq and the Levant - ISIS,32
Non-Civilian,Homs,2015-06,Not identified,1
Civilian,Hasakeh,2015-06,,11
Civilian,Hasakeh,2015-06,The organization of the Islamic State in Iraq and the Levant - ISIS,7
Non-Civilian,Aleppo,2015-06,Not identified,1
Civilian,Aleppo,2015-06,The organization of the Islamic State in Iraq and the Levant - ISIS,282
Civilian,Daraa,2015-06,Not identified,7
Civilian,Damascus Suburbs,2015-06,Armed opposition groups,1
Non-Civilian,Damascus Suburbs,2015-06,The organization of the Islamic State in Iraq and the Levant - ISIS,9
Civilian,Aleppo,2015-06,Not identified,3
Civilian,Idlib,2015-06,Not identified,1
Non-Civilian,Homs,2015-06,Syrian government and affiliated militias,2
Non-Civilian,Quneitra,2015-06,,8
Civilian,Raqqa,2015-06,The organization of the Islamic State in Iraq and the Levant - ISIS,2
Civilian,Daraa,2015-06,Armed opposition groups,1
Civilian,Damascus,2015-06,The organization of the Islamic State in Iraq and the Levant - ISIS,1
Civilian,Lattakia,2015-06,,2
Non-Civilian,Daraa,2015-06,The organization of the Islamic State in Iraq and the Levant - ISIS,15
Non-Civilian,Hasakeh,2015-06,,1
Non-Civilian,Raqqa,2015-06,The organization of the Islamic State in Iraq and the Levant - ISIS,1
Non-Civilian,Idlib,2015-06,,22
Civilian,Raqqa,2015-06,,1
Non-Civilian,Aleppo,2015-06,The organization of the Islamic State in Iraq and the Levant - ISIS,39
Non-Civilian,Hama,2015-06,The organization of the Islamic State in Iraq and the Levant - ISIS,1
Non-Civilian,Idlib,2015-06,The organization of the Islamic State in Iraq and the Levant - ISIS,1
Civilian,Daraa,2015-06,Syrian government and affiliated militias,27
Civilian,Damascus Suburbs,2015-06,Syrian government and affiliated militias,26
Non-Civilian,Daraa,2015-06,Syrian government and affiliated militias,8
Civilian,Damascus Suburbs,2015-06,The organization of the Islamic State in Iraq and the Levant - ISIS,1
Civilian,Homs,2015-06,Syrian government and affiliated militias,11
Civilian,Aleppo,2015-06,Syrian government and affiliated militias,1
Civilian,Quneitra,2015-06,Armed opposition groups,1
Civilian,Other Nationalities,2015-06,The organization of the Islamic State in Iraq and the Levant - ISIS,1
Non-Civilian,Damascus,2015-06,,5
Civilian,Hama,2015-06,Al-Nusra Front,2
Non-Civilian,Idlib,2015-06,Syrian government and affiliated militias,2
Non-Civilian,Hasakeh,2015-06,The organization of the Islamic State in Iraq and the Levant - ISIS,1
Non-Civilian,Aleppo,2015-06,Syrian government and affiliated militias,1
Non-Civilian,Damascus Suburbs,2015-06,Syrian government and affiliated militias,7
Non-Civilian,Lattakia,2015-06,The organization of the Islamic State in Iraq and the Levant - ISIS,1
Civilian,Idlib,2015-06,Syrian government and affiliated militias,60
Civilian,Deir Ezzor,2015-06,Syrian government and affiliated militias,1
Non-Civilian,Hama,2015-06,Syrian government and affiliated militias,1
Non-Civilian,Raqqa,2015-06,,1
Civilian,Daraa,2015-06,The organization of the Islamic State in Iraq and the Levant - ISIS,2
Non-Civilian,Quneitra,2015-06,The organization of the Islamic State in Iraq and the Levant - ISIS,1
Civilian,Deir Ezzor,2015-05,,79
Civilian,Damascus Suburbs,2015-05,,125
Civilian,Damascus,2015-05,,16
Non-Civilian,Damascus Suburbs,2015-05,,50
Civilian,Daraa,2015-05,,70
Civilian,Aleppo,2015-05,The organization of the Islamic State in Iraq and the Levant - ISIS,4
Non-Civilian,Aleppo,2015-05,The organization of the Islamic State in Iraq and the Levant - ISIS,41
Non-Civilian,Deir Ezzor,2015-05,,34
Civilian,Homs,2015-05,,60
Non-Civilian,Deir Ezzor,2015-05,The organization of the Islamic State in Iraq and the Levant - ISIS,6
Non-Civilian,Homs,2015-05,Syrian government and affiliated militias,5
Civilian,Deir Ezzor,2015-05,The organization of the Islamic State in Iraq and the Levant - ISIS,71
Non-Civilian,Daraa,2015-05,,36
Non-Civilian,Homs,2015-05,,49
Civilian,Homs,2015-05,Syrian government and affiliated militias,5
Civilian,Hama,2015-05,,54
Civilian,Aleppo,2015-05,,375
Civilian,Idlib,2015-05,,193
Non-Civilian,Aleppo,2015-05,,39
Civilian,Hasakeh,2015-05,,35
Non-Civilian,Daraa,2015-05,Armed opposition groups,5
Non-Civilian,Idlib,2015-05,,81
Non-Civilian,Daraa,2015-05,The organization of the Islamic State in Iraq and the Levant - ISIS,21
Non-Civilian,Daraa,2015-05,Al-Nusra Front,2
Non-Civilian,Hama,2015-05,,36
Non-Civilian,Damascus,2015-05,,4
Civilian,Hasakeh,2015-05,Not identified,2
Civilian,Hama,2015-05,Syrian government and affiliated militias,2
Non-Civilian,Deir Ezzor,2015-05,Syrian government and affiliated militias,1
Civilian,Lattakia,2015-05,,1
Non-Civilian,Other Nationalities,2015-05,Syrian government and affiliated militias,1
Civilian,Damascus Suburbs,2015-05,Not identified,1
Civilian,Daraa,2015-05,Not identified,1
Non-Civilian,Damascus,2015-05,The organization of the Islamic State in Iraq and the Levant - ISIS,2
Non-Civilian,Other Nationalities,2015-05,,2
Civilian,Hasakeh,2015-05,The organization of the Islamic State in Iraq and the Levant - ISIS,3
Civilian,Damascus,2015-05,The organization of the Islamic State in Iraq and the Levant - ISIS,1
Civilian,Daraa,2015-05,Armed opposition groups,2
Civilian,Aleppo,2015-05,Syrian government and affiliated militias,55
Civilian,Sweida,2015-05,,1
Non-Civilian,Lattakia,2015-05,,2
Non-Civilian,Homs,2015-05,The organization of the Islamic State in Iraq and the Levant - ISIS,15
Civilian,Raqqa,2015-05,The organization of the Islamic State in Iraq and the Levant - ISIS,1
Non-Civilian,Hama,2015-05,International coalition forces,1
Civilian,Homs,2015-05,The organization of the Islamic State in Iraq and the Levant - ISIS,4
Non-Civilian,Damascus Suburbs,2015-05,The organization of the Islamic State in Iraq and the Levant - ISIS,13
Non-Civilian,Idlib,2015-05,Syrian government and affiliated militias,2
Civilian,Damascus Suburbs,2015-05,Syrian government and affiliated militias,14
Non-Civilian,Aleppo,2015-05,Not identified,2
Civilian,Aleppo,2015-05,Not identified,1
Non-Civilian,Hasakeh,2015-05,,2
Civilian,Aleppo,2015-05,Al-Nusra Front,1
Civilian,Daraa,2015-05,Syrian government and affiliated militias,14
Non-Civilian,Raqqa,2015-05,The organization of the Islamic State in Iraq and the Levant - ISIS,2
Non-Civilian,Damascus Suburbs,2015-05,Syrian government and affiliated militias,12
Civilian,Quneitra,2015-05,,2
Civilian,Idlib,2015-05,Syrian government and affiliated militias,11
Non-Civilian,Deir Ezzor,2015-05,Not identified,1
Civilian,Deir Ezzor,2015-05,Syrian government and affiliated militias,2
Non-Civilian,Daraa,2015-05,Syrian government and affiliated militias,2
Non-Civilian,Quneitra,2015-05,,1
Non-Civilian,Raqqa,2015-05,,3
Non-Civilian,Hama,2015-05,Syrian government and affiliated militias,1
Non-Civilian,Idlib,2015-05,Armed opposition groups,1
Civilian,Damascus Suburbs,2015-05,Armed opposition groups,1
Non-Civilian,Quneitra,2015-05,The organization of the Islamic State in Iraq and the Levant - ISIS,1
Civilian,Damascus,2015-05,Syrian government and affiliated militias,1
Non-Civilian,Damascus,2015-05,Syrian government and affiliated militias,2
Civilian,Aleppo,2015-04,,168
Non-Civilian,Aleppo,2015-04,,73
Civilian,Aleppo,2015-04,The organization of the Islamic State in Iraq and the Levant - ISIS,30
Non-Civilian,Idlib,2015-04,,86
Non-Civilian,Damascus Suburbs,2015-04,,46
Non-Civilian,Damascus Suburbs,2015-04,The organization of the Islamic State in Iraq and the Levant - ISIS,14
Civilian,Hasakeh,2015-04,,9
Civilian,Homs,2015-04,,47
Non-Civilian,Daraa,2015-04,The organization of the Islamic State in Iraq and the Levant - ISIS,12
Civilian,Aleppo,2015-04,Syrian government and affiliated militias,48
Civilian,Damascus,2015-04,,49
Civilian,Idlib,2015-04,Not identified,2
Civilian,Idlib,2015-04,,266
Civilian,Hama,2015-04,,42
Civilian,Daraa,2015-04,,92
Civilian,Damascus Suburbs,2015-04,,164
Civilian,Deir Ezzor,2015-04,,40
Non-Civilian,Damascus,2015-04,,14
Civilian,Homs,2015-04,Syrian government and affiliated militias,7
Civilian,Deir Ezzor,2015-04,The organization of the Islamic State in Iraq and the Levant - ISIS,12
Non-Civilian,Deir Ezzor,2015-04,The organization of the Islamic State in Iraq and the Levant - ISIS,10
Civilian,Idlib,2015-04,Syrian government and affiliated militias,37
Civilian,Damascus Suburbs,2015-04,Syrian government and affiliated militias,29
Non-Civilian,Homs,2015-04,,22
Civilian,Daraa,2015-04,Not identified,1
Non-Civilian,Homs,2015-04,The organization of the Islamic State in Iraq and the Levant - ISIS,7
Non-Civilian,Other Nationalities,2015-04,,4
Non-Civilian,Damascus Suburbs,2015-04,Syrian government and affiliated militias,6
Non-Civilian,Deir Ezzor,2015-04,,10
Non-Civilian,Hama,2015-04,Syrian government and affiliated militias,4
Non-Civilian,Hama,2015-04,,11
Non-Civilian,Daraa,2015-04,,93
Non-Civilian,Aleppo,2015-04,The organization of the Islamic State in Iraq and the Levant - ISIS,36
Civilian,Hasakeh,2015-04,The organization of the Islamic State in Iraq and the Levant - ISIS,2
Non-Civilian,Daraa,2015-04,Syrian government and affiliated militias,11
Non-Civilian,Quneitra,2015-04,Not identified,1
Civilian,Raqqa,2015-04,The organization of the Islamic State in Iraq and the Levant - ISIS,1
Non-Civilian,Hasakeh,2015-04,,2
Civilian,Damascus,2015-04,Not identified,5
Civilian,Homs,2015-04,The organization of the Islamic State in Iraq and the Levant - ISIS,5
Non-Civilian,Homs,2015-04,Armed opposition groups,3
Civilian,Aleppo,2015-04,Armed opposition groups,1
Civilian,Daraa,2015-04,Syrian government and affiliated militias,38
Non-Civilian,Lattakia,2015-04,,2
Civilian,Damascus,2015-04,The organization of the Islamic State in Iraq and the Levant - ISIS,4
Non-Civilian,Other Nationalities,2015-04,The organization of the Islamic State in Iraq and the Levant - ISIS,3
Non-Civilian,Other Nationalities,2015-04,Syrian government and affiliated militias,1
Civilian,Damascus Suburbs,2015-04,Armed opposition groups,1
Non-Civilian,Damascus,2015-04,The organization of the Islamic State in Iraq and the Levant - ISIS,9
Civilian,Lattakia,2015-04,,2
Civilian,Hama,2015-04,The organization of the Islamic State in Iraq and the Levant - ISIS,1
Non-Civilian,Damascus,2015-04,Armed opposition groups,4
Civilian,Damascus Suburbs,2015-04,Not identified,2
Non-Civilian,Hasakeh,2015-04,The organization of the Islamic State in Iraq and the Levant - ISIS,3
Civilian,Damascus,2015-04,Syrian government and affiliated militias,3
Civilian,Raqqa,2015-04,,10
Non-Civilian,Damascus,2015-04,Al-Nusra Front,1
Non-Civilian,Quneitra,2015-04,,1
Civilian,Tartous,2015-04,,1
Non-Civilian,Raqqa,2015-04,The organization of the Islamic State in Iraq and the Levant - ISIS,1
Civilian,Damascus Suburbs,2015-04,The organization of the Islamic State in Iraq and the Levant - ISIS,2
Civilian,Deir Ezzor,2015-04,Syrian government and affiliated militias,1
Civilian,Damascus,2015-04,Armed opposition groups,2
Civilian,Quneitra,2015-04,,1
Non-Civilian,Homs,2015-04,Syrian government and affiliated militias,1
Civilian,Homs,2015-03,Syrian government and affiliated militias,1
Civilian,Aleppo,2015-03,,85
Civilian,Aleppo,2015-03,Syrian government and affiliated militias,3
Non-Civilian,Aleppo,2015-03,,52
Civilian,Daraa,2015-03,,253
Civilian,Hama,2015-03,,52
Non-Civilian,Hama,2015-03,,41
Civilian,Idlib,2015-03,Syrian government and affiliated militias,21
Civilian,Damascus Suburbs,2015-03,,485
Civilian,Deir Ezzor,2015-03,,57
Non-Civilian,Damascus Suburbs,2015-03,,60
Civilian,Homs,2015-03,,50
Non-Civilian,Homs,2015-03,,55
Civilian,Hasakeh,2015-03,Not identified,1
Civilian,Idlib,2015-03,,108
Civilian,Damascus,2015-03,,152
Non-Civilian,Idlib,2015-03,,92
Civilian,Damascus,2015-03,Not identified,4
Non-Civilian,Other Nationalities,2015-03,Armed opposition groups,2
Non-Civilian,Daraa,2015-03,,94
Civilian,Lattakia,2015-03,,10
Civilian,Aleppo,2015-03,The organization of the Islamic State in Iraq and the Levant - ISIS,11
Non-Civilian,Damascus,2015-03,,4
Non-Civilian,Other Nationalities,2015-03,,9
Civilian,Hasakeh,2015-03,,68
Civilian,Idlib,2015-03,Al-Nusra Front,3
Non-Civilian,Idlib,2015-03,Syrian government and affiliated militias,1
Non-Civilian,Deir Ezzor,2015-03,,11
Non-Civilian,Aleppo,2015-03,The organization of the Islamic State in Iraq and the Levant - ISIS,3
Civilian,Aleppo,2015-03,Not identified,3
Civilian,Quneitra,2015-03,,5
Non-Civilian,Other Nationalities,2015-03,Syrian government and affiliated militias,2
Civilian,Deir Ezzor,2015-03,The organization of the Islamic State in Iraq and the Levant - ISIS,8
Non-Civilian,Daraa,2015-03,Not identified,1
Non-Civilian,Damascus,2015-03,The organization of the Islamic State in Iraq and the Levant - ISIS,3
Non-Civilian,Tartous,2015-03,,1
Civilian,Homs,2015-03,Not identified,3
Civilian,Hama,2015-03,Armed opposition groups,4
Civilian,Damascus Suburbs,2015-03,Syrian government and affiliated militias,3
Civilian,Other Nationalities,2015-03,,1
Civilian,Daraa,2015-03,Not identified,2
Non-Civilian,Hama,2015-03,Syrian government and affiliated militias,3
Non-Civilian,Damascus Suburbs,2015-03,The organization of the Islamic State in Iraq and the Levant - ISIS,2
Non-Civilian,Damascus,2015-03,Al-Nusra Front,1
Civilian,Damascus Suburbs,2015-03,Not identified,6
Civilian,Damascus,2015-03,Syrian government and affiliated militias,1
Civilian,Raqqa,2015-03,,1
Non-Civilian,Other Nationalities,2015-03,The organization of the Islamic State in Iraq and the Levant - ISIS,1
Non-Civilian,Damascus Suburbs,2015-03,Armed opposition groups,1
Non-Civilian,Idlib,2015-03,Al-Nusra Front,1
Non-Civilian,Damascus Suburbs,2015-03,Al-Nusra Front,1
Non-Civilian,Raqqa,2015-03,,1
Civilian,Damascus Suburbs,2015-03,Al-Nusra Front,1
Civilian,Hasakeh,2015-03,The organization of the Islamic State in Iraq and the Levant - ISIS,3
Non-Civilian,Lattakia,2015-03,,3
Non-Civilian,Hasakeh,2015-03,,3
Civilian,Damascus Suburbs,2015-03,The organization of the Islamic State in Iraq and the Levant - ISIS,1
Civilian,Idlib,2015-03,Not identified,3
Civilian,Raqqa,2015-03,The organization of the Islamic State in Iraq and the Levant - ISIS,1
Non-Civilian,Homs,2015-03,Armed opposition groups,1
Non-Civilian,Aleppo,2015-03,Al-Nusra Front,12
Non-Civilian,Damascus Suburbs,2015-02,,71
Civilian,Homs,2015-02,,29
Non-Civilian,Deir Ezzor,2015-02,The organization of the Islamic State in Iraq and the Levant - ISIS,1
Non-Civilian,Daraa,2015-02,,79
Non-Civilian,Hama,2015-02,Armed opposition groups,1
Civilian,Idlib,2015-02,,68
Non-Civilian,Daraa,2015-02,Not identified,1
Civilian,Daraa,2015-02,,68
Non-Civilian,Idlib,2015-02,Al-Nusra Front,2
Non-Civilian,Deir Ezzor,2015-02,,23
Non-Civilian,Other Nationalities,2015-02,,5
Non-Civilian,Idlib,2015-02,,38
Civilian,Raqqa,2015-02,The organization of the Islamic State in Iraq and the Levant - ISIS,4
Civilian,Damascus Suburbs,2015-02,,223
Civilian,Hama,2015-02,Syrian government and affiliated militias,1
Non-Civilian,Homs,2015-02,,29
Non-Civilian,Aleppo,2015-02,,93
Civilian,Deir Ezzor,2015-02,,32
Civilian,Damascus,2015-02,,17
Civilian,Hama,2015-02,,28
Civilian,Aleppo,2015-02,,154
Non-Civilian,Hasakeh,2015-02,,1
Non-Civilian,Tartous,2015-02,The organization of the Islamic State in Iraq and the Levant - ISIS,1
Civilian,Damascus Suburbs,2015-02,Al-Nusra Front,3
Civilian,Hasakeh,2015-02,,9
Civilian,Daraa,2015-02,Not identified,4
Non-Civilian,Quneitra,2015-02,,4
Civilian,Lattakia,2015-02,,6
Non-Civilian,Hama,2015-02,,14
Civilian,Deir Ezzor,2015-02,The organization of the Islamic State in Iraq and the Levant - ISIS,1
Civilian,Aleppo,2015-02,The organization of the Islamic State in Iraq and the Levant - ISIS,13
Civilian,Aleppo,2015-02,Not identified,1
Non-Civilian,Damascus,2015-02,,8
Civilian,Damascus,2015-02,Not identified,2
Non-Civilian,Lattakia,2015-02,,1
Civilian,Damascus Suburbs,2015-02,Not identified,3
Civilian,Raqqa,2015-02,,5
Non-Civilian,Other Nationalities,2015-02,Not identified,1
Non-Civilian,Damascus,2015-02,Not identified,1
Civilian,Hasakeh,2015-02,The organization of the Islamic State in Iraq and the Levant - ISIS,5
Non-Civilian,Damascus Suburbs,2015-02,The organization of the Islamic State in Iraq and the Levant - ISIS,1
Non-Civilian,Raqqa,2015-02,,4
Civilian,Homs,2015-02,Syrian government and affiliated militias,4
Civilian,Idlib,2015-02,Al-Nusra Front,1
Civilian,Damascus,2015-02,Syrian government and affiliated militias,1
Non-Civilian,Daraa,2015-02,Syrian government and affiliated militias,13
Civilian,Damascus Suburbs,2015-02,Syrian government and affiliated militias,74
Non-Civilian,Damascus Suburbs,2015-02,Syrian government and affiliated militias,19
Civilian,Quneitra,2015-02,,3
Civilian,Deir Ezzor,2015-02,Not identified,1
Non-Civilian,Aleppo,2015-02,Syrian government and affiliated militias,1
Non-Civilian,Aleppo,2015-02,The organization of the Islamic State in Iraq and the Levant - ISIS,2
Non-Civilian,Homs,2015-02,Syrian government and affiliated militias,2
Civilian,Aleppo,2015-02,Syrian government and affiliated militias,11
Civilian,Other Nationalities,2015-02,,1
Non-Civilian,Damascus Suburbs,2015-02,Not identified,2
Non-Civilian,Other Nationalities,2015-02,Armed opposition groups,1
Non-Civilian,Damascus Suburbs,2015-02,Armed opposition groups,3
Civilian,Daraa,2015-02,Syrian government and affiliated militias,17
Civilian,Idlib,2015-02,Syrian government and affiliated militias,13
Non-Civilian,Idlib,2015-02,Syrian government and affiliated militias,1
Non-Civilian,Aleppo,2015-02,Not identified,2
