"","choice","college","hsg2","coml5","type1","type2","type3","type4","type5","type6","fuel1","fuel2","fuel3","fuel4","fuel5","fuel6","price1","price2","price3","price4","price5","price6","range1","range2","range3","range4","range5","range6","acc1","acc2","acc3","acc4","acc5","acc6","speed1","speed2","speed3","speed4","speed5","speed6","pollution1","pollution2","pollution3","pollution4","pollution5","pollution6","size1","size2","size3","size4","size5","size6","space1","space2","space3","space4","space5","space6","cost1","cost2","cost3","cost4","cost5","cost6","station1","station2","station3","station4","station5","station6"
"2947","choice3",0,1,0,"regcar","truck","regcar","van","regcar","stwagon","cng","cng","electric","electric","gasoline","gasoline",4.0395745,4.0395745,2.7772075,2.7772075,3.2821543,3.2821543,250,250,400,400,250,250,6,6,2.5,2.5,4,4,110,110,140,140,85,85,0.1,0.1,0.4,0.4,0.75,0.75,2,2,3,3,3,3,0.7,0.7,1,1,1,1,2,2,4,4,6,6,0.3,0.3,0.7,0.7,1,1
"2948","choice3",1,0,0,"regcar","truck","regcar","van","regcar","stwagon","methanol","methanol","cng","cng","electric","electric",4.9893873,4.9893873,5.5881138,5.5881138,6.3864157,6.3864157,125,125,300,300,250,250,4,4,6,6,2.5,2.5,100,100,85,85,95,95,0,0,0.4,0.4,0.75,0.75,3,3,3,3,2,2,1,1,0.7,0.7,1,1,1,1,8,8,2,2,0,0,0.1,0.1,0.3,0.3
"2949","choice2",1,0,0,"regcar","stwagon","regcar","truck","regcar","van","methanol","methanol","electric","electric","gasoline","gasoline",3.5346277,3.5346277,4.0395745,4.0395745,2.7772075,2.7772075,125,125,250,250,300,300,2.5,2.5,4,4,6,6,100,100,95,95,110,110,0,0,0.4,0.4,0.75,0.75,2,2,3,3,3,3,0.7,0.7,1,1,1,1,4,4,6,6,8,8,0,0,0.3,0.3,1,1
"2950","choice6",1,0,1,"truck","van","truck","stwagon","truck","regcar","methanol","methanol","cng","cng","gasoline","gasoline",3.5346277,3.5346277,3.7871011,3.7871011,2.7772075,2.7772075,200,200,75,75,350,350,4,4,6,6,2.5,2.5,100,100,85,85,110,110,0,0,0.4,0.4,0.25,0.25,2,2,3,3,1,1,1,1,1,1,1,1,1,1,4,4,8,8,0,0,0.1,0.1,1,1
"2951","choice1",0,1,0,"truck","regcar","truck","van","truck","stwagon","methanol","methanol","cng","cng","electric","electric",3.3109468,3.3109468,3.586859,3.586859,4.1386835,4.1386835,200,200,75,75,300,300,4,4,6,6,2.5,2.5,65,65,110,110,140,140,0,0,0.6,0.6,0.25,0.25,2,2,3,3,1,1,1,1,0.7,0.7,1,1,1,1,2,2,4,4,0,0,0.7,0.7,0.1,0.1
"2952","choice5",1,1,0,"truck","regcar","truck","van","truck","stwagon","cng","cng","electric","electric","gasoline","gasoline",4.4145957,4.4145957,3.0350346,3.0350346,3.586859,3.586859,250,250,400,400,250,250,4,4,6,6,2.5,2.5,140,140,85,85,95,95,0.25,0.25,0.6,0.6,1,1,2,2,3,3,1,1,0.7,0.7,1,1,1,1,4,4,6,6,8,8,0.1,0.1,0.3,0.3,1,1
"2953","choice1",1,0,0,"regcar","van","regcar","stwagon","regcar","truck","methanol","methanol","cng","cng","gasoline","gasoline",3.7871011,3.7871011,4.0395745,4.0395745,3.2821543,3.2821543,200,200,75,75,350,350,4,4,6,6,2.5,2.5,55,55,95,95,140,140,0,0,0.6,0.6,0.5,0.5,3,3,2,2,3,3,1,1,1,1,1,1,4,4,4,4,8,8,0,0,0.1,0.1,1,1
"2954","choice4",1,1,0,"regcar","truck","regcar","van","regcar","stwagon","cng","cng","electric","electric","gasoline","gasoline",2.7772075,2.7772075,3.2821543,3.2821543,3.7871011,3.7871011,75,75,300,300,350,350,4,4,6,6,2.5,2.5,95,95,110,110,140,140,0.25,0.25,0.6,0.6,1,1,3,3,3,3,2,2,1,1,1,1,1,1,4,4,6,6,8,8,0.3,0.3,0.7,0.7,1,1
"2955","choice3",1,0,0,"regcar","truck","regcar","van","regcar","stwagon","cng","cng","electric","electric","gasoline","gasoline",3.8343333,3.8343333,4.0899555,4.0899555,2.8118444,2.8118444,300,300,250,250,300,300,4,4,6,6,2.5,2.5,140,140,85,85,95,95,0.1,0.1,0.4,0.4,0.75,0.75,1,1,2,2,3,3,1,1,1,1,1,1,8,8,2,2,4,4,0.3,0.3,0.7,0.7,1,1
"2956","choice3",1,0,0,"van","regcar","van","stwagon","van","truck","methanol","methanol","cng","cng","electric","electric",5.0815663,5.0815663,3.5994428,3.5994428,4.0229067,4.0229067,125,125,300,300,250,250,2.5,2.5,4,4,6,6,65,65,110,110,140,140,0,0,0.1,0.1,0.4,0.4,3,3,2,2,3,3,0.7,0.7,0.7,0.7,1,1,4,4,2,2,4,4,0,0,0.7,0.7,0.1,0.1
"2957","choice3",0,0,1,"regcar","truck","regcar","van","regcar","stwagon","methanol","methanol","cng","cng","electric","electric",3.3109468,3.3109468,3.586859,3.586859,4.1386835,4.1386835,75,75,250,250,400,400,4,4,6,6,2.5,2.5,55,55,95,95,110,110,0,0,0.4,0.4,0.75,0.75,2,2,3,3,1,1,0.7,0.7,1,1,1,1,2,2,2,2,4,4,0,0,0.3,0.3,0.7,0.7
"2958","choice3",1,0,0,"regcar","truck","regcar","van","regcar","stwagon","cng","cng","electric","electric","gasoline","gasoline",2.8906233,2.8906233,3.2118037,3.2118037,1.9270822,1.9270822,75,75,300,300,350,350,4,4,6,6,2.5,2.5,140,140,85,85,95,95,0.6,0.6,0.25,0.25,0.5,0.5,3,3,2,2,3,3,1,1,1,1,1,1,4,4,6,6,8,8,0.3,0.3,0.7,0.7,1,1
"2959","choice6",1,1,1,"regcar","van","regcar","stwagon","regcar","truck","methanol","methanol","cng","cng","gasoline","gasoline",1.9852072,1.9852072,2.2333581,2.2333581,1.4889054,1.4889054,200,200,75,75,350,350,4,4,6,6,2.5,2.5,100,100,85,85,110,110,0,0,0.4,0.4,0.25,0.25,2,2,3,3,1,1,1,1,1,1,1,1,1,1,4,4,8,8,0,0,0.1,0.1,1,1
"2960","choice5",1,0,0,"regcar","van","regcar","stwagon","regcar","truck","methanol","methanol","cng","cng","gasoline","gasoline",3.8541644,3.8541644,4.1753448,4.1753448,5.1388859,5.1388859,125,125,300,300,300,300,6,6,2.5,2.5,4,4,65,65,110,110,85,85,0,0,0.6,0.6,0.5,0.5,3,3,1,1,2,2,1,1,1,1,1,1,8,8,6,6,2,2,0,0,0.3,0.3,1,1
"2961","choice3",1,0,0,"truck","stwagon","truck","regcar","truck","van","methanol","methanol","electric","electric","gasoline","gasoline",3.4741126,3.4741126,4.4667162,4.4667162,4.963018,4.963018,125,125,250,250,300,300,6,6,2.5,2.5,4,4,55,55,110,110,140,140,0,0,0.6,0.6,1,1,1,1,2,2,3,3,1,1,1,1,1,1,2,2,2,2,4,4,0,0,0.1,0.1,1,1
"2962","choice5",0,0,1,"regcar","stwagon","regcar","truck","regcar","van","methanol","methanol","electric","electric","gasoline","gasoline",7.444527,7.444527,5.4593198,5.4593198,6.4519234,6.4519234,200,200,300,300,350,350,2.5,2.5,4,4,6,6,85,85,85,85,95,95,0,0,0.4,0.4,0.75,0.75,1,1,2,2,3,3,0.7,0.7,1,1,1,1,8,8,8,8,2,2,0,0,0.1,0.1,1,1
"2963","choice5",1,0,1,"regcar","truck","regcar","van","regcar","stwagon","methanol","methanol","cng","cng","electric","electric",3.8627713,3.8627713,4.1386835,4.1386835,4.4145957,4.4145957,200,200,75,75,300,300,6,6,2.5,2.5,4,4,65,65,110,110,140,140,0,0,0.6,0.6,0.25,0.25,3,3,3,3,2,2,0.7,0.7,0.7,0.7,1,1,2,2,8,8,2,2,0,0,0.3,0.3,0.7,0.7
"2964","choice5",1,1,0,"truck","van","truck","stwagon","truck","regcar","methanol","methanol","cng","cng","gasoline","gasoline",3.8017382,3.8017382,4.2490015,4.2490015,5.1435281,5.1435281,125,125,300,300,300,300,4,4,6,6,2.5,2.5,100,100,85,85,110,110,0,0,0.25,0.25,1,1,2,2,3,3,3,3,0.7,0.7,0.7,0.7,1,1,1,1,2,2,6,6,0,0,0.1,0.1,1,1
"2965","choice5",1,0,0,"regcar","truck","regcar","van","regcar","stwagon","methanol","methanol","cng","cng","electric","electric",8.4371306,8.4371306,5.4593198,5.4593198,6.4519234,6.4519234,200,200,75,75,300,300,4,4,6,6,2.5,2.5,65,65,110,110,140,140,0,0,0.6,0.6,0.25,0.25,3,3,3,3,2,2,1,1,1,1,1,1,8,8,4,4,6,6,0,0,0.7,0.7,0.1,0.1
"2966","choice4",1,0,0,"regcar","truck","regcar","van","regcar","stwagon","methanol","methanol","cng","cng","electric","electric",4.5107845,4.5107845,4.985604,4.985604,5.4604234,5.4604234,125,125,300,300,250,250,4,4,6,6,2.5,2.5,85,85,140,140,85,85,0,0,0.25,0.25,0.6,0.6,1,1,2,2,3,3,1,1,0.7,0.7,1,1,4,4,8,8,2,2,0,0,0.1,0.1,0.3,0.3
"2967","choice4",1,0,0,"regcar","truck","regcar","van","regcar","stwagon","cng","cng","electric","electric","gasoline","gasoline",4.2920479,4.2920479,4.7969948,4.7969948,5.3019416,5.3019416,300,300,250,250,300,300,4,4,6,6,2.5,2.5,95,95,110,110,140,140,0.4,0.4,0.75,0.75,0.25,0.25,3,3,3,3,2,2,1,1,1,1,1,1,8,8,2,2,4,4,0.3,0.3,0.7,0.7,1,1
"2968","choice6",1,1,0,"regcar","stwagon","regcar","truck","regcar","van","methanol","methanol","electric","electric","gasoline","gasoline",3.5346277,3.5346277,4.0395745,4.0395745,2.7772075,2.7772075,200,200,300,300,350,350,4,4,6,6,2.5,2.5,100,100,95,95,110,110,0,0,0.25,0.25,0.5,0.5,3,3,2,2,3,3,1,1,1,1,1,1,8,8,4,4,6,6,0,0,0.3,0.3,1,1
"2969","choice1",1,0,1,"sportuv","sportcar","sportuv","regcar","sportuv","truck","methanol","methanol","electric","electric","gasoline","gasoline",4.1386835,4.1386835,3.0350346,3.0350346,3.586859,3.586859,125,125,250,250,300,300,6,6,2.5,2.5,4,4,85,85,85,85,95,95,0,0,0.25,0.25,0.5,0.5,3,3,1,1,2,2,1,1,1,1,1,1,4,4,2,2,4,4,0,0,0.1,0.1,1,1
"2970","choice1",0,0,1,"regcar","van","regcar","stwagon","regcar","truck","methanol","methanol","cng","cng","gasoline","gasoline",2.2482626,2.2482626,2.2482626,2.2482626,3.2118037,3.2118037,200,200,75,75,350,350,4,4,6,6,2.5,2.5,85,85,140,140,95,95,0,0,0.25,0.25,1,1,2,2,3,3,3,3,1,1,1,1,1,1,8,8,4,4,8,8,0,0,0.1,0.1,1,1
"2971","choice1",1,0,1,"regcar","stwagon","regcar","truck","regcar","van","methanol","methanol","electric","electric","gasoline","gasoline",3.8017382,3.8017382,2.9072116,2.9072116,3.3544749,3.3544749,125,125,250,250,300,300,2.5,2.5,4,4,6,6,85,85,85,85,95,95,0,0,0.25,0.25,0.5,0.5,3,3,2,2,3,3,0.7,0.7,1,1,1,1,8,8,4,4,6,6,0,0,0.3,0.3,1,1
"2972","choice5",1,1,0,"regcar","truck","regcar","van","regcar","stwagon","methanol","methanol","cng","cng","electric","electric",5.2423324,5.2423324,5.7941569,5.7941569,6.3459814,6.3459814,200,200,75,75,300,300,4,4,6,6,2.5,2.5,55,55,95,95,110,110,0,0,0.1,0.1,0.4,0.4,3,3,2,2,3,3,1,1,0.7,0.7,1,1,4,4,2,2,4,4,0,0,0.7,0.7,0.1,0.1
"2973","choice2",1,1,1,"regcar","van","regcar","stwagon","regcar","truck","methanol","methanol","cng","cng","gasoline","gasoline",4.2920479,4.2920479,4.7969948,4.7969948,5.8068884,5.8068884,125,125,300,300,300,300,2.5,2.5,4,4,6,6,85,85,140,140,95,95,0,0,0.4,0.4,0.25,0.25,2,2,3,3,1,1,0.7,0.7,1,1,1,1,4,4,8,8,4,4,0,0,0.1,0.1,1,1
"2974","choice5",1,0,1,"regcar","van","regcar","stwagon","regcar","truck","methanol","methanol","cng","cng","gasoline","gasoline",4.3455777,4.3455777,4.8568222,4.8568222,5.879311,5.879311,200,200,75,75,350,350,4,4,6,6,2.5,2.5,85,85,140,140,95,95,0,0,0.25,0.25,1,1,1,1,2,2,3,3,1,1,1,1,1,1,8,8,4,4,8,8,0,0,0.1,0.1,1,1
"2975","choice5",0,0,1,"regcar","van","regcar","stwagon","regcar","truck","methanol","methanol","cng","cng","gasoline","gasoline",0.76686666,0.76686666,0.89467777,0.89467777,1.2781111,1.2781111,125,125,300,300,300,300,6,6,2.5,2.5,4,4,55,55,95,95,140,140,0,0,0.1,0.1,0.75,0.75,2,2,0,0,1,1,1,1,0.7,0.7,1,1,2,2,4,4,8,8,0,0,0.7,0.7,1,1
"2976","choice3",0,1,0,"truck","regcar","truck","van","truck","stwagon","cng","cng","electric","electric","gasoline","gasoline",3.8343333,3.8343333,4.0899555,4.0899555,2.8118444,2.8118444,300,300,250,250,300,300,6,6,2.5,2.5,4,4,110,110,140,140,85,85,0.25,0.25,0.6,0.6,1,1,2,2,3,3,1,1,1,1,1,1,1,1,6,6,8,8,2,2,0.1,0.1,0.3,0.3,1,1
"2977","choice5",0,0,1,"sportcar","regcar","sportcar","truck","sportcar","sportuv","methanol","methanol","cng","cng","electric","electric",3.8343333,3.8343333,4.0899555,4.0899555,2.8118444,2.8118444,125,125,300,300,250,250,4,4,6,6,2.5,2.5,65,65,110,110,140,140,0,0,0.1,0.1,0.4,0.4,2,2,0,0,1,1,1,1,0.7,0.7,1,1,8,8,8,8,2,2,0,0,0.1,0.1,0.3,0.3
"2978","choice6",1,1,0,"stwagon","truck","stwagon","van","stwagon","regcar","methanol","methanol","cng","cng","gasoline","gasoline",2.8489165,2.8489165,3.0863263,3.0863263,3.7985554,3.7985554,125,125,300,300,300,300,4,4,6,6,2.5,2.5,100,100,85,85,110,110,0,0,0.25,0.25,1,1,2,2,3,3,3,3,0.7,0.7,0.7,0.7,1,1,1,1,2,2,6,6,0,0,0.1,0.1,1,1
"2979","choice4",0,0,1,"regcar","stwagon","regcar","truck","regcar","van","methanol","methanol","electric","electric","gasoline","gasoline",4.3455777,4.3455777,3.3230888,3.3230888,3.8343333,3.8343333,125,125,250,250,300,300,4,4,6,6,2.5,2.5,55,55,110,110,140,140,0,0,0.6,0.6,1,1,2,2,3,3,3,3,1,1,1,1,1,1,4,4,8,8,2,2,0,0,0.7,0.7,1,1
"2980","choice5",1,1,0,"van","truck","van","regcar","van","stwagon","methanol","methanol","electric","electric","gasoline","gasoline",5.2423324,5.2423324,6.3459814,6.3459814,4.690508,4.690508,125,125,250,250,300,300,4,4,6,6,2.5,2.5,85,85,85,85,95,95,0,0,0.25,0.25,0.5,0.5,3,3,2,2,3,3,1,1,1,1,1,1,2,2,8,8,2,2,0,0,0.7,0.7,1,1
"2981","choice1",0,0,0,"regcar","truck","regcar","van","regcar","stwagon","cng","cng","electric","electric","gasoline","gasoline",7.444527,7.444527,7.9408288,7.9408288,5.4593198,5.4593198,300,300,250,250,300,300,6,6,2.5,2.5,4,4,110,110,140,140,85,85,0.25,0.25,0.6,0.6,1,1,2,2,3,3,1,1,1,1,1,1,1,1,6,6,8,8,2,2,0.1,0.1,0.3,0.3,1,1
"2982","choice4",0,0,1,"regcar","van","regcar","stwagon","regcar","truck","methanol","methanol","cng","cng","gasoline","gasoline",4.4965252,4.4965252,4.8177056,4.8177056,3.5329841,3.5329841,125,125,300,300,300,300,4,4,6,6,2.5,2.5,85,85,140,140,95,95,0,0,0.4,0.4,0.25,0.25,3,3,3,3,2,2,0.7,0.7,0.7,0.7,1,1,8,8,2,2,6,6,0,0,0.1,0.1,1,1
"2983","choice2",1,0,1,"regcar","stwagon","regcar","truck","regcar","van","methanol","methanol","electric","electric","gasoline","gasoline",7.7083289,7.7083289,6.102427,6.102427,6.7447878,6.7447878,125,125,250,250,300,300,2.5,2.5,4,4,6,6,85,85,85,85,95,95,0,0,0.25,0.25,0.5,0.5,3,3,1,1,2,2,0.7,0.7,1,1,1,1,8,8,4,4,6,6,0,0,0.3,0.3,1,1
"2984","choice5",0,0,1,"regcar","van","regcar","stwagon","regcar","truck","methanol","methanol","cng","cng","gasoline","gasoline",3.8627713,3.8627713,4.1386835,4.1386835,3.0350346,3.0350346,125,125,300,300,300,300,4,4,6,6,2.5,2.5,85,85,140,140,95,95,0,0,0.4,0.4,0.25,0.25,3,3,3,3,2,2,0.7,0.7,0.7,0.7,1,1,8,8,2,2,6,6,0,0,0.1,0.1,1,1
"2985","choice3",1,1,0,"van","regcar","van","stwagon","van","truck","cng","cng","electric","electric","gasoline","gasoline",6.102427,6.102427,6.7447878,6.7447878,7.3871485,7.3871485,300,300,250,250,300,300,4,4,6,6,2.5,2.5,85,85,95,95,110,110,0.6,0.6,0.25,0.25,0.5,0.5,3,3,2,2,3,3,1,1,1,1,1,1,8,8,2,2,4,4,0.3,0.3,0.7,0.7,1,1
"2986","choice5",1,0,1,"regcar","van","regcar","stwagon","regcar","truck","methanol","methanol","cng","cng","gasoline","gasoline",4.5107845,4.5107845,4.985604,4.985604,4.0359651,4.0359651,125,125,300,300,300,300,6,6,2.5,2.5,4,4,65,65,110,110,85,85,0,0,0.6,0.6,0.5,0.5,3,3,1,1,2,2,1,1,0.7,0.7,1,1,4,4,4,4,8,8,0,0,0.7,0.7,1,1
"2987","choice1",1,0,0,"truck","regcar","truck","van","truck","stwagon","methanol","methanol","cng","cng","electric","electric",5.554415,5.554415,5.8068884,5.8068884,4.2920479,4.2920479,200,200,75,75,300,300,2.5,2.5,4,4,6,6,65,65,110,110,140,140,0,0,0.6,0.6,0.25,0.25,2,2,3,3,1,1,0.7,0.7,1,1,1,1,4,4,6,6,8,8,0,0,0.1,0.1,0.3,0.3
"2988","choice3",1,1,0,"truck","stwagon","truck","regcar","truck","van","methanol","methanol","electric","electric","gasoline","gasoline",3.5329841,3.5329841,2.2482626,2.2482626,2.8906233,2.8906233,200,200,300,300,350,350,6,6,2.5,2.5,4,4,85,85,85,85,95,95,0,0,0.4,0.4,0.75,0.75,1,1,2,2,3,3,1,1,1,1,1,1,4,4,6,6,8,8,0,0,0.3,0.3,1,1
"2989","choice3",1,1,0,"regcar","truck","regcar","van","regcar","stwagon","cng","cng","electric","electric","gasoline","gasoline",2.8118444,2.8118444,3.3230888,3.3230888,3.8343333,3.8343333,75,75,300,300,350,350,6,6,2.5,2.5,4,4,140,140,85,85,95,95,0.6,0.6,0.25,0.25,0.5,0.5,3,3,2,2,3,3,0.7,0.7,1,1,1,1,8,8,2,2,4,4,0.7,0.7,0.1,0.1,1,1
"2990","choice3",1,0,1,"regcar","van","regcar","stwagon","regcar","truck","methanol","methanol","cng","cng","gasoline","gasoline",3.9704144,3.9704144,4.4667162,4.4667162,2.9778108,2.9778108,125,125,300,300,300,300,6,6,2.5,2.5,4,4,55,55,95,95,140,140,0,0,0.1,0.1,0.75,0.75,3,3,1,1,2,2,1,1,1,1,1,1,1,1,6,6,2,2,0,0,0.3,0.3,1,1
"2991","choice3",0,1,0,"van","stwagon","van","truck","van","regcar","methanol","methanol","cng","cng","gasoline","gasoline",6.0593618,6.0593618,4.2920479,4.2920479,5.3019416,5.3019416,125,125,300,300,300,300,6,6,2.5,2.5,4,4,85,85,140,140,95,95,0,0,0.4,0.4,0.25,0.25,3,3,3,3,2,2,1,1,1,1,1,1,2,2,6,6,2,2,0,0,0.3,0.3,1,1
"2992","choice6",1,1,0,"van","regcar","van","stwagon","van","truck","cng","cng","electric","electric","gasoline","gasoline",3.0863263,3.0863263,3.5611457,3.5611457,3.7985554,3.7985554,75,75,300,300,350,350,4,4,6,6,2.5,2.5,140,140,85,85,95,95,0.6,0.6,0.25,0.25,0.5,0.5,3,3,2,2,3,3,0.7,0.7,1,1,1,1,6,6,8,8,2,2,0.3,0.3,0.7,0.7,1,1
"2993","choice2",0,0,0,"truck","regcar","truck","van","truck","stwagon","cng","cng","electric","electric","gasoline","gasoline",2.3290512,2.3290512,2.7525151,2.7525151,3.1759789,3.1759789,300,300,250,250,300,300,2.5,2.5,4,4,6,6,140,140,85,85,95,95,0.1,0.1,0.4,0.4,0.75,0.75,1,1,2,2,3,3,0.7,0.7,1,1,1,1,4,4,6,6,8,8,0.7,0.7,0.1,0.1,1,1
"2994","choice5",0,1,0,"regcar","truck","regcar","van","regcar","stwagon","cng","cng","electric","electric","gasoline","gasoline",3.2821543,3.2821543,3.7871011,3.7871011,4.0395745,4.0395745,75,75,300,300,350,350,2.5,2.5,4,4,6,6,95,95,110,110,140,140,0.25,0.25,0.6,0.6,1,1,3,3,3,3,2,2,1,1,1,1,1,1,2,2,4,4,6,6,0.1,0.1,0.3,0.3,1,1
"2995","choice5",1,0,0,"regcar","truck","regcar","van","regcar","stwagon","cng","cng","electric","electric","gasoline","gasoline",7.444527,7.444527,7.9408288,7.9408288,5.4593198,5.4593198,75,75,300,300,350,350,4,4,6,6,2.5,2.5,85,85,95,95,110,110,0.1,0.1,0.4,0.4,0.75,0.75,2,2,3,3,3,3,0.7,0.7,1,1,1,1,6,6,8,8,2,2,0.3,0.3,0.7,0.7,1,1
"2996","choice3",1,0,0,"regcar","stwagon","regcar","truck","regcar","van","methanol","methanol","electric","electric","gasoline","gasoline",4.2920479,4.2920479,3.2821543,3.2821543,3.7871011,3.7871011,125,125,250,250,300,300,2.5,2.5,4,4,6,6,85,85,85,85,95,95,0,0,0.25,0.25,0.5,0.5,3,3,2,2,3,3,0.7,0.7,1,1,1,1,8,8,4,4,6,6,0,0,0.3,0.3,1,1
"2997","choice1",1,1,0,"stwagon","truck","stwagon","van","stwagon","regcar","methanol","methanol","cng","cng","gasoline","gasoline",3.5346277,3.5346277,3.7871011,3.7871011,2.7772075,2.7772075,200,200,75,75,350,350,2.5,2.5,4,4,6,6,85,85,140,140,95,95,0,0,0.25,0.25,1,1,2,2,3,3,3,3,1,1,0.7,0.7,1,1,4,4,6,6,2,2,0,0,0.1,0.1,1,1
"2998","choice3",1,0,0,"regcar","stwagon","regcar","truck","regcar","van","methanol","methanol","electric","electric","gasoline","gasoline",5.554415,5.554415,4.2920479,4.2920479,4.7969948,4.7969948,200,200,300,300,350,350,2.5,2.5,4,4,6,6,85,85,85,85,95,95,0,0,0.4,0.4,0.75,0.75,1,1,2,2,3,3,0.7,0.7,1,1,1,1,8,8,8,8,2,2,0,0,0.1,0.1,1,1
"2999","choice5",1,0,0,"regcar","van","regcar","stwagon","regcar","truck","methanol","methanol","cng","cng","gasoline","gasoline",7.0659681,7.0659681,7.3871485,7.3871485,6.102427,6.102427,200,200,75,75,350,350,6,6,2.5,2.5,4,4,100,100,85,85,110,110,0,0,0.4,0.4,0.25,0.25,2,2,3,3,1,1,0.7,0.7,1,1,1,1,8,8,2,2,6,6,0,0,0.3,0.3,1,1
"3000","choice2",0,1,0,"truck","van","truck","stwagon","truck","regcar","methanol","methanol","cng","cng","gasoline","gasoline",2.0197873,2.0197873,2.2722607,2.2722607,1.5148404,1.5148404,200,200,75,75,350,350,2.5,2.5,4,4,6,6,85,85,140,140,95,95,0,0,0.25,0.25,1,1,1,1,2,2,3,3,1,1,0.7,0.7,1,1,4,4,6,6,2,2,0,0,0.1,0.1,1,1
"3001","choice1",1,0,0,"sportuv","regcar","sportuv","truck","sportuv","sportcar","cng","cng","electric","electric","gasoline","gasoline",5.3680666,5.3680666,5.879311,5.879311,4.3455777,4.3455777,300,300,250,250,300,300,4,4,6,6,2.5,2.5,140,140,85,85,95,95,0.1,0.1,0.4,0.4,0.75,0.75,2,2,3,3,3,3,1,1,1,1,1,1,8,8,2,2,4,4,0.3,0.3,0.7,0.7,1,1
"3002","choice5",0,1,1,"truck","van","truck","stwagon","truck","regcar","methanol","methanol","cng","cng","gasoline","gasoline",3.0674666,3.0674666,3.3230888,3.3230888,4.0899555,4.0899555,200,200,75,75,350,350,4,4,6,6,2.5,2.5,85,85,140,140,95,95,0,0,0.25,0.25,1,1,1,1,2,2,3,3,1,1,1,1,1,1,8,8,4,4,8,8,0,0,0.1,0.1,1,1
"3003","choice3",1,1,0,"truck","regcar","truck","van","truck","stwagon","methanol","methanol","cng","cng","electric","electric",8.8365693,8.8365693,6.3118352,6.3118352,7.0692554,7.0692554,125,125,300,300,250,250,4,4,6,6,2.5,2.5,55,55,95,95,110,110,0,0,0.6,0.6,0.25,0.25,3,3,3,3,2,2,1,1,0.7,0.7,1,1,2,2,8,8,2,2,0,0,0.1,0.1,0.3,0.3
"3004","choice5",1,0,0,"van","stwagon","van","truck","van","regcar","methanol","methanol","cng","cng","gasoline","gasoline",6.6218936,6.6218936,4.690508,4.690508,5.7941569,5.7941569,125,125,300,300,300,300,6,6,2.5,2.5,4,4,85,85,140,140,95,95,0,0,0.4,0.4,0.25,0.25,3,3,3,3,2,2,1,1,1,1,1,1,2,2,6,6,2,2,0,0,0.3,0.3,1,1
"3005","choice5",0,0,1,"regcar","van","regcar","stwagon","regcar","truck","methanol","methanol","cng","cng","gasoline","gasoline",1.5148404,1.5148404,0.75742022,0.75742022,1.1361303,1.1361303,200,200,75,75,350,350,6,6,2.5,2.5,4,4,85,85,140,140,95,95,0,0,0.25,0.25,1,1,2,2,3,3,3,3,0.7,0.7,1,1,1,1,1,1,2,2,6,6,0,0,0.3,0.3,1,1
"3006","choice6",0,0,1,"regcar","stwagon","regcar","truck","regcar","van","methanol","methanol","electric","electric","gasoline","gasoline",1.5337333,1.5337333,0.89467777,0.89467777,1.1503,1.1503,125,125,250,250,300,300,2.5,2.5,4,4,6,6,65,65,140,140,85,85,0,0,0.75,0.75,0.25,0.25,2,2,3,3,1,1,0.7,0.7,1,1,1,1,2,2,6,6,8,8,0,0,0.3,0.3,1,1
"3007","choice3",0,0,1,"truck","stwagon","truck","regcar","truck","van","methanol","methanol","electric","electric","gasoline","gasoline",9.4297342,9.4297342,11.414941,11.414941,8.4371306,8.4371306,125,125,250,250,300,300,2.5,2.5,4,4,6,6,100,100,95,95,110,110,0,0,0.4,0.4,0.75,0.75,2,2,3,3,3,3,0.7,0.7,1,1,1,1,4,4,6,6,8,8,0,0,0.3,0.3,1,1
"3008","choice3",1,0,0,"regcar","truck","regcar","van","regcar","stwagon","methanol","methanol","cng","cng","electric","electric",0.96354111,0.96354111,1.1241313,1.1241313,1.4453117,1.4453117,200,200,75,75,300,300,4,4,6,6,2.5,2.5,85,85,140,140,85,85,0,0,0.4,0.4,0.75,0.75,2,2,3,3,1,1,1,1,1,1,1,1,4,4,4,4,6,6,0,0,0.7,0.7,0.1,0.1
"3009","choice2",1,0,0,"regcar","truck","regcar","van","regcar","stwagon","methanol","methanol","cng","cng","electric","electric",3.8541644,3.8541644,4.1753448,4.1753448,4.8177056,4.8177056,125,125,300,300,250,250,6,6,2.5,2.5,4,4,65,65,110,110,140,140,0,0,0.1,0.1,0.4,0.4,3,3,2,2,3,3,0.7,0.7,1,1,1,1,2,2,4,4,6,6,0,0,0.7,0.7,0.1,0.1
"3010","choice3",0,0,0,"regcar","truck","regcar","van","regcar","stwagon","cng","cng","electric","electric","gasoline","gasoline",5.1388859,5.1388859,3.5329841,3.5329841,4.1753448,4.1753448,300,300,250,250,300,300,4,4,6,6,2.5,2.5,110,110,140,140,85,85,0.25,0.25,0.6,0.6,1,1,3,3,3,3,2,2,1,1,1,1,1,1,8,8,2,2,4,4,0.3,0.3,0.7,0.7,1,1
"3011","choice3",1,0,0,"regcar","truck","regcar","van","regcar","stwagon","cng","cng","electric","electric","gasoline","gasoline",3.7871011,3.7871011,4.0395745,4.0395745,2.7772075,2.7772075,75,75,300,300,350,350,4,4,6,6,2.5,2.5,140,140,85,85,95,95,0.6,0.6,0.25,0.25,0.5,0.5,3,3,2,2,3,3,1,1,1,1,1,1,4,4,6,6,8,8,0.3,0.3,0.7,0.7,1,1
